"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p9","Approach",1,323,323,1,3031,4542,7133,2591,0,0,0
"p9","Approach",2,323,321,0,7878,9383,12157,2774,1,0,0
"p9","Approach",3,121,121,1,13430,14933,17253,2320,0,0,0
"p9","Approach",4,431,431,1,17990,19493,21598,2105,0,0,0
"p9","Approach",5,243,243,1,22343,23846,26389,2543,0,0,0
"p9","Approach",6,213,213,1,27086,28589,30573,1984,0,0,0
"p9","Approach",7,131,131,1,31414,32919,35326,2407,0,0,0
"p9","Approach",8,414,414,1,36063,37566,40742,3176,0,0,0
"p9","Approach",9,123,123,1,41478,42981,45255,2274,0,0,0
"p9","Approach",10,434,434,1,45990,47494,50157,2663,0,0,0
"p9","Approach",11,431,431,1,50903,52407,54774,2367,0,0,0
"p9","Approach",12,321,321,1,55510,57014,59437,2423,0,0,0
"p9","Approach",13,421,421,1,60126,61629,63701,2072,0,0,0
"p9","Approach",14,142,142,1,64438,65941,69557,3616,0,0,0
"p9","Approach",15,124,124,1,70350,71853,74501,2648,0,0,0
"p9","Approach",16,324,324,1,75214,76718,78893,2175,0,0,0
"p9","Approach",17,243,243,1,79613,81116,83453,2337,0,0,0
"p9","Approach",18,143,143,1,84214,85724,88086,2362,0,0,0
"p9","Approach",19,413,413,1,88870,90375,93022,2647,0,0,0
"p9","Approach",20,121,121,1,93758,95261,98757,3496,0,0,0
"p9","Approach",21,342,342,1,129847,131357,133942,2585,0,0,0
"p9","Approach",22,421,421,1,134726,136230,139214,2984,0,0,0
"p9","Approach",23,414,414,1,139926,141430,144998,3568,0,0,0
"p9","Approach",24,124,124,1,145693,147196,149093,1897,0,0,0
"p9","Approach",25,234,234,1,149790,151294,153846,2552,0,0,0
"p9","Approach",26,242,242,1,154558,156062,158485,2423,0,0,0
"p9","Approach",27,242,242,1,159183,160686,163949,3263,0,0,0
"p9","Approach",28,342,342,1,164718,166222,168701,2479,0,0,0
"p9","Approach",29,424,424,1,169422,170926,173125,2199,0,0,0
"p9","Approach",30,231,231,1,173854,175358,177869,2511,0,0,0
"p9","Approach",31,132,132,1,178606,180109,182606,2497,0,0,0
"p9","Approach",32,414,414,1,183286,184789,187421,2632,0,0,0
"p9","Approach",33,213,213,1,188174,189678,191958,2280,0,0,0
"p9","Approach",34,421,421,1,192702,194206,196438,2232,0,0,0
"p9","Approach",35,132,132,1,197190,198693,201485,2792,0,0,0
"p9","Approach",36,312,312,1,202246,203750,206301,2551,0,0,0
"p9","Approach",37,143,143,1,207038,208541,210901,2360,0,0,0
"p9","Approach",38,241,241,1,211694,213198,215901,2703,0,0,0
"p9","Approach",39,313,313,1,216670,218173,220261,2088,0,0,0
"p9","Approach",40,343,343,1,220973,222478,224910,2432,0,0,0
"p9","Approach",41,312,312,1,256366,257878,261197,3319,0,0,0
"p9","Approach",42,423,423,1,261966,263470,266429,2959,0,0,0
"p9","Approach",43,343,343,1,267631,269134,271581,2447,0,0,0
"p9","Approach",44,213,213,1,272687,274191,276637,2446,0,0,0
