"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p3","Approach",1,214,214,1,3781,5284,6806,1522,0,0,0
"p3","Approach",2,142,142,1,7454,8957,13605,4648,0,0,0
"p3","Approach",3,414,414,1,14295,15799,17774,1975,0,0,0
"p3","Approach",4,421,421,1,18510,20014,21694,1680,0,0,0
"p3","Approach",5,321,321,1,22366,23869,26638,2769,0,0,0
"p3","Approach",6,132,132,1,27374,28877,30694,1817,0,0,0
"p3","Approach",7,414,414,1,31455,32958,35173,2215,0,0,0
"p3","Approach",8,131,131,1,35895,37398,39662,2264,0,0,0
"p3","Approach",9,141,141,1,40382,41885,43574,1689,0,0,0
"p3","Approach",10,412,412,1,44237,45740,47718,1978,0,0,0
"p3","Approach",11,143,141,0,48438,49942,52069,2127,1,0,0
"p3","Approach",12,143,141,0,52887,54390,60126,5736,1,0,0
"p3","Approach",13,242,242,1,60926,62429,64501,2072,0,0,0
"p3","Approach",14,324,324,1,65310,66812,69517,2705,0,0,0
"p3","Approach",15,421,423,0,70245,71749,73693,1944,1,0,0
"p3","Approach",16,231,231,1,74390,75894,78117,2223,0,0,0
"p3","Approach",17,342,242,0,78974,80477,89751,9274,1,0,0
"p3","Approach",18,314,314,1,90503,92006,93925,1919,0,0,0
"p3","Approach",19,431,431,1,94630,96133,97686,1553,0,0,0
"p3","Approach",20,413,413,1,98469,99973,101638,1665,0,0,0
"p3","Approach",21,432,432,1,133478,134987,136853,1866,0,0,0
"p3","Approach",22,424,424,1,137590,139093,140558,1465,0,0,0
"p3","Approach",23,123,123,1,141293,142796,144301,1505,0,0,0
"p3","Approach",24,214,214,1,145021,146525,149757,3232,0,0,0
"p3","Approach",25,434,234,0,150558,152062,153662,1600,1,0,0
"p3","Approach",26,342,142,0,154342,155846,157990,2144,1,0,0
"p3","Approach",27,421,421,1,158765,160268,162741,2473,0,0,0
"p3","Approach",28,141,141,1,163607,165110,167517,2407,0,0,0
"p3","Approach",29,423,423,1,168302,169806,171712,1906,0,0,0
"p3","Approach",30,323,323,1,172462,173965,176069,2104,0,0,0
"p3","Approach",31,432,432,1,176886,178390,181397,3007,0,0,0
"p3","Approach",32,142,142,1,182150,183654,185997,2343,0,0,0
"p3","Approach",33,231,231,1,186671,188174,190398,2224,0,0,0
"p3","Approach",34,423,423,1,191158,192661,194909,2248,0,0,0
"p3","Approach",35,231,231,1,195862,197365,199997,2632,0,0,0
"p3","Approach",36,323,343,0,200806,202309,205509,3200,1,0,0
"p3","Approach",37,132,132,1,206286,207789,210293,2504,0,0,0
"p3","Approach",38,121,121,1,211102,212606,214701,2095,0,0,0
"p3","Approach",39,324,324,1,215391,216894,218877,1983,0,0,0
"p3","Approach",40,124,142,0,219590,221093,222726,1633,0,1,0
"p3","Approach",41,141,141,1,255334,256839,258757,1918,0,0,0
"p3","Approach",42,431,431,1,259542,261045,263045,2000,0,0,0
"p3","Approach",43,313,313,1,263750,265253,266757,1504,0,0,0
"p3","Approach",44,313,313,1,267526,269029,270574,1545,0,0,0
"p3","Approach",45,134,134,1,271358,272861,274566,1705,0,0,0
"p3","Approach",46,123,121,0,275326,276829,278549,1720,1,0,0
"p3","Approach",47,413,413,1,279206,280709,282245,1536,0,0,0
"p3","Approach",48,434,434,1,282974,284479,286653,2174,0,0,0
"p3","Approach",49,321,321,1,287310,288813,292285,3472,0,0,0
"p3","Approach",50,432,432,1,293158,294662,296470,1808,0,0,0
"p3","Approach",51,131,131,1,297182,298686,300573,1887,0,0,0
"p3","Approach",52,312,414,0,301310,302812,305006,2194,0,1,0
"p3","Approach",53,142,142,1,305726,307229,309669,2440,0,0,0
"p3","Approach",54,213,213,1,310446,311950,314238,2288,0,0,0
"p3","Approach",55,243,243,1,314991,316494,318334,1840,0,0,0
"p3","Approach",56,124,124,1,319023,320526,322613,2087,0,0,0
"p3","Approach",57,431,431,1,323318,324822,326869,2047,0,0,0
"p3","Approach",58,424,424,1,327694,329197,331054,1857,0,0,0
"p3","Approach",59,412,212,0,331703,333206,337133,3927,1,0,0
"p3","Approach",60,121,141,0,337798,339300,341125,1825,1,0,0
"p3","Approach",61,413,213,0,371910,373416,375245,1829,1,0,0
"p3","Approach",62,124,124,1,375910,377416,378749,1333,0,0,0
"p3","Approach",63,313,423,0,379439,380943,382557,1614,0,1,0
"p3","Approach",64,342,242,0,383309,384813,387245,2432,1,0,0
"p3","Approach",65,314,314,1,388006,389509,391382,1873,0,0,0
"p3","Approach",66,123,123,1,392166,393669,395414,1745,0,0,0
"p3","Approach",67,324,324,1,396078,397582,400598,3016,0,0,0
"p3","Approach",68,212,212,1,401286,402789,405901,3112,0,0,0
"p3","Approach",69,343,143,0,406614,408117,410837,2720,1,0,0
"p3","Approach",70,232,232,1,411566,413070,415117,2047,0,0,0
"p3","Approach",71,213,213,1,415926,417430,419605,2175,0,0,0
"p3","Approach",72,212,214,0,422015,423518,425213,1695,1,0,0
"p3","Approach",73,243,243,1,425854,427357,428797,1440,0,0,0
"p3","Approach",74,134,132,0,429414,430920,432389,1469,1,0,0
"p3","Approach",75,343,343,1,433262,434765,436285,1520,0,0,0
"p3","Approach",76,434,434,1,436902,438411,439885,1474,0,0,0
"p3","Approach",77,234,234,1,440486,441990,443461,1471,0,0,0
"p3","Approach",78,341,341,1,444078,445581,448262,2681,0,0,0
"p3","Approach",79,423,423,1,449129,450632,452837,2205,0,0,0
"p3","Approach",80,132,132,1,453462,454966,456381,1415,0,0,0
"p3","Approach",81,143,143,1,487222,488732,490822,2090,0,0,0
"p3","Approach",82,234,234,1,491534,493037,494286,1249,0,0,0
"p3","Approach",83,414,414,1,494935,496438,498733,2295,0,0,0
"p3","Approach",84,312,312,1,499398,500902,502638,1736,0,0,0
"p3","Approach",85,214,214,1,503294,504797,507614,2817,0,0,0
"p3","Approach",86,424,424,1,508238,509741,511254,1513,0,0,0
"p3","Approach",87,314,314,1,511934,513438,516046,2608,0,0,0
"p3","Approach",88,131,131,1,516806,518309,520078,1769,0,0,0
"p3","Approach",89,312,312,1,520766,522269,524334,2065,0,0,0
"p3","Approach",90,213,213,1,524950,526453,528037,1584,0,0,0
"p3","Approach",91,121,121,1,528742,530245,531893,1648,0,0,0
"p3","Approach",92,242,242,1,532614,534117,535758,1641,0,0,0
"p3","Approach",93,341,341,1,536407,537910,539822,1912,0,0,0
"p3","Approach",94,241,241,1,540478,541981,543438,1457,0,0,0
"p3","Approach",95,321,321,1,544086,545589,547333,1744,0,0,0
"p3","Approach",96,241,241,1,547982,549485,551285,1800,0,0,0
"p3","Approach",97,232,234,0,551886,553390,555157,1767,1,0,0
"p3","Approach",98,323,323,1,555798,557300,560149,2849,0,0,0
"p3","Approach",99,134,134,1,560958,562462,564797,2335,0,0,0
"p3","Approach",100,234,234,1,565614,567117,569038,1921,0,0,0
