"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p8","Baseline2",1,234,234,1,6670,8181,10757,2576,0,0,0
"p8","Baseline2",2,323,323,1,11590,13094,15414,2320,0,0,0
"p8","Baseline2",3,142,141,0,16663,18166,21063,2897,1,0,0
"p8","Baseline2",4,314,314,1,21847,23351,25485,2134,0,0,0
"p8","Baseline2",5,213,213,1,26647,28150,30302,2152,0,0,0
"p8","Baseline2",6,121,141,0,31110,32614,34573,1959,1,0,0
"p8","Baseline2",7,313,313,1,35342,36846,39326,2480,0,0,0
"p8","Baseline2",8,123,143,0,40134,41637,43861,2224,1,0,0
"p8","Baseline2",9,123,143,0,44687,46190,49149,2959,1,0,0
"p8","Baseline2",10,414,414,1,49981,51484,53973,2489,0,0,0
"p8","Baseline2",11,312,314,0,54846,56349,58846,2497,1,0,0
"p8","Baseline2",12,423,423,1,59630,61134,63221,2087,0,0,0
"p8","Baseline2",13,421,421,1,64118,65621,68238,2617,0,0,0
"p8","Baseline2",14,121,121,1,69022,70526,74486,3960,0,0,0
"p8","Baseline2",15,242,242,1,75198,76702,80542,3840,0,0,0
"p8","Baseline2",16,212,212,1,81390,82894,85886,2992,0,0,0
"p8","Baseline2",17,123,123,1,86582,88086,90997,2911,0,0,0
"p8","Baseline2",18,143,143,1,92062,93565,95438,1873,0,0,0
"p8","Baseline2",19,312,314,0,96198,97702,99429,1727,1,0,0
"p8","Baseline2",20,342,342,1,100255,101758,106750,4992,0,0,0
"p8","Baseline2",21,124,124,1,138078,139583,141453,1870,0,0,0
"p8","Baseline2",22,121,121,1,142198,143705,146197,2492,0,0,0
"p8","Baseline2",23,321,321,1,147054,148558,151678,3120,0,0,0
"p8","Baseline2",24,131,131,1,152414,153917,156221,2304,0,0,0
"p8","Baseline2",25,414,414,1,157022,158526,160845,2319,0,0,0
"p8","Baseline2",26,312,314,0,161582,163085,165214,2129,1,0,0
"p8","Baseline2",27,324,324,1,166046,167549,170989,3440,0,0,0
"p8","Baseline2",28,231,231,1,171743,173246,174837,1591,0,0,0
"p8","Baseline2",29,421,421,1,175574,177078,179349,2271,0,0,0
"p8","Baseline2",30,141,141,1,180247,181750,184309,2559,0,0,0
"p8","Baseline2",31,314,314,1,185182,186685,188710,2025,0,0,0
"p8","Baseline2",32,434,434,1,189438,190942,193725,2783,0,0,0
"p8","Baseline2",33,143,143,1,194654,196159,198366,2207,0,0,0
"p8","Baseline2",34,314,314,1,199150,200654,203445,2791,0,0,0
"p8","Baseline2",35,434,434,1,204166,205670,208157,2487,0,0,0
"p8","Baseline2",36,413,413,1,208918,210421,212749,2328,0,0,0
"p8","Baseline2",37,134,134,1,213558,215062,224573,9511,0,0,0
"p8","Baseline2",38,341,341,1,225294,226798,229054,2256,0,0,0
"p8","Baseline2",39,142,142,1,229974,231480,233854,2374,0,0,0
"p8","Baseline2",40,421,421,1,235254,236758,239126,2368,0,0,0
"p8","Baseline2",41,343,343,1,270967,272472,274909,2437,0,0,0
"p8","Baseline2",42,234,234,1,276286,277791,280549,2758,0,0,0
"p8","Baseline2",43,234,234,1,281398,282901,285054,2153,0,0,0
"p8","Baseline2",44,321,321,1,285790,287294,289693,2399,0,0,0
"p8","Baseline2",45,232,232,1,290470,291973,294845,2872,0,0,0
"p8","Baseline2",46,343,343,1,295598,297102,299430,2328,0,0,0
"p8","Baseline2",47,313,313,1,300206,301710,303653,1943,0,0,0
"p8","Baseline2",48,324,324,1,304398,305901,308143,2242,0,0,0
"p8","Baseline2",49,214,214,1,308926,310430,312502,2072,0,0,0
"p8","Baseline2",50,432,432,1,313214,314717,317181,2464,0,0,0
"p8","Baseline2",51,212,212,1,317934,319437,321333,1896,0,0,0
"p8","Baseline2",52,324,324,1,322038,323541,325542,2001,0,0,0
"p8","Baseline2",53,124,124,1,326238,327741,329550,1809,0,0,0
"p8","Baseline2",54,213,213,1,330638,332141,334286,2145,0,0,0
"p8","Baseline2",55,231,231,1,335158,336661,338870,2209,0,0,0
"p8","Baseline2",56,241,241,1,339631,341137,343094,1957,0,0,0
"p8","Baseline2",57,313,313,1,343790,345293,346757,1464,0,0,0
"p8","Baseline2",58,424,424,1,347479,348982,351045,2063,0,0,0
"p8","Baseline2",59,341,341,1,351814,353317,356990,3673,0,0,0
"p8","Baseline2",60,124,124,1,357718,359221,361693,2472,0,0,0
"p8","Baseline2",61,134,134,1,392943,394451,397150,2699,0,0,0
"p8","Baseline2",62,434,434,1,397966,399470,401181,1711,0,0,0
"p8","Baseline2",63,423,423,1,401958,403462,405749,2287,0,0,0
"p8","Baseline2",64,241,241,1,406526,408029,410078,2049,0,0,0
"p8","Baseline2",65,424,424,1,410902,412405,417918,5513,0,0,0
"p8","Baseline2",66,132,132,1,418654,420159,423774,3615,0,0,0
"p8","Baseline2",67,432,432,1,424894,426398,429365,2967,0,0,0
"p8","Baseline2",68,232,234,0,430046,431555,435630,4075,1,0,0
"p8","Baseline2",69,321,341,0,436358,437862,440445,2583,1,0,0
"p8","Baseline2",70,413,413,1,441662,443166,445543,2377,0,0,0
"p8","Baseline2",71,412,414,0,446343,447847,452470,4623,1,0,0
"p8","Baseline2",72,432,432,1,453206,454709,456885,2176,0,0,0
"p8","Baseline2",73,142,142,1,457734,459237,464838,5601,0,0,0
"p8","Baseline2",74,412,414,0,466495,467999,470446,2447,1,0,0
"p8","Baseline2",75,214,214,1,471151,472654,477037,4383,0,0,0
"p8","Baseline2",76,343,343,1,477926,479430,481654,2224,0,0,0
"p8","Baseline2",77,424,424,1,482535,484038,486181,2143,0,0,0
"p8","Baseline2",78,212,212,1,488366,489870,492542,2672,0,0,0
"p8","Baseline2",79,243,243,1,494758,496267,499190,2923,0,0,0
"p8","Baseline2",80,423,423,1,500087,501590,503789,2199,0,0,0
"p8","Baseline2",81,342,342,1,535222,536728,539693,2965,0,0,0
"p8","Baseline2",82,431,431,1,540615,542121,544405,2284,0,0,0
"p8","Baseline2",83,341,341,1,545151,546654,548725,2071,0,0,0
"p8","Baseline2",84,134,134,1,549462,550965,553053,2088,0,0,0
"p8","Baseline2",85,232,232,1,553902,555406,559158,3752,0,0,0
"p8","Baseline2",86,243,243,1,559878,561382,563630,2248,0,0,0
"p8","Baseline2",87,141,141,1,564478,565981,568758,2777,0,0,0
"p8","Baseline2",88,213,213,1,569502,571005,572830,1825,0,0,0
"p8","Baseline2",89,414,414,1,573591,575094,577926,2832,0,0,0
"p8","Baseline2",90,342,342,1,578670,580173,583045,2872,0,0,0
"p8","Baseline2",91,243,243,1,583926,585430,587685,2255,0,0,0
"p8","Baseline2",92,241,241,1,588470,589974,592094,2120,0,0,0
"p8","Baseline2",93,412,414,0,592862,594366,596397,2031,1,0,0
"p8","Baseline2",94,141,141,1,597149,598655,600397,1742,0,0,0
"p8","Baseline2",95,132,132,1,601207,602710,605333,2623,0,0,0
"p8","Baseline2",96,413,413,1,606174,607679,609502,1823,0,0,0
