"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p12","Approach",1,432,432,1,19175,20684,23654,2970,0,0,0
"p12","Approach",2,434,434,1,26263,27766,31022,3256,0,0,0
"p12","Approach",3,424,424,1,31951,33454,35718,2264,0,0,0
"p12","Approach",4,314,324,0,36567,38071,41767,3696,1,0,0
"p12","Approach",5,323,343,0,42592,44095,46934,2839,1,0,0
"p12","Approach",6,241,241,1,47720,49223,51847,2624,0,0,0
"p12","Approach",7,314,324,0,52671,54174,56703,2529,1,0,0
"p12","Approach",8,432,432,1,57511,59015,61950,2935,0,0,0
"p12","Approach",9,321,343,0,62703,64207,67023,2816,0,1,0
"p12","Approach",10,241,241,1,67807,69319,72870,3551,0,0,0
"p12","Approach",11,131,131,1,73671,75176,78103,2927,0,0,0
"p12","Approach",12,421,421,1,78871,80375,83582,3207,0,0,0
"p12","Approach",13,132,134,0,84855,86359,89535,3176,1,0,0
"p12","Approach",14,323,323,1,90527,92030,95039,3009,0,0,0
"p12","Approach",15,413,413,1,97247,98750,101574,2824,0,0,0
"p12","Approach",16,232,234,0,102743,104246,107614,3368,1,0,0
"p12","Approach",17,214,214,1,109951,111455,115471,4016,0,0,0
"p12","Approach",18,343,343,1,116415,117919,120598,2679,0,0,0
"p12","Approach",19,231,232,0,121751,123254,126662,3408,1,0,0
"p12","Approach",20,234,234,1,129023,130526,132918,2392,0,0,0
"p12","Approach",21,423,213,0,164471,165979,173254,7275,0,1,0
"p12","Approach",22,142,142,1,174111,175615,178246,2631,0,0,0
"p12","Approach",23,313,313,1,179039,180542,182871,2329,0,0,0
"p12","Approach",24,414,414,1,183664,185167,187438,2271,0,0,0
"p12","Approach",25,242,242,1,188190,189694,192606,2912,0,0,0
"p12","Approach",26,341,341,1,193455,194958,198511,3553,0,0,0
"p12","Approach",27,412,414,0,199263,200766,203486,2720,1,0,0
"p12","Approach",28,143,143,1,204328,205835,208263,2428,0,0,0
"p12","Approach",29,232,232,1,209135,210640,213430,2790,0,0,0
"p12","Approach",30,313,313,1,214199,215703,218102,2399,0,0,0
"p12","Approach",31,142,142,1,218871,220374,223222,2848,0,0,0
"p12","Approach",32,341,341,1,224351,225854,228166,2312,0,0,0
"p12","Approach",33,141,141,1,229015,230519,232710,2191,0,0,0
"p12","Approach",34,142,142,1,233495,234998,237543,2545,0,0,0
"p12","Approach",35,242,242,1,238416,239919,242439,2520,0,0,0
"p12","Approach",36,342,142,0,243232,244735,246742,2007,1,0,0
"p12","Approach",37,312,314,0,247511,249014,250919,1905,1,0,0
"p12","Approach",38,214,214,1,251711,253215,255247,2032,0,0,0
"p12","Approach",39,321,321,1,256039,257542,260902,3360,0,0,0
"p12","Approach",40,243,241,0,261759,263262,265406,2144,1,0,0
