"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p7","Baseline1",1,431,431,1,18688,20196,23407,3211,0,0,0
"p7","Baseline1",2,432,434,0,25185,26691,32320,5629,1,0,0
"p7","Baseline1",3,212,214,0,33880,35383,38591,3208,1,0,0
"p7","Baseline1",4,314,324,0,39880,41384,44487,3103,1,0,0
"p7","Baseline1",5,123,143,0,46312,47816,51103,3287,1,0,0
"p7","Baseline1",6,121,143,0,52656,54160,57687,3527,0,1,0
"p7","Baseline1",7,324,343,0,59184,60688,67031,6343,0,1,0
"p7","Baseline1",8,243,243,1,68224,69728,72920,3192,0,0,0
"p7","Baseline1",9,413,413,1,74608,76112,79471,3359,0,0,0
"p7","Baseline1",10,412,214,0,81384,82888,85879,2991,0,1,0
"p7","Baseline1",11,143,243,0,87328,88832,92311,3479,1,0,0
"p7","Baseline1",12,131,131,1,93999,95503,100135,4632,0,0,0
"p7","Baseline1",13,342,134,0,101993,103497,110503,7006,0,0,1
"p7","Baseline1",14,134,234,0,112216,113719,119303,5584,1,0,0
"p7","Baseline1",15,413,413,1,120737,122245,125031,2786,0,0,0
"p7","Baseline1",16,323,343,0,126296,127800,131567,3767,1,0,0
"p7","Baseline1",17,213,213,1,134368,135871,143143,7272,0,0,0
"p7","Baseline1",18,232,214,0,144136,145645,150671,5026,0,1,0
"p7","Baseline1",19,431,431,1,151944,153448,157000,3552,0,0,0
"p7","Baseline1",20,241,243,0,158696,160200,165431,5231,1,0,0
"p7","Baseline1",21,323,343,0,197191,198699,202783,4084,1,0,0
"p7","Baseline1",22,142,142,1,204456,205962,211151,5189,0,0,0
"p7","Baseline1",23,414,413,0,212392,213896,217487,3591,1,0,0
"p7","Baseline1",24,421,421,1,218736,220240,224295,4055,0,0,0
"p7","Baseline1",25,234,214,0,225279,226782,230367,3585,1,0,0
"p7","Baseline1",26,343,343,1,231336,232841,235655,2814,0,0,0
"p7","Baseline1",27,343,121,0,236848,238351,241624,3273,0,0,1
"p7","Baseline1",28,214,214,1,242608,244111,246559,2448,0,0,0
"p7","Baseline1",29,124,124,1,247600,249104,252319,3215,0,0,0
