"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p2","Approach",1,314,124,0,16836,18351,21460,3109,0,1,0
"p2","Approach",2,123,123,1,22484,23987,26451,2464,0,0,0
"p2","Approach",3,143,121,0,27675,29179,35531,6352,0,1,0
"p2","Approach",4,131,132,0,36628,38131,41515,3384,1,0,0
"p2","Approach",5,314,124,0,42484,43987,50123,6136,0,1,0
"p2","Approach",6,321,121,0,51067,52571,55691,3120,1,0,0
"p2","Approach",7,242,242,1,56668,58171,60499,2328,0,0,0
"p2","Approach",8,141,141,1,61539,63043,66594,3551,0,0,0
"p2","Approach",9,132,132,1,67731,69234,73003,3769,0,0,0
"p2","Approach",10,414,121,0,73995,75499,78339,2840,0,0,1
"p2","Approach",11,132,132,1,79395,80898,83507,2609,0,0,0
"p2","Approach",12,343,141,0,84539,86043,88683,2640,0,1,0
"p2","Approach",13,421,421,1,89803,91307,94035,2728,0,0,0
"p2","Approach",14,212,212,1,94893,96397,99650,3253,0,0,0
"p2","Approach",15,124,143,0,100820,102323,104467,2144,0,1,0
"p2","Approach",16,423,421,0,105323,106827,108627,1800,1,0,0
"p2","Approach",17,123,341,0,109595,111098,125595,14497,0,0,1
"p2","Approach",18,231,412,0,126524,128030,131043,3013,0,0,1
"p2","Approach",19,214,212,0,131907,133410,136490,3080,1,0,0
"p2","Approach",20,234,212,0,137395,138906,141251,2345,0,1,0
"p2","Approach",21,134,134,1,173027,174540,178171,3631,0,0,0
"p2","Approach",22,213,213,1,179268,180771,183667,2896,0,0,0
"p2","Approach",23,431,412,0,184803,186307,189250,2943,0,1,0
"p2","Approach",24,123,123,1,190204,191707,194283,2576,0,0,0
"p2","Approach",25,423,423,1,195140,196643,204475,7832,0,0,0
"p2","Approach",26,424,424,1,205771,207275,210930,3655,0,0,0
"p2","Approach",27,432,414,0,211883,213387,217307,3920,0,1,0
"p2","Approach",28,141,141,1,218363,219866,222883,3017,0,0,0
"p2","Approach",29,412,414,0,223771,225274,227835,2561,1,0,0
"p2","Approach",30,242,242,1,228676,230180,232899,2719,0,0,0
"p2","Approach",31,312,324,0,233763,235266,238171,2905,0,1,0
"p2","Approach",32,121,121,1,239131,240635,243330,2695,0,0,0
"p2","Approach",33,141,141,1,244252,245756,248378,2622,0,0,0
"p2","Approach",34,341,141,0,249411,250915,253531,2616,1,0,0
"p2","Approach",35,324,124,0,254532,256035,264314,8279,1,0,0
"p2","Approach",36,214,414,0,265155,266658,268755,2097,1,0,0
"p2","Approach",37,413,413,1,269595,271098,273058,1960,0,0,0
"p2","Approach",38,212,124,0,273899,275402,279595,4193,0,0,1
"p2","Approach",39,243,243,1,280491,281995,285027,3032,0,0,0
"p2","Approach",40,241,243,0,285867,287371,289787,2416,1,0,0
"p2","Approach",41,343,141,0,321260,322768,326915,4147,0,1,0
"p2","Approach",42,131,131,1,327819,329323,331795,2472,0,0,0
"p2","Approach",43,421,421,1,332643,334150,336626,2476,0,0,0
"p2","Approach",44,231,431,0,338828,340331,343570,3239,1,0,0
"p2","Approach",45,234,434,0,344579,346082,348762,2680,1,0,0
"p2","Approach",46,232,434,0,349651,351155,353507,2352,0,1,0
"p2","Approach",47,121,141,0,354548,356051,358898,2847,1,0,0
"p2","Approach",48,213,413,0,359899,361403,364906,3503,1,0,0
"p2","Approach",49,412,414,0,365747,367251,369810,2559,1,0,0
"p2","Approach",50,243,413,0,370899,372402,376106,3704,0,1,0
"p2","Approach",51,312,314,0,376883,378386,382562,4176,1,0,0
"p2","Approach",52,131,131,1,383499,385003,387066,2063,0,0,0
"p2","Approach",53,313,313,1,387931,389434,392130,2696,0,0,0
"p2","Approach",54,214,414,0,393067,394571,397202,2631,1,0,0
"p2","Approach",55,413,413,1,398283,399786,402570,2784,0,0,0
"p2","Approach",56,124,124,1,403507,405011,407539,2528,0,0,0
"p2","Approach",57,314,314,1,408579,410083,412722,2639,0,0,0
"p2","Approach",58,232,212,0,413635,415138,418394,3256,1,0,0
"p2","Approach",59,313,313,1,419458,420961,423250,2289,0,0,0
"p2","Approach",60,234,434,0,424156,425660,428018,2358,1,0,0
"p2","Approach",61,142,142,1,459723,461228,464170,2942,0,0,0
"p2","Approach",62,423,423,1,465051,466553,469010,2457,0,0,0
"p2","Approach",63,212,212,1,469907,471410,473259,1849,0,0,0
"p2","Approach",64,312,314,0,474107,475610,478002,2392,1,0,0
