"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p2","Baseline1",1,421,421,1,3164,4667,7051,2384,0,0,0
"p2","Baseline1",2,124,143,0,7812,9315,12611,3296,0,1,0
"p2","Baseline1",3,142,142,1,13508,15011,17251,2240,0,0,0
"p2","Baseline1",4,412,414,0,18086,19591,23843,4252,1,0,0
"p2","Baseline1",5,121,141,0,24884,26388,28331,1943,1,0,0
"p2","Baseline1",6,424,424,1,29188,30692,33395,2703,0,0,0
"p2","Baseline1",7,314,124,0,34244,35748,38019,2271,0,1,0
"p2","Baseline1",8,242,424,0,39005,40508,42675,2167,0,0,1
"p2","Baseline1",9,423,423,1,43571,45075,47292,2217,0,0,0
"p2","Baseline1",10,241,421,0,48140,49643,51731,2088,0,1,0
"p2","Baseline1",11,412,414,0,52612,54115,55891,1776,1,0,0
"p2","Baseline1",12,232,434,0,56723,58226,59907,1681,0,1,0
"p2","Baseline1",13,242,242,1,60556,62059,64083,2024,0,0,0
"p2","Baseline1",14,312,314,0,65139,66643,68484,1841,1,0,0
"p2","Baseline1",15,413,413,1,69187,70692,72228,1536,0,0,0
"p2","Baseline1",16,214,434,0,72901,74405,75939,1534,0,1,0
"p2","Baseline1",17,342,342,1,76700,78203,80403,2200,0,0,0
"p2","Baseline1",18,341,141,0,81228,82732,84740,2008,1,0,0
"p2","Baseline1",19,131,131,1,85532,87035,88836,1801,0,0,0
"p2","Baseline1",20,414,414,1,89651,91154,92987,1833,0,0,0
"p2","Baseline1",21,323,343,0,123908,125422,128451,3029,1,0,0
"p2","Baseline1",22,312,242,0,129253,130756,132731,1975,0,1,0
"p2","Baseline1",23,323,143,0,133501,135004,137132,2128,0,1,0
"p2","Baseline1",24,423,423,1,137925,139428,141588,2160,0,0,0
"p2","Baseline1",25,343,143,0,142467,143971,145923,1952,1,0,0
"p2","Baseline1",26,132,134,0,146724,148227,150429,2202,1,0,0
"p2","Baseline1",27,434,434,1,151292,152796,154659,1863,0,0,0
"p2","Baseline1",28,341,141,0,155516,157020,159107,2087,1,0,0
"p2","Baseline1",29,212,434,0,159963,161466,162978,1512,0,0,1
"p2","Baseline1",30,141,141,1,164275,165778,169627,3849,0,0,0
"p2","Baseline1",31,214,414,0,170420,171923,173515,1592,1,0,0
"p2","Baseline1",32,243,343,0,174267,175770,183803,8033,1,0,0
"p2","Baseline1",33,313,324,0,184532,186036,189116,3080,0,1,0
"p2","Baseline1",34,231,431,0,189925,191428,193747,2319,1,0,0
"p2","Baseline1",35,434,434,1,194571,196074,197954,1880,0,0,0
"p2","Baseline1",36,413,413,1,198947,200450,202715,2265,0,0,0
"p2","Baseline1",37,143,143,1,203499,205003,207755,2752,0,0,0
"p2","Baseline1",38,434,434,1,208612,210115,211922,1807,0,0,0
"p2","Baseline1",39,342,142,0,212787,214290,216611,2321,1,0,0
"p2","Baseline1",40,314,314,1,217523,219027,222898,3871,0,0,0
"p2","Baseline1",41,421,421,1,254195,255701,257907,2206,0,0,0
"p2","Baseline1",42,241,341,0,258635,260141,267443,7302,1,0,0
"p2","Baseline1",43,123,143,0,268171,269675,271643,1968,1,0,0
"p2","Baseline1",44,414,414,1,272427,273930,275690,1760,0,0,0
"p2","Baseline1",45,243,243,1,276427,277930,280699,2769,0,0,0
"p2","Baseline1",46,242,242,1,281451,282954,284882,1928,0,0,0
"p2","Baseline1",47,131,131,1,285635,287139,289034,1895,0,0,0
"p2","Baseline1",48,432,414,0,289836,291339,293347,2008,0,1,0
