"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p1","Baseline1",1,121,143,0,19120,20641,23190,2549,0,1,0
"p1","Baseline1",2,141,143,0,24374,25877,32286,6409,1,0,0
"p1","Baseline1",3,312,124,0,33414,34918,37077,2159,0,0,1
"p1","Baseline1",4,431,412,0,37997,39501,45565,6064,0,1,0
"p1","Baseline1",5,121,141,0,46798,48303,52390,4087,1,0,0
"p1","Baseline1",6,413,413,1,53367,54870,57789,2919,0,0,0
"p1","Baseline1",7,124,143,0,59071,60575,65654,5079,0,1,0
"p1","Baseline1",8,124,124,1,66646,68150,70781,2631,0,0,0
"p1","Baseline1",9,432,434,0,71679,73182,76342,3160,1,0,0
"p1","Baseline1",10,231,432,0,77375,78878,82678,3800,0,1,0
"p1","Baseline1",11,231,432,0,83733,85238,87861,2623,0,1,0
"p1","Baseline1",12,123,123,1,88942,90447,93957,3510,0,0,0
"p1","Baseline1",13,314,124,0,95414,96920,100046,3126,0,1,0
"p1","Baseline1",14,434,434,1,101030,102533,106486,3953,0,0,0
"p1","Baseline1",15,132,134,0,107414,108918,111037,2119,1,0,0
"p1","Baseline1",16,323,121,0,111887,113390,115565,2175,0,1,0
"p1","Baseline1",17,342,142,0,116374,117877,119998,2121,1,0,0
"p1","Baseline1",18,131,131,1,121286,122790,125861,3071,0,0,0
"p1","Baseline1",19,313,323,0,127062,128566,131805,3239,1,0,0
"p1","Baseline1",20,232,212,0,132926,134430,137365,2935,1,0,0
"p1","Baseline1",21,143,141,0,168789,170295,172917,2622,1,0,0
"p1","Baseline1",22,242,242,1,174167,175672,177718,2046,0,0,0
"p1","Baseline1",23,421,421,1,178638,180143,183133,2990,0,0,0
"p1","Baseline1",24,313,313,1,184014,185518,187805,2287,0,0,0
"p1","Baseline1",25,414,414,1,188934,190438,193517,3079,0,0,0
"p1","Baseline1",26,343,343,1,194479,195982,200061,4079,0,0,0
"p1","Baseline1",27,324,324,1,201094,202597,205277,2680,0,0,0
"p1","Baseline1",28,423,413,0,206134,207638,210365,2727,1,0,0
"p1","Baseline1",29,213,423,0,211237,212741,216381,3640,0,1,0
"p1","Baseline1",30,314,314,1,217422,218925,221741,2816,0,0,0
"p1","Baseline1",31,243,243,1,222582,224086,226310,2224,0,0,0
"p1","Baseline1",32,434,434,1,227181,228685,230862,2177,0,0,0
"p1","Baseline1",33,242,242,1,231997,233501,235853,2352,0,0,0
"p1","Baseline1",34,341,343,0,236854,238358,240613,2255,1,0,0
"p1","Baseline1",35,413,413,1,241717,243220,245101,1881,0,0,0
"p1","Baseline1",36,142,143,0,246541,248046,252661,4615,1,0,0
"p1","Baseline1",37,212,214,0,253822,255325,261261,5936,1,0,0
"p1","Baseline1",38,241,241,1,262326,263829,265750,1921,0,0,0
"p1","Baseline1",39,124,143,0,266702,268206,271844,3638,0,1,0
"p1","Baseline1",40,234,214,0,272853,274357,277428,3071,1,0,0
"p1","Baseline1",41,414,414,1,309015,310523,313485,2962,0,0,0
"p1","Baseline1",42,342,142,0,315405,316909,318966,2057,1,0,0
"p1","Baseline1",43,412,412,1,320005,321509,324581,3072,0,0,0
"p1","Baseline1",44,132,132,1,325574,327077,329341,2264,0,0,0
"p1","Baseline1",45,324,123,0,330197,331701,333613,1912,0,1,0
"p1","Baseline1",46,423,413,0,334893,336397,338772,2375,1,0,0
"p1","Baseline1",47,121,121,1,339965,341469,344629,3160,0,0,0
"p1","Baseline1",48,243,243,1,345422,346925,348853,1928,0,0,0
"p1","Baseline1",49,142,142,1,349590,351094,353013,1919,0,0,0
"p1","Baseline1",50,132,132,1,353734,355238,359524,4286,0,0,0
"p1","Baseline1",51,324,124,0,360397,361901,366637,4736,1,0,0
"p1","Baseline1",52,432,412,0,367725,369229,376492,7263,1,0,0
"p1","Baseline1",53,131,132,0,377653,379157,381445,2288,1,0,0
"p1","Baseline1",54,341,141,0,382293,383796,386429,2633,1,0,0
"p1","Baseline1",55,434,232,0,387261,388765,392989,4224,0,1,0
"p1","Baseline1",56,213,413,0,393893,395396,401212,5816,1,0,0
"p1","Baseline1",57,214,234,0,402165,403669,407701,4032,1,0,0
"p1","Baseline1",58,243,241,0,409253,410759,412444,1685,1,0,0
"p1","Baseline1",59,214,214,1,413197,414701,417869,3168,0,0,0
"p1","Baseline1",60,323,123,0,418637,420143,423605,3462,1,0,0
"p1","Baseline1",61,234,214,0,455638,457155,459925,2770,1,0,0
"p1","Baseline1",62,234,234,1,460877,462381,468380,5999,0,0,0
"p1","Baseline1",63,424,424,1,478565,480072,482733,2661,0,0,0
"p1","Baseline1",64,212,212,1,483597,485101,490052,4951,0,0,0
"p1","Baseline1",65,141,121,0,490845,492352,495924,3572,1,0,0
"p1","Baseline1",66,134,132,0,496877,498383,500845,2462,1,0,0
"p1","Baseline1",67,343,141,0,501702,503205,505101,1896,0,1,0
"p1","Baseline1",68,343,142,0,505845,507348,510781,3433,0,1,0
"p1","Baseline1",69,414,414,1,511549,513052,515540,2488,0,0,0
"p1","Baseline1",70,242,242,1,516477,517981,519988,2007,0,0,0
"p1","Baseline1",71,123,123,1,520860,522367,525045,2678,0,0,0
"p1","Baseline1",72,313,123,0,525892,527396,529797,2401,0,1,0
"p1","Baseline1",73,212,212,1,530781,532284,535268,2984,0,0,0
"p1","Baseline1",74,423,243,0,536205,537709,545877,8168,0,1,0
"p1","Baseline1",75,232,234,0,546997,548500,552628,4128,1,0,0
"p1","Baseline1",76,431,431,1,553900,555412,557764,2352,0,0,0
"p1","Baseline1",77,321,142,0,558998,560502,564188,3686,0,0,1
"p1","Baseline1",78,431,431,1,565157,566660,569164,2504,0,0,0
"p1","Baseline1",79,241,241,1,570244,571748,575093,3345,0,0,0
"p1","Baseline1",80,314,312,0,576150,577653,580772,3119,1,0,0
"p1","Baseline1",81,141,142,0,613278,614787,617540,2753,1,0,0
"p1","Baseline1",82,143,141,0,618437,619941,622948,3007,1,0,0
"p1","Baseline1",83,134,132,0,623725,625228,629740,4512,1,0,0
"p1","Baseline1",84,241,131,0,630780,632285,635180,2895,0,1,0
"p1","Baseline1",85,421,421,1,636205,637709,641019,3310,0,0,0
"p1","Baseline1",86,312,312,1,642133,643636,646028,2392,0,0,0
"p1","Baseline1",87,142,134,0,646853,648356,650875,2519,0,1,0
"p1","Baseline1",88,134,134,1,652036,653540,656340,2800,0,0,0
"p1","Baseline1",89,232,212,0,657237,658740,661356,2616,1,0,0
"p1","Baseline1",90,143,241,0,662237,663740,666091,2351,0,1,0
"p1","Baseline1",91,213,213,1,667228,668732,671260,2528,0,0,0
"p1","Baseline1",92,424,421,0,672108,673613,675716,2103,1,0,0
"p1","Baseline1",93,123,121,0,676773,678276,680556,2280,1,0,0
"p1","Baseline1",94,341,121,0,681509,683012,686092,3080,0,1,0
"p1","Baseline1",95,412,321,0,687140,688644,691380,2736,0,0,1
"p1","Baseline1",96,424,421,0,692292,693796,695684,1888,1,0,0
"p1","Baseline1",97,321,121,0,696548,698051,700196,2145,1,0,0
"p1","Baseline1",98,413,423,0,701118,702621,710196,7575,1,0,0
"p1","Baseline1",99,323,313,0,711821,713324,715515,2191,1,0,0
"p1","Baseline1",100,342,142,0,717413,718916,720956,2040,1,0,0
"p1","Baseline1",101,432,432,1,752229,753737,756236,2499,0,0,0
"p1","Baseline1",102,231,212,0,757397,758908,760788,1880,0,1,0
"p1","Baseline1",103,412,412,1,761580,763084,765355,2271,0,0,0
"p1","Baseline1",104,321,121,0,766140,767643,770092,2449,1,0,0
"p1","Baseline1",105,312,324,0,770876,772380,775484,3104,0,1,0
"p1","Baseline1",106,421,421,1,777020,778524,780316,1792,0,0,0
"p1","Baseline1",107,214,214,1,781404,782907,785692,2785,0,0,0
"p1","Baseline1",108,131,212,0,786628,788132,791404,3272,0,0,1
