"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p4","Approach",1,231,432,0,3718,5221,9198,3977,0,1,0
"p4","Approach",2,121,242,0,10198,11701,13830,2129,0,0,1
"p4","Approach",3,323,343,0,14702,16205,18398,2193,1,0,0
"p4","Approach",4,321,342,0,19262,20766,22885,2119,0,1,0
"p4","Approach",5,142,234,0,23654,25157,26701,1544,0,0,1
"p4","Approach",6,212,424,0,27494,28998,31382,2384,0,0,1
"p4","Approach",7,312,124,0,32166,33669,37013,3344,0,0,1
"p4","Approach",8,134,213,0,37798,39302,41341,2039,0,0,1
"p4","Approach",9,213,432,0,42134,43637,46055,2418,0,0,1
"p4","Approach",10,423,421,0,46862,48366,50653,2287,1,0,0
"p4","Approach",11,234,413,0,51518,53022,56078,3056,0,0,1
"p4","Approach",12,413,421,0,56846,58349,60773,2424,0,1,0
"p4","Approach",13,323,343,0,61654,63157,65781,2624,1,0,0
"p4","Approach",14,421,432,0,66614,68117,73341,5224,0,1,0
"p4","Approach",15,312,324,0,74158,75661,78231,2570,0,1,0
"p4","Approach",16,312,124,0,79046,80550,85350,4800,0,0,1
"p4","Approach",17,212,424,0,86230,87733,90117,2384,0,0,1
"p4","Approach",18,143,242,0,90967,92478,94574,2096,0,1,0
"p4","Approach",19,424,424,1,95334,96840,98949,2109,0,0,0
"p4","Approach",20,242,434,0,99695,101198,103405,2207,0,0,1
"p4","Approach",21,413,421,0,134990,136498,138894,2396,0,1,0
"p4","Approach",22,324,343,0,139783,141287,143013,1726,0,1,0
"p4","Approach",23,343,242,0,143838,145342,147038,1696,0,1,0
"p4","Approach",24,121,242,0,147854,149358,151630,2272,0,0,1
"p4","Approach",25,321,142,0,152590,154093,156542,2449,0,0,1
"p4","Approach",26,324,143,0,157390,158893,161030,2137,0,0,1
"p4","Approach",27,413,321,0,161839,163342,166022,2680,0,0,1
"p4","Approach",28,124,243,0,166910,168414,171166,2752,0,0,1
"p4","Approach",29,431,412,0,172062,173566,175974,2408,0,1,0
"p4","Approach",30,232,414,0,176791,178293,181590,3297,0,0,1
"p4","Approach",31,313,121,0,182358,183862,186701,2839,0,0,1
"p4","Approach",32,424,424,1,187502,189007,191334,2327,0,0,0
"p4","Approach",33,432,414,0,192150,193655,196077,2422,0,1,0
"p4","Approach",34,343,242,0,196870,198374,200277,1903,0,1,0
"p4","Approach",35,421,321,0,201718,203221,206429,3208,1,0,0
"p4","Approach",36,141,232,0,207350,208853,211510,2657,0,0,1
"p4","Approach",37,424,323,0,212374,213878,216237,2359,0,1,0
"p4","Approach",38,243,231,0,217062,218566,221022,2456,0,1,0
"p4","Approach",39,212,424,0,222014,223518,225486,1968,0,0,1
"p4","Approach",40,342,132,0,226478,227981,230189,2208,0,1,0
"p4","Approach",41,124,243,0,262518,264027,266525,2498,0,0,1
"p4","Approach",42,132,232,0,267302,268806,270886,2080,1,0,0
"p4","Approach",43,412,314,0,271654,273157,275734,2577,0,1,0
"p4","Approach",44,341,131,0,276439,277943,280510,2567,0,1,0
"p4","Approach",45,314,123,0,281279,282782,285222,2440,0,0,1
"p4","Approach",46,214,423,0,286366,287870,289709,1839,0,0,1
"p4","Approach",47,323,341,0,290654,292157,295277,3120,0,1,0
"p4","Approach",48,432,314,0,296054,297557,299533,1976,0,0,1
"p4","Approach",49,324,121,0,300319,301822,304077,2255,0,1,0
"p4","Approach",50,141,231,0,304942,306445,308149,1704,0,1,0
"p4","Approach",51,434,424,0,309101,310604,312574,1970,1,0,0
"p4","Approach",52,343,131,0,313366,314869,317270,2401,0,0,1
"p4","Approach",53,131,231,0,318054,319557,321854,2297,1,0,0
"p4","Approach",54,242,232,0,322582,324085,326597,2512,1,0,0
"p4","Approach",55,432,424,0,327398,328901,330925,2024,0,1,0
"p4","Approach",56,414,323,0,331686,333189,335910,2721,0,0,1
"p4","Approach",57,342,242,0,336702,338205,340157,1952,1,0,0
"p4","Approach",58,423,341,0,340950,342453,345133,2680,0,0,1
"p4","Approach",59,131,212,0,345934,347437,350022,2585,0,0,1
"p4","Approach",60,142,234,0,350838,352342,354710,2368,0,0,1
"p4","Approach",61,341,232,0,386358,387869,389853,1984,0,0,1
"p4","Approach",62,341,232,0,390614,392117,394398,2281,0,0,1
"p4","Approach",63,141,231,0,395174,396677,399741,3064,0,1,0
"p4","Approach",64,314,123,0,400478,401981,404398,2417,0,0,1
"p4","Approach",65,142,234,0,405158,406661,408661,2000,0,0,1
"p4","Approach",66,414,313,0,409494,410998,413189,2191,0,1,0
"p4","Approach",67,123,241,0,414014,415517,417974,2457,0,0,1
"p4","Approach",68,234,413,0,418767,420270,422157,1887,0,0,1
"p4","Approach",69,431,412,0,422974,424477,426981,2504,0,1,0
"p4","Approach",70,214,424,0,427783,429287,431109,1822,0,1,0
"p4","Approach",71,431,412,0,431942,433445,435622,2177,0,1,0
"p4","Approach",72,132,234,0,436438,437943,440365,2422,0,1,0
"p4","Approach",73,313,212,0,441358,442862,445118,2256,0,1,0
"p4","Approach",74,132,214,0,445886,447390,449758,2368,0,0,1
"p4","Approach",75,243,431,0,450742,452247,454613,2366,0,0,1
"p4","Approach",76,134,213,0,455456,456960,459238,2278,0,0,1
"p4","Approach",77,123,241,0,460078,461581,463950,2369,0,0,1
"p4","Approach",78,342,132,0,464767,466271,468445,2174,0,1,0
"p4","Approach",79,232,212,0,469222,470726,472629,1903,1,0,0
"p4","Approach",80,414,313,0,473414,474918,476789,1871,0,1,0
"p4","Approach",81,314,123,0,509502,511014,513373,2359,0,0,1
"p4","Approach",82,134,214,0,514231,515734,517949,2215,0,1,0
"p4","Approach",83,121,242,0,518799,520303,522542,2239,0,0,1
"p4","Approach",84,241,431,0,523391,524894,527357,2463,0,1,0
"p4","Approach",85,243,431,0,528198,529701,531870,2169,0,0,1
"p4","Approach",86,213,423,0,532630,534133,535965,1832,0,1,0
"p4","Approach",87,123,241,0,536710,538213,540509,2296,0,0,1
"p4","Approach",88,131,232,0,541270,542774,545101,2327,0,1,0
"p4","Approach",89,321,341,0,545863,547368,549837,2469,1,0,0
"p4","Approach",90,412,313,0,550614,552117,553861,1744,0,1,0
"p4","Approach",91,412,313,0,554630,556133,558478,2345,0,1,0
"p4","Approach",92,143,231,0,559181,560684,562590,1906,0,0,1
"p4","Approach",93,214,423,0,563333,564837,566878,2041,0,0,1
"p4","Approach",94,421,321,0,567678,569181,571197,2016,1,0,0
"p4","Approach",95,313,121,0,571951,573454,575181,1727,0,0,1
"p4","Approach",96,234,414,0,575926,577430,579245,1815,0,1,0
"p4","Approach",97,423,321,0,580030,581534,583789,2255,0,1,0
"p4","Approach",98,231,412,0,584582,586085,588558,2473,0,0,1
"p4","Approach",99,232,412,0,589326,590830,594733,3903,0,1,0
"p4","Approach",100,241,432,0,595582,597084,600077,2993,0,0,1
"p4","Approach",101,241,432,0,632054,633562,635150,1588,0,0,1
"p4","Approach",102,242,432,0,635903,637407,640238,2831,0,1,0
"p4","Approach",103,231,412,0,640960,642464,644517,2053,0,0,1
"p4","Approach",104,434,313,0,645270,646773,648997,2224,0,0,1
"p4","Approach",105,434,313,0,649782,651285,653493,2208,0,0,1
"p4","Approach",106,124,243,0,654326,655830,657989,2159,0,0,1
"p4","Approach",107,213,421,0,658870,660373,664446,4073,0,0,1
"p4","Approach",108,143,231,0,665246,666751,668845,2094,0,0,1
