"id","cond","trial.","realPattern","userAnswer","correct","playstamp","playendstamp","enterstamp","reaction_time","diffCount_1","diffCount_2","diffCount_3"
"p11","Baseline2",1,321,321,1,3417,4925,8385,3460,0,0,0
"p11","Baseline2",2,323,321,0,9224,10728,15688,4960,1,0,0
"p11","Baseline2",3,132,132,1,16904,18411,21600,3189,0,0,0
"p11","Baseline2",4,424,424,1,22705,24207,33072,8865,0,0,0
"p11","Baseline2",5,234,234,1,33897,35401,41792,6391,0,0,0
"p11","Baseline2",6,421,423,0,42617,44120,45984,1864,1,0,0
"p11","Baseline2",7,312,312,1,46849,48353,51080,2727,0,0,0
"p11","Baseline2",8,412,414,0,54592,56096,64185,8089,1,0,0
"p11","Baseline2",9,341,141,0,65681,67184,70224,3040,1,0,0
"p11","Baseline2",10,132,142,0,71281,72787,90016,17229,1,0,0
"p11","Baseline2",11,314,314,1,90929,92436,95272,2836,0,0,0
"p11","Baseline2",12,231,231,1,95993,97496,100744,3248,0,0,0
"p11","Baseline2",13,214,214,1,101449,102953,113704,10751,0,0,0
"p11","Baseline2",14,123,143,0,115929,117434,119864,2430,1,0,0
"p11","Baseline2",15,313,314,0,120608,122115,139416,17301,1,0,0
"p11","Baseline2",16,413,413,1,140328,141838,146032,4194,0,0,0
"p11","Baseline2",17,121,142,0,146833,148337,161888,13551,0,1,0
"p11","Baseline2",18,412,412,1,172345,173857,177096,3239,0,0,0
"p11","Baseline2",19,312,314,0,178040,179544,187856,8312,1,0,0
"p11","Baseline2",20,243,234,0,189193,190696,198536,7840,0,1,0
"p11","Baseline2",21,214,214,1,229992,231500,233945,2445,0,0,0
"p11","Baseline2",22,432,412,0,234817,236320,245944,9624,1,0,0
"p11","Baseline2",23,341,241,0,246922,248425,261888,13463,1,0,0
"p11","Baseline2",24,242,242,1,262928,264434,267336,2902,0,0,0
"p11","Baseline2",25,434,434,1,268161,269667,271681,2014,0,0,0
"p11","Baseline2",26,342,143,0,272569,274072,282056,7984,0,1,0
"p11","Baseline2",27,213,213,1,283329,284835,289921,5086,0,0,0
"p11","Baseline2",28,324,323,0,290913,292416,297720,5304,1,0,0
"p11","Baseline2",29,243,241,0,299993,301501,304801,3300,1,0,0
"p11","Baseline2",30,241,241,1,305633,307136,311049,3913,0,0,0
"p11","Baseline2",31,124,143,0,313097,314601,332041,17440,0,1,0
"p11","Baseline2",32,214,214,1,332905,334411,348456,14045,0,0,0
"p11","Baseline2",33,413,413,1,349776,351283,361881,10598,0,0,0
"p11","Baseline2",34,314,314,1,367145,368651,372760,4109,0,0,0
"p11","Baseline2",35,314,142,0,373697,375201,387856,12655,0,0,1
"p11","Baseline2",36,213,213,1,388801,390306,392488,2182,0,0,0
