id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p4,digit,baseline,armFront,training,1,5,5,1,194805,197723,201173
p4,digit,baseline,armFront,training,2,9,9,1,203316,205620,207211
p4,digit,baseline,armFront,training,3,0,0,1,209081,212588,213480
p4,digit,baseline,armFront,training,4,6,6,1,215321,217625,223759
p4,digit,baseline,armFront,training,5,3,3,1,225668,227972,229754
p4,digit,baseline,armFront,training,6,4,4,1,232164,235078,236582
p4,digit,baseline,armFront,training,7,8,5,0,238488,241393,244069
p4,digit,baseline,armFront,training,8,0,0,1,246277,249784,250781
p4,digit,baseline,armFront,training,9,5,5,1,252639,255544,256788
p4,digit,baseline,armFront,training,10,3,2,0,258610,260915,268631
p4,digit,baseline,armFront,training,11,4,8,0,271051,273957,278807
p4,digit,baseline,armFront,training,12,2,2,1,280764,283078,286275
p4,digit,baseline,armFront,training,13,1,1,1,289032,290133,297534
p4,digit,baseline,armFront,training,14,7,7,1,299613,301315,304921
p4,digit,baseline,armFront,training,15,2,2,1,306824,309127,311094
p4,digit,baseline,armFront,training,16,6,6,1,312966,315269,318411
p4,digit,baseline,armFront,training,17,1,1,1,320307,321409,323511
p4,digit,baseline,armFront,training,18,8,8,1,325337,328242,329881
p4,digit,baseline,armFront,training,19,7,7,1,331762,333466,336537
p4,digit,baseline,armFront,training,20,9,9,1,338408,340712,342751
