id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p4,digit,hetero,armBody,main,1,9,9,1,226976,229283,238881
p4,digit,hetero,armBody,main,2,1,1,1,241180,242283,244727
p4,digit,hetero,armBody,main,3,8,8,1,246814,249720,261632
p4,digit,hetero,armBody,main,4,2,2,1,263672,265980,272783
p4,digit,hetero,armBody,main,5,5,5,1,275063,277968,286973
p4,digit,hetero,armBody,main,6,3,3,1,289156,291460,294607
p4,digit,hetero,armBody,main,7,2,2,1,296729,299033,305216
p4,digit,hetero,armBody,main,8,4,9,0,307329,310235,327397
p4,digit,hetero,armBody,main,9,3,3,1,331861,334172,336838
p4,digit,hetero,armBody,main,10,7,7,1,338950,340653,342855
p4,digit,hetero,armBody,main,11,3,3,1,344978,347282,350211
p4,digit,hetero,armBody,main,12,6,6,1,352213,354518,358429
p4,digit,hetero,armBody,main,13,3,3,1,360535,362841,364673
p4,digit,hetero,armBody,main,14,1,1,1,366609,367711,369859
p4,digit,hetero,armBody,main,15,5,5,1,371800,374706,376218
p4,digit,hetero,armBody,main,16,2,2,1,378100,380404,385161
p4,digit,hetero,armBody,main,17,5,5,1,387193,390106,391642
p4,digit,hetero,armBody,main,18,6,6,1,393780,396084,410735
p4,digit,hetero,armBody,main,19,4,4,1,412718,415631,421285
p4,digit,hetero,armBody,main,20,8,8,1,423226,426132,441003
p4,digit,hetero,armBody,main,21,1,1,1,511095,512200,514357
p4,digit,hetero,armBody,main,22,0,0,1,516298,519805,521608
p4,digit,hetero,armBody,main,23,0,0,1,523675,527181,528611
p4,digit,hetero,armBody,main,24,5,5,1,530518,533424,535148
p4,digit,hetero,armBody,main,25,6,6,1,537079,539387,545853
p4,digit,hetero,armBody,main,26,6,6,1,547782,550087,553773
p4,digit,hetero,armBody,main,27,2,2,1,555730,558034,567021
p4,digit,hetero,armBody,main,28,9,9,1,573710,576018,580612
p4,digit,hetero,armBody,main,29,7,7,1,582578,584282,586463
p4,digit,hetero,armBody,main,30,9,9,1,588414,590718,592671
p4,digit,hetero,armBody,main,31,6,6,1,594672,596986,602777
p4,digit,hetero,armBody,main,32,4,4,1,604718,607622,613467
p4,digit,hetero,armBody,main,33,8,8,1,615488,618399,627833
p4,digit,hetero,armBody,main,34,8,8,1,629764,632674,635158
p4,digit,hetero,armBody,main,35,7,7,1,637236,638939,640728
p4,digit,hetero,armBody,main,36,8,8,1,642649,645554,649434
p4,digit,hetero,armBody,main,37,7,7,1,651395,653099,654912
p4,digit,hetero,armBody,main,38,1,1,1,656934,658041,659922
p4,digit,hetero,armBody,main,39,4,4,1,661849,664754,669328
p4,digit,hetero,armBody,main,40,2,2,1,671330,673635,677989
p4,digit,hetero,armBody,main,41,9,9,1,724931,727238,729526
p4,digit,hetero,armBody,main,42,7,7,1,731431,733134,734918
p4,digit,hetero,armBody,main,43,3,3,1,736909,739214,741026
p4,digit,hetero,armBody,main,44,4,4,1,742947,745853,753152
p4,digit,hetero,armBody,main,45,0,0,1,755077,758587,761087
p4,digit,hetero,armBody,main,46,5,5,1,763209,766114,770286
p4,digit,hetero,armBody,main,47,0,0,1,772207,775713,777360
p4,digit,hetero,armBody,main,48,1,1,1,779483,780585,782396
p4,digit,hetero,armBody,main,49,0,0,1,784277,787783,789299
p4,digit,hetero,armBody,main,50,9,9,1,791331,793635,795478
