id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p3,digit,hetero,armBody,main,1,0,0,1,140035,143542,147420
p3,digit,hetero,armBody,main,2,9,9,1,149336,151643,153578
p3,digit,hetero,armBody,main,3,4,9,0,155682,158587,164086
p3,digit,hetero,armBody,main,4,6,6,1,166058,168365,173079
p3,digit,hetero,armBody,main,5,8,8,1,174885,177790,180219
p3,digit,hetero,armBody,main,6,3,3,1,182266,184570,186725
p3,digit,hetero,armBody,main,7,6,6,1,188540,190846,195431
p3,digit,hetero,armBody,main,8,4,4,1,197201,200106,207184
p3,digit,hetero,armBody,main,9,0,0,1,209020,212531,217295
p3,digit,hetero,armBody,main,10,7,7,1,219110,220813,224052
p3,digit,hetero,armBody,main,11,3,3,1,225888,228197,230144
p3,digit,hetero,armBody,main,12,4,9,0,231749,234654,239279
p3,digit,hetero,armBody,main,13,1,1,1,241110,242212,243907
p3,digit,hetero,armBody,main,14,5,5,1,245782,248686,252808
p3,digit,hetero,armBody,main,15,5,5,1,254558,257464,259249
p3,digit,hetero,armBody,main,16,2,2,1,261049,263353,270160
p3,digit,hetero,armBody,main,17,4,4,1,271981,274887,280956
p3,digit,hetero,armBody,main,18,2,2,1,282615,284919,287320
p3,digit,hetero,armBody,main,19,0,0,1,288970,292477,294209
p3,digit,hetero,armBody,main,20,8,8,1,295975,298880,299979
p3,digit,hetero,armBody,main,21,8,8,1,360960,363866,365469
p3,digit,hetero,armBody,main,22,6,6,1,367773,370079,371027
p3,digit,hetero,armBody,main,23,2,2,1,372858,375162,377764
p3,digit,hetero,armBody,main,24,5,5,1,379550,382455,390539
p3,digit,hetero,armBody,main,25,1,1,1,392336,393443,395096
p3,digit,hetero,armBody,main,26,7,7,1,396911,398615,400413
p3,digit,hetero,armBody,main,27,1,1,1,402219,403320,404678
p3,digit,hetero,armBody,main,28,1,1,1,406429,407532,408973
p3,digit,hetero,armBody,main,29,9,9,1,410718,413023,419251
p3,digit,hetero,armBody,main,30,7,7,1,420884,422588,427781
p3,digit,hetero,armBody,main,31,3,3,1,429324,431632,432735
p3,digit,hetero,armBody,main,32,7,7,1,434501,436203,437811
p3,digit,hetero,armBody,main,33,5,5,1,439576,442481,455510
p3,digit,hetero,armBody,main,34,6,6,1,457144,459451,460435
p3,digit,hetero,armBody,main,35,1,1,1,462150,463252,464684
p3,digit,hetero,armBody,main,36,2,2,1,466434,468737,471376
p3,digit,hetero,armBody,main,37,5,5,1,473092,476002,480722
p3,digit,hetero,armBody,main,38,2,2,1,482386,484690,487157
p3,digit,hetero,armBody,main,39,4,4,1,488831,491736,494584
p3,digit,hetero,armBody,main,40,8,8,1,497275,500180,505223
p3,digit,hetero,armBody,main,41,9,9,1,553776,556085,557822
p3,digit,hetero,armBody,main,42,8,8,1,559572,562477,566160
p3,digit,hetero,armBody,main,43,0,0,1,567951,571458,575763
p3,digit,hetero,armBody,main,44,3,3,1,577342,579647,580804
p3,digit,hetero,armBody,main,45,7,7,1,582454,584158,586000
p3,digit,hetero,armBody,main,46,6,6,1,587821,590125,591135
p3,digit,hetero,armBody,main,47,3,3,1,592825,595129,595758
p3,digit,hetero,armBody,main,48,0,0,1,597644,601152,608588
p3,digit,hetero,armBody,main,49,9,9,1,610373,612676,614640
p3,digit,hetero,armBody,main,50,9,9,1,616375,618679,620360
