id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p1,digit,hetero,armBody,training,1,0,4,0,164843,168349,187150
p1,digit,hetero,armBody,training,2,9,9,1,229534,231842,249357
p1,digit,hetero,armBody,training,3,2,2,1,251652,253960,260540
p1,digit,hetero,armBody,training,4,6,6,1,262627,264932,270168
p1,digit,hetero,armBody,training,5,5,5,1,272159,275092,291457
p1,digit,hetero,armBody,training,6,8,8,1,294315,297224,310193
p1,digit,hetero,armBody,training,7,0,0,1,319637,323142,326608
p1,digit,hetero,armBody,training,8,4,4,1,328823,331727,340914
p1,digit,hetero,armBody,training,9,3,3,1,343117,345424,348658
p1,digit,hetero,armBody,training,10,9,9,1,350569,352873,354791
p1,digit,hetero,armBody,training,11,7,7,1,356749,358450,360798
p1,digit,hetero,armBody,training,12,8,5,0,362669,365581,375884
p1,digit,hetero,armBody,training,13,1,1,1,378158,379262,381640
p1,digit,hetero,armBody,training,14,2,2,1,391985,394288,403257
p1,digit,hetero,armBody,training,15,4,4,1,407036,409946,413454
p1,digit,hetero,armBody,training,16,3,3,1,415445,417748,419647
p1,digit,hetero,armBody,training,17,6,6,1,421533,423851,438727
p1,digit,hetero,armBody,training,18,1,1,1,441458,442563,444281
p1,digit,hetero,armBody,training,19,5,5,1,446307,449211,456265
p1,digit,hetero,armBody,training,20,7,7,1,457929,459631,462624
