id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p4,digit,hetero,armFront,training,1,5,5,1,145337,148246,149906
p4,digit,hetero,armFront,training,2,4,4,1,157489,160393,164513
p4,digit,hetero,armFront,training,3,9,9,1,166516,168819,170681
p4,digit,hetero,armFront,training,4,6,6,1,172533,174840,180248
p4,digit,hetero,armFront,training,5,7,7,1,182290,183994,185828
p4,digit,hetero,armFront,training,6,8,8,1,187735,190641,193557
p4,digit,hetero,armFront,training,7,2,2,1,195423,197726,200919
p4,digit,hetero,armFront,training,8,4,4,1,202729,205639,206941
p4,digit,hetero,armFront,training,9,7,7,1,208681,210384,212218
p4,digit,hetero,armFront,training,10,2,2,1,213892,216197,218633
p4,digit,hetero,armFront,training,11,6,6,1,220488,222793,226201
p4,digit,hetero,armFront,training,12,0,0,1,228041,231547,232535
p4,digit,hetero,armFront,training,13,8,8,1,234367,237272,238658
p4,digit,hetero,armFront,training,14,9,9,1,240488,242792,244207
p4,digit,hetero,armFront,training,15,5,5,1,246042,248947,250078
p4,digit,hetero,armFront,training,16,3,3,1,251939,254242,255597
p4,digit,hetero,armFront,training,17,3,3,1,257378,259682,260874
p4,digit,hetero,armFront,training,18,0,0,1,262704,266209,267128
p4,digit,hetero,armFront,training,19,1,1,1,268984,270086,271448
p4,digit,hetero,armFront,training,20,1,1,1,273279,274381,275709
