id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p1,digit,baseline,armFront,training,1,7,7,1,133666,135382,156738
p1,digit,baseline,armFront,training,2,1,1,1,250950,252056,256159
p1,digit,baseline,armFront,training,3,2,2,1,284908,287221,289819
p1,digit,baseline,armFront,training,4,0,0,1,292612,296118,299115
p1,digit,baseline,armFront,training,5,9,9,1,300910,303217,315822
p1,digit,baseline,armFront,training,6,3,3,1,317845,320154,322550
p1,digit,baseline,armFront,training,7,5,5,1,324254,327160,329644
p1,digit,baseline,armFront,training,8,8,8,1,332810,335714,338058
p1,digit,baseline,armFront,training,9,5,5,1,340856,343763,346004
p1,digit,baseline,armFront,training,10,4,4,1,372809,375714,377978
p1,digit,baseline,armFront,training,11,6,6,1,389286,391589,393864
p1,digit,baseline,armFront,training,12,8,8,1,396305,399210,401397
p1,digit,baseline,armFront,training,13,2,2,1,403943,406247,413542
p1,digit,baseline,armFront,training,14,7,7,1,416823,418527,421679
p1,digit,baseline,armFront,training,15,6,6,1,444563,446866,449353
p1,digit,baseline,armFront,training,16,9,9,1,453712,456016,457878
p1,digit,baseline,armFront,training,17,0,0,1,460316,463825,466756
p1,digit,baseline,armFront,training,18,3,3,1,469513,471818,474338
p1,digit,baseline,armFront,training,19,1,1,1,476632,477735,480723
p1,digit,baseline,armFront,training,20,4,4,1,484437,487342,494712
