id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p3,digit,baseline,armBody,main,1,2,2,1,163480,165787,171608
p3,digit,baseline,armBody,main,2,7,7,1,173454,175157,176940
p3,digit,baseline,armBody,main,3,5,8,0,178867,181771,183718
p3,digit,baseline,armBody,main,4,9,6,0,185533,187838,193859
p3,digit,baseline,armBody,main,5,0,0,1,197834,201342,206935
p3,digit,baseline,armBody,main,6,5,5,1,208831,211737,215642
p3,digit,baseline,armBody,main,7,7,7,1,217432,219138,223668
p3,digit,baseline,armBody,main,8,3,3,1,225468,227772,230133
p3,digit,baseline,armBody,main,9,0,0,1,231913,235419,236518
p3,digit,baseline,armBody,main,10,7,7,1,238278,239981,241508
p3,digit,baseline,armBody,main,11,6,2,0,243082,245387,250501
p3,digit,baseline,armBody,main,12,1,1,1,252150,253252,255436
p3,digit,baseline,armBody,main,13,6,6,1,257101,259406,260672
p3,digit,baseline,armBody,main,14,9,9,1,262477,264782,265848
p3,digit,baseline,armBody,main,15,2,2,1,267623,269928,273090
p3,digit,baseline,armBody,main,16,7,7,1,274830,276533,278114
p3,digit,baseline,armBody,main,17,3,3,1,279876,282179,285259
p3,digit,baseline,armBody,main,18,0,0,1,286939,290445,291987
p3,digit,baseline,armBody,main,19,1,1,1,293691,294793,296236
p3,digit,baseline,armBody,main,20,3,3,1,298521,300826,302273
p3,digit,baseline,armBody,main,21,9,9,1,521900,524204,525841
p3,digit,baseline,armBody,main,22,4,5,0,527606,530512,534497
p3,digit,baseline,armBody,main,23,5,8,0,536333,539238,541713
p3,digit,baseline,armBody,main,24,7,7,1,543553,545256,547110
p3,digit,baseline,armBody,main,25,6,6,1,548880,551185,551924
p3,digit,baseline,armBody,main,26,0,0,1,553704,557211,558174
p3,digit,baseline,armBody,main,27,8,8,1,559943,562848,564090
p3,digit,baseline,armBody,main,28,4,8,0,565865,568771,577338
p3,digit,baseline,armBody,main,29,1,1,1,580150,581253,582710
p3,digit,baseline,armBody,main,30,8,4,0,584581,587486,591028
p3,digit,baseline,armBody,main,31,1,1,1,592889,593992,595446
p3,digit,baseline,armBody,main,32,6,9,0,597058,599361,608803
p3,digit,baseline,armBody,main,33,8,8,1,610563,613472,619287
p3,digit,baseline,armBody,main,34,3,3,1,620941,623245,625001
p3,digit,baseline,armBody,main,35,2,2,1,626963,629266,631663
p3,digit,baseline,armBody,main,36,0,0,1,633267,636773,637680
p3,digit,baseline,armBody,main,37,9,9,1,639209,641513,647006
p3,digit,baseline,armBody,main,38,4,8,0,648711,651616,659705
p3,digit,baseline,armBody,main,39,4,4,1,661505,664410,673939
p3,digit,baseline,armBody,main,40,9,9,1,675715,678019,680204
p3,digit,baseline,armBody,main,41,4,8,0,741820,744727,754489
p3,digit,baseline,armBody,main,42,2,2,1,756355,758660,764691
p3,digit,baseline,armBody,main,43,1,1,1,766507,767609,769284
p3,digit,baseline,armBody,main,44,5,4,0,771074,773980,781191
p3,digit,baseline,armBody,main,45,3,2,0,783282,785585,789077
p3,digit,baseline,armBody,main,46,6,9,0,790908,793215,799852
p3,digit,baseline,armBody,main,47,2,2,1,801618,803922,811494
p3,digit,baseline,armBody,main,48,8,4,0,813280,816186,821650
p3,digit,baseline,armBody,main,49,8,8,1,823794,826704,832481
p3,digit,baseline,armBody,main,50,5,5,1,834337,837241,843992
