id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p4,digit,baseline,armBody,training,1,1,1,1,136420,137534,139858
p4,digit,baseline,armBody,training,2,5,5,1,141778,144682,145954
p4,digit,baseline,armBody,training,3,4,8,0,147847,150752,157253
p4,digit,baseline,armBody,training,4,0,0,1,159129,162636,163795
p4,digit,baseline,armBody,training,5,4,4,1,165716,168620,169781
p4,digit,baseline,armBody,training,6,2,2,1,171628,173932,178326
p4,digit,baseline,armBody,training,7,0,0,1,180404,183909,185139
p4,digit,baseline,armBody,training,8,7,7,1,186995,188698,190694
p4,digit,baseline,armBody,training,9,8,8,1,206798,209704,210975
p4,digit,baseline,armBody,training,10,2,2,1,232706,235010,236298
p4,digit,baseline,armBody,training,11,3,3,1,238149,240453,241736
p4,digit,baseline,armBody,training,12,7,7,1,243546,245250,247073
p4,digit,baseline,armBody,training,13,6,6,1,248899,251203,252300
p4,digit,baseline,armBody,training,14,6,6,1,254135,256440,257401
p4,digit,baseline,armBody,training,15,3,3,1,259228,261534,262446
p4,digit,baseline,armBody,training,16,9,9,1,272932,275236,278453
p4,digit,baseline,armBody,training,17,8,4,0,287242,290147,293448
p4,digit,baseline,armBody,training,18,5,5,1,300500,303408,304667
p4,digit,baseline,armBody,training,19,9,9,1,306492,308797,310206
p4,digit,baseline,armBody,training,20,1,1,1,312092,313193,314838
