id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p6,digit,hetero,armBody,training,1,2,2,1,140985,143293,147032
p6,digit,hetero,armBody,training,2,7,7,1,148837,150540,152571
p6,digit,hetero,armBody,training,3,5,5,1,154417,157323,158049
p6,digit,hetero,armBody,training,4,5,5,1,159885,162791,163507
p6,digit,hetero,armBody,training,5,0,0,1,165354,168860,169369
p6,digit,hetero,armBody,training,6,3,3,1,171225,173529,176620
p6,digit,hetero,armBody,training,7,4,8,0,178440,181344,187300
p6,digit,hetero,armBody,training,8,4,4,1,189090,191995,193574
p6,digit,hetero,armBody,training,9,2,2,1,195475,197785,201009
p6,digit,hetero,armBody,training,10,0,0,1,206192,209698,210703
p6,digit,hetero,armBody,training,11,3,3,1,212552,214857,215795
p6,digit,hetero,armBody,training,12,8,8,1,217591,220495,221469
p6,digit,hetero,armBody,training,13,9,6,0,223471,225775,228881
p6,digit,hetero,armBody,training,14,8,4,0,230613,233523,237134
p6,digit,hetero,armBody,training,15,6,6,1,239187,241492,247824
p6,digit,hetero,armBody,training,16,7,7,1,249610,251317,252783
p6,digit,hetero,armBody,training,17,9,9,1,254610,256914,258867
p6,digit,hetero,armBody,training,18,1,1,1,260737,261839,263585
p6,digit,hetero,armBody,training,19,1,1,1,265430,266532,267945
p6,digit,hetero,armBody,training,20,6,6,1,269826,272131,276284
