id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p4,digit,baseline,armBody,main,1,0,0,1,41765,45276,46416
p4,digit,baseline,armBody,main,2,7,7,1,55406,57110,60287
p4,digit,baseline,armBody,main,3,7,7,1,66297,68000,69860
p4,digit,baseline,armBody,main,4,8,8,1,72477,75383,79255
p4,digit,baseline,armBody,main,5,5,5,1,81630,84537,85922
p4,digit,baseline,armBody,main,6,0,0,1,87899,91404,92383
p4,digit,baseline,armBody,main,7,9,9,1,94278,96582,98022
p4,digit,baseline,armBody,main,8,1,1,1,99894,100996,102800
p4,digit,baseline,armBody,main,9,8,8,1,104686,107594,109941
p4,digit,baseline,armBody,main,10,2,2,1,111807,114111,119085
p4,digit,baseline,armBody,main,11,9,9,1,121007,123316,124558
p4,digit,baseline,armBody,main,12,6,6,1,126374,128678,129674
p4,digit,baseline,armBody,main,13,0,0,1,131521,135027,138884
p4,digit,baseline,armBody,main,14,8,8,1,140730,143635,144735
p4,digit,baseline,armBody,main,15,3,3,1,146566,148870,149719
p4,digit,baseline,armBody,main,16,5,5,1,151550,154456,155295
p4,digit,baseline,armBody,main,17,2,2,1,157094,159398,161991
p4,digit,baseline,armBody,main,18,6,6,1,163907,166211,168819
p4,digit,baseline,armBody,main,19,5,5,1,170624,173528,174634
p4,digit,baseline,armBody,main,20,7,7,1,176495,178197,179594
p4,digit,baseline,armBody,main,21,4,4,1,221611,224518,229081
p4,digit,baseline,armBody,main,22,3,3,1,230882,233192,234086
p4,digit,baseline,armBody,main,23,7,7,1,235973,237676,239333
p4,digit,baseline,armBody,main,24,7,7,1,241118,242821,244464
p4,digit,baseline,armBody,main,25,4,4,1,246310,249215,252772
p4,digit,baseline,armBody,main,26,6,2,0,258686,260991,273724
p4,digit,baseline,armBody,main,27,9,9,1,275686,277996,278855
p4,digit,baseline,armBody,main,28,8,8,1,280686,283591,284469
p4,digit,baseline,armBody,main,29,9,9,1,286531,288835,290285
p4,digit,baseline,armBody,main,30,1,1,1,292166,293268,294927
p4,digit,baseline,armBody,main,31,1,1,1,296809,297910,299399
p4,digit,baseline,armBody,main,32,4,4,1,301215,304121,307772
p4,digit,baseline,armBody,main,33,3,3,1,309574,311879,312762
p4,digit,baseline,armBody,main,34,0,0,1,314558,318065,318805
p4,digit,baseline,armBody,main,35,2,2,1,320620,322925,323815
p4,digit,baseline,armBody,main,36,9,9,1,325612,327917,328745
p4,digit,baseline,armBody,main,37,6,6,1,330571,332876,335291
p4,digit,baseline,armBody,main,38,3,6,0,337086,339392,342114
p4,digit,baseline,armBody,main,39,3,3,1,343944,346252,347108
p4,digit,baseline,armBody,main,40,0,0,1,348989,352502,353105
p4,digit,baseline,armBody,main,41,6,6,1,400198,402504,405006
p4,digit,baseline,armBody,main,42,1,1,1,406830,407931,409617
p4,digit,baseline,armBody,main,43,4,4,1,414906,417810,419315
p4,digit,baseline,armBody,main,44,8,8,1,421059,423963,424763
p4,digit,baseline,armBody,main,45,2,2,1,426870,429173,430190
p4,digit,baseline,armBody,main,46,1,1,1,431940,433041,434335
p4,digit,baseline,armBody,main,47,5,5,1,436045,438950,439834
p4,digit,baseline,armBody,main,48,5,5,1,441831,444737,445669
p4,digit,baseline,armBody,main,49,4,4,1,447359,450265,453635
p4,digit,baseline,armBody,main,50,2,2,1,455486,457792,460710
