id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p2,digit,hetero,armBody,training,1,5,5,1,157536,160441,162251
p2,digit,hetero,armBody,training,2,1,1,1,164117,165219,167468
p2,digit,hetero,armBody,training,3,0,0,1,169460,172967,175253
p2,digit,hetero,armBody,training,4,4,4,1,181489,184394,184860
p2,digit,hetero,armBody,training,5,6,6,1,186439,188743,196336
p2,digit,hetero,armBody,training,6,7,7,1,198886,200591,202136
p2,digit,hetero,armBody,training,7,8,0,0,206972,206930,208788
p2,digit,hetero,armBody,training,8,7,7,1,210759,212462,213899
p2,digit,hetero,armBody,training,9,0,4,0,215800,219305,220253
p2,digit,hetero,armBody,training,10,3,3,1,225478,227782,228521
p2,digit,hetero,armBody,training,11,5,5,1,234194,237099,237756
p2,digit,hetero,armBody,training,12,9,9,1,239662,241965,243375
p2,digit,hetero,armBody,training,13,2,2,1,245192,247496,248003
p2,digit,hetero,armBody,training,14,3,3,1,249839,252143,254272
p2,digit,hetero,armBody,training,15,4,5,0,255897,258803,260022
p2,digit,hetero,armBody,training,16,2,2,1,261899,264203,267806
p2,digit,hetero,armBody,training,17,9,9,1,284683,286988,288678
p2,digit,hetero,armBody,training,18,6,6,1,306608,308912,310063
p2,digit,hetero,armBody,training,19,1,1,1,314493,315594,315773
p2,digit,hetero,armBody,training,20,8,0,0,318199,321104,321916
