id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p2,digit,hetero,armFront,main,1,9,9,1,152992,155297,157203
p2,digit,hetero,armFront,main,2,3,3,1,160658,162962,164932
p2,digit,hetero,armFront,main,3,2,2,1,166859,169163,171624
p2,digit,hetero,armFront,main,4,5,5,1,173576,176480,178886
p2,digit,hetero,armFront,main,5,9,9,1,180827,183130,186085
p2,digit,hetero,armFront,main,6,2,2,1,187926,190234,193387
p2,digit,hetero,armFront,main,7,8,8,1,195203,198107,214173
p2,digit,hetero,armFront,main,8,6,6,1,216280,218586,225658
p2,digit,hetero,armFront,main,9,0,0,1,227585,231092,232245
p2,digit,hetero,armFront,main,10,3,3,1,234100,236404,238231
p2,digit,hetero,armFront,main,11,2,2,1,240124,242429,245880
p2,digit,hetero,armFront,main,12,8,4,0,253552,256457,261273
p2,digit,hetero,armFront,main,13,6,6,1,263512,265817,272749
p2,digit,hetero,armFront,main,14,3,3,1,274715,277025,278861
p2,digit,hetero,armFront,main,15,1,1,1,280677,281779,283388
p2,digit,hetero,armFront,main,16,4,4,1,285295,288200,291072
p2,digit,hetero,armFront,main,17,2,2,1,293089,295393,297407
p2,digit,hetero,armFront,main,18,6,9,0,299323,301627,303876
p2,digit,hetero,armFront,main,19,7,7,1,305955,307657,309133
p2,digit,hetero,armFront,main,20,3,3,1,311065,313369,318685
p2,digit,hetero,armFront,main,21,0,8,0,398837,402346,424860
p2,digit,hetero,armFront,main,22,0,8,0,426959,430469,441930
p2,digit,hetero,armFront,main,23,1,1,1,444848,445963,447625
p2,digit,hetero,armFront,main,24,5,5,1,449843,452749,453411
p2,digit,hetero,armFront,main,25,8,4,0,455297,458203,461875
p2,digit,hetero,armFront,main,26,7,7,1,466370,468074,469609
p2,digit,hetero,armFront,main,27,8,8,1,471561,474467,485178
p2,digit,hetero,armFront,main,28,4,4,1,487055,489963,492198
p2,digit,hetero,armFront,main,29,1,1,1,494230,495333,497500
p2,digit,hetero,armFront,main,30,5,5,1,499824,502729,503970
p2,digit,hetero,armFront,main,31,4,4,1,505837,508743,510984
p2,digit,hetero,armFront,main,32,2,2,1,512870,515175,517250
p2,digit,hetero,armFront,main,33,1,1,1,519150,520252,521740
p2,digit,hetero,armFront,main,34,7,7,1,523677,525381,528215
p2,digit,hetero,armFront,main,35,5,5,1,530071,532975,535471
p2,digit,hetero,armFront,main,36,8,2,0,537337,540243,543840
p2,digit,hetero,armFront,main,37,3,3,1,546080,548387,549771
p2,digit,hetero,armFront,main,38,6,6,1,552378,554683,561433
p2,digit,hetero,armFront,main,39,9,9,1,563526,565833,566871
p2,digit,hetero,armFront,main,40,6,6,1,568708,571011,575255
p2,digit,hetero,armFront,main,41,5,5,1,634665,637570,640785
p2,digit,hetero,armFront,main,42,7,7,1,642691,644394,645926
p2,digit,hetero,armFront,main,43,0,4,0,647761,651267,653172
p2,digit,hetero,armFront,main,44,4,4,1,655092,657998,662507
p2,digit,hetero,armFront,main,45,9,9,1,664372,666676,669375
p2,digit,hetero,armFront,main,46,4,4,1,671246,674153,677089
p2,digit,hetero,armFront,main,47,0,0,1,678985,682491,689169
p2,digit,hetero,armFront,main,48,7,7,1,691080,692787,694280
p2,digit,hetero,armFront,main,49,1,1,1,696196,697298,698968
p2,digit,hetero,armFront,main,50,9,9,1,700849,703154,711687
