id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p6,digit,hetero,armFront,training,1,7,7,1,154266,155980,158078
p6,digit,hetero,armFront,training,2,0,0,1,160447,163952,165806
p6,digit,hetero,armFront,training,3,7,7,1,167713,169415,170928
p6,digit,hetero,armFront,training,4,8,8,1,172783,175687,179307
p6,digit,hetero,armFront,training,5,9,6,0,181540,183844,192419
p6,digit,hetero,armFront,training,6,3,3,1,194885,197190,199413
p6,digit,hetero,armFront,training,7,3,3,1,201268,203573,204911
p6,digit,hetero,armFront,training,8,4,4,1,206802,209708,214901
p6,digit,hetero,armFront,training,9,8,8,1,218917,221823,224031
p6,digit,hetero,armFront,training,10,2,2,1,225867,228172,230591
p6,digit,hetero,armFront,training,11,6,6,1,232427,234731,236815
p6,digit,hetero,armFront,training,12,9,9,1,238646,240950,242692
p6,digit,hetero,armFront,training,13,1,1,1,244718,245820,247486
p6,digit,hetero,armFront,training,14,4,4,1,249281,252186,253240
p6,digit,hetero,armFront,training,15,5,5,1,255067,257972,260517
p6,digit,hetero,armFront,training,16,6,6,1,262345,264648,266342
p6,digit,hetero,armFront,training,17,0,0,1,268143,271649,272526
p6,digit,hetero,armFront,training,18,2,2,1,274346,276650,278876
p6,digit,hetero,armFront,training,19,1,1,1,280711,281813,283533
p6,digit,hetero,armFront,training,20,5,5,1,285404,288308,289736
