id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p2,digit,hetero,armFront,training,1,0,0,1,143839,147345,149831
p2,digit,hetero,armFront,training,2,9,9,1,152083,154388,156336
p2,digit,hetero,armFront,training,3,1,1,1,158264,159366,161341
p2,digit,hetero,armFront,training,4,5,5,1,163286,166191,170436
p2,digit,hetero,armFront,training,5,3,3,1,172358,174662,175954
p2,digit,hetero,armFront,training,6,0,0,1,177864,181370,184101
p2,digit,hetero,armFront,training,7,8,8,1,185994,188900,196306
p2,digit,hetero,armFront,training,8,8,6,0,198258,201166,212159
p2,digit,hetero,armFront,training,9,4,4,1,225713,228619,229509
p2,digit,hetero,armFront,training,10,2,2,1,233086,235390,237797
p2,digit,hetero,armFront,training,11,3,3,1,239948,242253,243291
p2,digit,hetero,armFront,training,12,1,1,1,245240,246342,247883
p2,digit,hetero,armFront,training,13,6,6,1,249739,252043,264852
p2,digit,hetero,armFront,training,14,7,7,1,266779,268489,269993
p2,digit,hetero,armFront,training,15,4,4,1,271839,274743,276217
p2,digit,hetero,armFront,training,16,2,2,1,278062,280366,283563
p2,digit,hetero,armFront,training,17,7,7,1,285379,287082,289419
p2,digit,hetero,armFront,training,18,5,5,1,291275,294180,295663
p2,digit,hetero,armFront,training,19,6,6,1,297439,299742,308619
p2,digit,hetero,armFront,training,20,9,9,1,310485,312789,314582
