id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p4,digit,hetero,armBody,training,1,5,5,1,166232,169138,172629
p4,digit,hetero,armBody,training,2,1,1,1,194872,195980,199145
p4,digit,hetero,armBody,training,3,7,7,1,203941,205645,207816
p4,digit,hetero,armBody,training,4,7,7,1,210704,212406,215288
p4,digit,hetero,armBody,training,5,9,9,1,218211,220515,223084
p4,digit,hetero,armBody,training,6,6,6,1,296107,298414,301704
p4,digit,hetero,armBody,training,7,8,8,1,312301,315206,328325
p4,digit,hetero,armBody,training,8,2,2,1,330564,332873,339932
p4,digit,hetero,armBody,training,9,3,3,1,342388,344691,346478
p4,digit,hetero,armBody,training,10,5,5,1,348731,351636,353255
p4,digit,hetero,armBody,training,11,8,8,1,387544,390456,395380
p4,digit,hetero,armBody,training,12,0,8,0,399165,402672,412108
p4,digit,hetero,armBody,training,13,0,6,0,414774,418280,421896
p4,digit,hetero,armBody,training,14,9,9,1,423793,426097,428839
p4,digit,hetero,armBody,training,15,1,1,1,430892,431993,434404
p4,digit,hetero,armBody,training,16,6,6,1,448551,450856,469852
p4,digit,hetero,armBody,training,17,4,5,0,484019,474971,486559
p4,digit,hetero,armBody,training,18,4,9,0,489171,492076,501635
p4,digit,hetero,armBody,training,19,3,3,1,503672,505976,509188
p4,digit,hetero,armBody,training,20,2,2,1,511272,513577,519153
