id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p5,digit,hetero,armFront,main,1,1,1,1,27181,28283,30144
p5,digit,hetero,armFront,main,2,5,5,1,32070,34976,36574
p5,digit,hetero,armFront,main,3,7,7,1,38215,39917,41116
p5,digit,hetero,armFront,main,4,5,5,1,42760,45665,46453
p5,digit,hetero,armFront,main,5,2,2,1,48246,50550,51942
p5,digit,hetero,armFront,main,6,6,6,1,53564,55868,59445
p5,digit,hetero,armFront,main,7,8,8,1,60933,63838,64238
p5,digit,hetero,armFront,main,8,7,7,1,65878,67581,69284
p5,digit,hetero,armFront,main,9,4,4,1,71381,74286,75235
p5,digit,hetero,armFront,main,10,1,1,1,76839,77941,80477
p5,digit,hetero,armFront,main,11,5,5,1,81996,84901,86792
p5,digit,hetero,armFront,main,12,6,6,1,88477,90781,91676
p5,digit,hetero,armFront,main,13,6,6,1,93451,95758,97019
p5,digit,hetero,armFront,main,14,2,2,1,98618,100921,102507
p5,digit,hetero,armFront,main,15,6,6,1,105108,107412,108242
p5,digit,hetero,armFront,main,16,7,7,1,109916,111620,112729
p5,digit,hetero,armFront,main,17,4,4,1,114328,117233,118071
p5,digit,hetero,armFront,main,18,3,3,1,119670,121974,122648
p5,digit,hetero,armFront,main,19,7,7,1,124282,125986,126988
p5,digit,hetero,armFront,main,20,5,5,1,128543,131447,132814
p5,digit,hetero,armFront,main,21,4,4,1,170157,173063,173701
p5,digit,hetero,armFront,main,22,9,9,1,175376,177680,178504
p5,digit,hetero,armFront,main,23,2,2,1,180013,182318,182961
p5,digit,hetero,armFront,main,24,9,9,1,184495,186799,187458
p5,digit,hetero,armFront,main,25,3,3,1,188991,191296,191924
p5,digit,hetero,armFront,main,26,1,1,1,193523,194625,196153
p5,digit,hetero,armFront,main,27,6,6,1,197984,200288,201949
p5,digit,hetero,armFront,main,28,0,0,1,204182,207689,210383
p5,digit,hetero,armFront,main,29,9,9,1,213015,215319,216185
p5,digit,hetero,armFront,main,30,4,4,1,218438,221349,222418
p5,digit,hetero,armFront,main,31,4,4,1,223916,226822,227649
p5,digit,hetero,armFront,main,32,9,9,1,229293,231598,232443
p5,digit,hetero,armFront,main,33,8,8,1,234073,236979,237519
p5,digit,hetero,armFront,main,34,2,2,1,239500,241805,242418
p5,digit,hetero,armFront,main,35,7,7,1,244088,245791,247151
p5,digit,hetero,armFront,main,36,2,2,1,248791,251094,252413
p5,digit,hetero,armFront,main,37,0,0,1,253983,257490,258596
p5,digit,hetero,armFront,main,38,3,3,1,260200,262505,263269
p5,digit,hetero,armFront,main,39,0,0,1,264849,268354,269276
p5,digit,hetero,armFront,main,40,1,1,1,270901,272002,273622
p5,digit,hetero,armFront,main,41,1,1,1,311214,312316,313683
p5,digit,hetero,armFront,main,42,0,0,1,315332,318838,319815
p5,digit,hetero,armFront,main,43,0,0,1,321561,325067,325989
p5,digit,hetero,armFront,main,44,8,8,1,327860,330766,331094
p5,digit,hetero,armFront,main,45,9,9,1,332679,334984,336327
p5,digit,hetero,armFront,main,46,3,3,1,337895,340200,344035
p5,digit,hetero,armFront,main,47,8,8,1,345539,348444,349373
p5,digit,hetero,armFront,main,48,5,5,1,350937,353842,355002
p5,digit,hetero,armFront,main,49,8,8,1,356607,359511,360224
p5,digit,hetero,armFront,main,50,3,3,1,362716,365024,366387
