id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p6,digit,baseline,armFront,training,1,8,8,1,124087,127008,128534
p6,digit,baseline,armFront,training,2,1,1,1,130371,131473,133202
p6,digit,baseline,armFront,training,3,0,0,1,135391,138897,139944
p6,digit,baseline,armFront,training,4,9,9,1,141766,144070,146646
p6,digit,baseline,armFront,training,5,2,2,1,148509,150812,153469
p6,digit,baseline,armFront,training,6,6,6,1,155556,157861,160186
p6,digit,baseline,armFront,training,7,2,2,1,162006,164311,167472
p6,digit,baseline,armFront,training,8,9,9,1,169388,171692,172729
p6,digit,baseline,armFront,training,9,5,5,1,174444,177348,178923
p6,digit,baseline,armFront,training,10,3,3,1,180758,183062,184250
p6,digit,baseline,armFront,training,11,5,5,1,186060,188965,189824
p6,digit,baseline,armFront,training,12,7,7,1,191655,193358,194849
p6,digit,baseline,armFront,training,13,4,8,0,196645,199550,201496
p6,digit,baseline,armFront,training,14,0,0,1,203256,206761,207941
p6,digit,baseline,armFront,training,15,3,3,1,210034,212339,213606
p6,digit,baseline,armFront,training,16,1,1,1,215381,216483,218087
p6,digit,baseline,armFront,training,17,6,6,1,219988,222293,223566
p6,digit,baseline,armFront,training,18,8,8,1,225342,228247,229270
p6,digit,baseline,armFront,training,19,4,4,1,231037,233943,235388
p6,digit,baseline,armFront,training,20,7,7,1,236952,238655,240373
