id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p5,digit,baseline,armBody,training,1,5,5,1,135774,138690,139826
p5,digit,baseline,armBody,training,2,4,8,0,146289,149195,150344
p5,digit,baseline,armBody,training,3,6,6,1,180161,182466,183472
p5,digit,baseline,armBody,training,4,9,9,1,185252,187556,188467
p5,digit,baseline,armBody,training,5,5,5,1,190303,193209,194187
p5,digit,baseline,armBody,training,6,6,6,1,201098,203402,206931
p5,digit,baseline,armBody,training,7,3,3,1,208590,210894,212430
p5,digit,baseline,armBody,training,8,0,0,1,214488,217994,218890
p5,digit,baseline,armBody,training,9,8,8,1,220393,223298,224771
p5,digit,baseline,armBody,training,10,0,0,1,226557,230064,230925
p5,digit,baseline,armBody,training,11,9,9,1,232771,235076,235753
p5,digit,baseline,armBody,training,12,1,1,1,237549,238651,240632
p5,digit,baseline,armBody,training,13,3,3,1,242549,244856,245678
p5,digit,baseline,armBody,training,14,8,8,1,247666,250570,251453
p5,digit,baseline,armBody,training,15,2,2,1,252957,255261,257203
p5,digit,baseline,armBody,training,16,7,7,1,258743,260447,261796
p5,digit,baseline,armBody,training,17,1,1,1,263325,264426,265799
p5,digit,baseline,armBody,training,18,7,7,1,268485,270189,271363
p5,digit,baseline,armBody,training,19,4,8,0,273118,276024,277335
p5,digit,baseline,armBody,training,20,2,6,0,279100,281405,283654
