id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p1,digit,baseline,armFront,main,1,7,7,1,446074,447789,457080
p1,digit,baseline,armFront,main,2,5,4,0,461214,464122,469073
p1,digit,baseline,armFront,main,3,3,2,0,473986,476290,493887
p1,digit,baseline,armFront,main,4,8,8,1,498034,500942,503922
p1,digit,baseline,armFront,main,5,1,1,1,509274,510376,513399
p1,digit,baseline,armFront,main,6,0,0,1,515486,519000,520801
p1,digit,baseline,armFront,main,7,3,3,1,523502,525807,528341
p1,digit,baseline,armFront,main,8,8,4,0,530647,533551,545056
p1,digit,baseline,armFront,main,9,9,6,0,547480,549789,553142
p1,digit,baseline,armFront,main,10,6,6,1,560809,563114,566727
p1,digit,baseline,armFront,main,11,3,2,0,569660,571966,582125
p1,digit,baseline,armFront,main,12,6,6,1,584901,587205,591647
p1,digit,baseline,armFront,main,13,8,8,1,594139,597044,599175
p1,digit,baseline,armFront,main,14,8,8,1,600799,603704,606532
p1,digit,baseline,armFront,main,15,1,1,1,608161,609262,612624
p1,digit,baseline,armFront,main,16,1,1,1,614828,615930,618339
p1,digit,baseline,armFront,main,17,5,5,1,622068,624977,638289
p1,digit,baseline,armFront,main,18,8,8,1,641752,644661,651341
p1,digit,baseline,armFront,main,19,9,6,0,653429,655733,665661
p1,digit,baseline,armFront,main,20,2,2,1,668968,671282,677821
p1,digit,baseline,armFront,main,21,2,2,1,731548,733855,742182
p1,digit,baseline,armFront,main,22,4,4,1,745544,748448,761991
p1,digit,baseline,armFront,main,23,4,4,1,764587,767497,777082
p1,digit,baseline,armFront,main,24,7,7,1,779300,781009,783940
p1,digit,baseline,armFront,main,25,9,9,1,785504,787808,791392
p1,digit,baseline,armFront,main,26,4,5,0,793742,796648,804590
p1,digit,baseline,armFront,main,27,7,7,1,806662,808366,812440
p1,digit,baseline,armFront,main,28,2,2,1,814598,816905,827390
p1,digit,baseline,armFront,main,29,7,7,1,830338,832044,834721
p1,digit,baseline,armFront,main,30,0,0,1,836899,840407,842697
p1,digit,baseline,armFront,main,31,5,4,0,844795,847706,863656
p1,digit,baseline,armFront,main,32,0,0,1,866839,870349,871937
p1,digit,baseline,armFront,main,33,2,2,1,874729,877034,898574
p1,digit,baseline,armFront,main,34,3,3,1,901628,903934,905659
p1,digit,baseline,armFront,main,35,6,6,1,907999,910302,929596
p1,digit,baseline,armFront,main,36,1,1,1,932424,933528,936167
p1,digit,baseline,armFront,main,37,4,8,0,938121,941026,951832
p1,digit,baseline,armFront,main,38,6,6,1,955582,957889,964194
p1,digit,baseline,armFront,main,39,9,9,1,966483,968788,970795
p1,digit,baseline,armFront,main,40,1,1,1,972930,974040,975996
p1,digit,baseline,armFront,main,41,5,5,1,1057166,1060077,1063566
p1,digit,baseline,armFront,main,42,7,7,1,1066877,1068580,1071390
p1,digit,baseline,armFront,main,43,0,0,1,1072904,1076410,1077972
p1,digit,baseline,armFront,main,44,5,5,1,1080341,1083246,1098057
p1,digit,baseline,armFront,main,45,2,9,0,1101937,1104243,1115082
p1,digit,baseline,armFront,main,46,9,2,0,1117589,1119893,1129160
p1,digit,baseline,armFront,main,47,0,0,1,1131595,1135103,1136557
p1,digit,baseline,armFront,main,48,6,2,0,1138554,1140858,1148607
p1,digit,baseline,armFront,main,49,3,3,1,1151218,1153522,1156164
p1,digit,baseline,armFront,main,50,4,8,0,1158516,1161422,1163813
