id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p5,digit,baseline,armFront,main,1,5,5,1,153251,156164,157601
p5,digit,baseline,armFront,main,2,6,4,0,159711,162015,163059
p5,digit,baseline,armFront,main,3,9,9,1,165284,167589,168598
p5,digit,baseline,armFront,main,4,9,9,1,170781,173085,174580
p5,digit,baseline,armFront,main,5,1,1,1,176582,177685,179590
p5,digit,baseline,armFront,main,6,8,8,1,181960,184865,187471
p5,digit,baseline,armFront,main,7,9,9,1,189553,191857,193140
p5,digit,baseline,armFront,main,8,1,1,1,195069,196171,197979
p5,digit,baseline,armFront,main,9,4,4,1,200117,203023,204047
p5,digit,baseline,armFront,main,10,4,4,1,205903,208809,209732
p5,digit,baseline,armFront,main,11,3,3,1,211578,213882,215784
p5,digit,baseline,armFront,main,12,2,2,1,217601,219906,221263
p5,digit,baseline,armFront,main,13,8,8,1,223051,225956,227899
p5,digit,baseline,armFront,main,14,1,1,1,229529,230631,232295
p5,digit,baseline,armFront,main,15,1,1,1,234121,235223,236922
p5,digit,baseline,armFront,main,16,6,6,1,238905,241209,250694
p5,digit,baseline,armFront,main,17,3,3,1,252626,254934,256092
p5,digit,baseline,armFront,main,18,3,3,1,258009,260313,261490
p5,digit,baseline,armFront,main,19,9,9,1,263467,265772,266434
p5,digit,baseline,armFront,main,20,0,0,1,268390,271897,272703
p5,digit,baseline,armFront,main,21,4,5,0,312849,315754,327336
p5,digit,baseline,armFront,main,22,7,7,1,329927,331635,333606
p5,digit,baseline,armFront,main,23,0,0,1,335447,338954,339592
p5,digit,baseline,armFront,main,24,5,5,1,341443,344349,345861
p5,digit,baseline,armFront,main,25,9,9,1,347374,349678,350926
p5,digit,baseline,armFront,main,26,7,7,1,352767,354471,355811
p5,digit,baseline,armFront,main,27,2,2,1,357643,359947,360846
p5,digit,baseline,armFront,main,28,4,4,1,362608,365514,366395
p5,digit,baseline,armFront,main,29,6,6,1,368196,370500,372322
p5,digit,baseline,armFront,main,30,5,5,1,373986,376891,378142
p5,digit,baseline,armFront,main,31,0,0,1,380181,383688,384723
p5,digit,baseline,armFront,main,32,2,2,1,386504,388807,389779
p5,digit,baseline,armFront,main,33,3,9,0,391575,393878,402750
p5,digit,baseline,armFront,main,34,7,7,1,405432,407134,409764
p5,digit,baseline,armFront,main,35,8,8,1,411509,414415,415827
p5,digit,baseline,armFront,main,36,4,4,1,417411,420315,422428
p5,digit,baseline,armFront,main,37,5,5,1,424093,426998,428621
p5,digit,baseline,armFront,main,38,2,2,1,430538,432842,433747
p5,digit,baseline,armFront,main,39,5,5,1,435361,438266,439417
p5,digit,baseline,armFront,main,40,3,3,1,441676,443979,445661
p5,digit,baseline,armFront,main,41,7,7,1,483205,484909,486618
p5,digit,baseline,armFront,main,42,8,8,1,488544,491449,492222
p5,digit,baseline,armFront,main,43,6,6,1,494440,496745,497771
p5,digit,baseline,armFront,main,44,1,1,1,499542,500643,502650
p5,digit,baseline,armFront,main,45,7,7,1,504405,506108,507545
p5,digit,baseline,armFront,main,46,2,2,1,509391,511694,512595
p5,digit,baseline,armFront,main,47,0,0,1,514461,517967,518669
p5,digit,baseline,armFront,main,48,0,0,1,520167,523676,525732
p5,digit,baseline,armFront,main,49,8,8,1,527653,530558,531200
p5,digit,baseline,armFront,main,50,6,6,1,533036,535339,536885
