id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p3,digit,baseline,armBody,training,1,7,7,1,26274,27994,35506
p3,digit,baseline,armBody,training,2,6,2,0,37830,40135,45058
p3,digit,baseline,armBody,training,3,5,8,0,47517,50422,52671
p3,digit,baseline,armBody,training,4,5,8,0,54936,57842,60662
p3,digit,baseline,armBody,training,5,9,6,0,63689,65994,79872
p3,digit,baseline,armBody,training,6,7,7,1,81808,83515,85274
p3,digit,baseline,armBody,training,7,4,5,0,87061,89966,100627
p3,digit,baseline,armBody,training,8,8,8,1,102524,105430,107843
p3,digit,baseline,armBody,training,9,3,6,0,109920,112227,117712
p3,digit,baseline,armBody,training,10,9,3,0,119588,121892,124974
p3,digit,baseline,armBody,training,11,2,9,0,127720,130024,135940
p3,digit,baseline,armBody,training,12,6,6,1,137836,140140,144354
p3,digit,baseline,armBody,training,13,4,8,0,145991,148896,155809
p3,digit,baseline,armBody,training,14,0,0,1,157796,161303,167310
p3,digit,baseline,armBody,training,15,0,0,1,169025,172532,174420
p3,digit,baseline,armBody,training,16,2,9,0,176104,178408,182874
p3,digit,baseline,armBody,training,17,1,1,1,185347,186449,188196
p3,digit,baseline,armBody,training,18,1,1,1,189887,190989,192340
p3,digit,baseline,armBody,training,19,3,3,1,200122,202427,203327
p3,digit,baseline,armBody,training,20,8,8,1,205733,208638,209853
