id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p3,digit,hetero,armFront,training,1,4,4,1,47619,50527,57743
p3,digit,hetero,armFront,training,2,9,9,1,108167,110476,121298
p3,digit,hetero,armFront,training,3,8,9,0,123355,126261,140322
p3,digit,hetero,armFront,training,4,1,1,1,143331,144437,147764
p3,digit,hetero,armFront,training,5,9,9,1,149650,151954,158021
p3,digit,hetero,armFront,training,6,3,3,1,169700,172006,173148
p3,digit,hetero,armFront,training,7,3,3,1,175537,177840,181305
p3,digit,hetero,armFront,training,8,5,5,1,182954,185859,196596
p3,digit,hetero,armFront,training,9,5,5,1,198800,201707,204914
p3,digit,hetero,armFront,training,10,1,1,1,206914,208017,210454
p3,digit,hetero,armFront,training,11,6,6,1,212823,215127,226231
p3,digit,hetero,armFront,training,12,6,6,1,228147,230455,232342
p3,digit,hetero,armFront,training,13,2,2,1,234465,236769,240237
p3,digit,hetero,armFront,training,14,0,8,0,243357,246863,252674
p3,digit,hetero,armFront,training,15,7,7,1,258011,259721,265313
p3,digit,hetero,armFront,training,16,2,2,1,267663,269969,272831
p3,digit,hetero,armFront,training,17,4,9,0,275064,277969,285701
p3,digit,hetero,armFront,training,18,8,8,1,295427,298337,312610
p3,digit,hetero,armFront,training,19,0,0,1,314868,318377,322881
p3,digit,hetero,armFront,training,20,7,7,1,367809,369512,380450
