id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p4,digit,hetero,armFront,main,1,4,4,1,24141,27046,28167
p4,digit,hetero,armFront,main,2,8,8,1,30039,32944,35906
p4,digit,hetero,armFront,main,3,5,5,1,37753,40659,41833
p4,digit,hetero,armFront,main,4,3,3,1,43764,46069,46903
p4,digit,hetero,armFront,main,5,9,9,1,48663,50968,53872
p4,digit,hetero,armFront,main,6,3,3,1,55768,58071,61002
p4,digit,hetero,armFront,main,7,2,2,1,62953,65260,66908
p4,digit,hetero,armFront,main,8,4,4,1,68750,71656,73051
p4,digit,hetero,armFront,main,9,5,5,1,74887,77793,79149
p4,digit,hetero,armFront,main,10,6,6,1,81020,83325,88358
p4,digit,hetero,armFront,main,11,5,5,1,90186,93091,96274
p4,digit,hetero,armFront,main,12,2,2,1,99339,101642,104819
p4,digit,hetero,armFront,main,13,6,6,1,106691,108995,112297
p4,digit,hetero,armFront,main,14,4,4,1,114147,117052,118379
p4,digit,hetero,armFront,main,15,0,0,1,120346,123852,125142
p4,digit,hetero,armFront,main,16,7,7,1,126969,128672,130242
p4,digit,hetero,armFront,main,17,7,7,1,132088,133792,136843
p4,digit,hetero,armFront,main,18,2,2,1,142043,144353,145681
p4,digit,hetero,armFront,main,19,8,8,1,147496,150401,156240
p4,digit,hetero,armFront,main,20,8,8,1,158035,160940,161904
p4,digit,hetero,armFront,main,21,5,5,1,205548,208453,209559
p4,digit,hetero,armFront,main,22,0,0,1,211460,214967,215817
p4,digit,hetero,armFront,main,23,5,5,1,217637,220543,221472
p4,digit,hetero,armFront,main,24,1,1,1,223292,224394,225807
p4,digit,hetero,armFront,main,25,9,9,1,227647,229951,231905
p4,digit,hetero,armFront,main,26,3,3,1,233751,236055,236845
p4,digit,hetero,armFront,main,27,8,8,1,238690,241596,243265
p4,digit,hetero,armFront,main,28,4,4,1,245130,248035,249125
p4,digit,hetero,armFront,main,29,0,0,1,250981,254487,255238
p4,digit,hetero,armFront,main,30,2,2,1,257080,259385,264221
p4,digit,hetero,armFront,main,31,4,4,1,266057,268963,273275
p4,digit,hetero,armFront,main,32,7,7,1,275131,276837,278486
p4,digit,hetero,armFront,main,33,9,9,1,280348,282652,284378
p4,digit,hetero,armFront,main,34,2,2,1,286305,288609,289559
p4,digit,hetero,armFront,main,35,1,1,1,291481,292583,294253
p4,digit,hetero,armFront,main,36,7,7,1,296098,297802,299468
p4,digit,hetero,armFront,main,37,0,4,0,301496,305003,333839
p4,digit,hetero,armFront,main,38,6,6,1,335818,338125,343881
p4,digit,hetero,armFront,main,39,6,6,1,345907,348211,351604
p4,digit,hetero,armFront,main,40,8,8,1,353792,356701,358215
p4,digit,hetero,armFront,main,41,1,1,1,398335,399437,400917
p4,digit,hetero,armFront,main,42,9,9,1,402766,405070,407967
p4,digit,hetero,armFront,main,43,0,0,1,409805,413318,414345
p4,digit,hetero,armFront,main,44,1,1,1,416255,417356,418951
p4,digit,hetero,armFront,main,45,1,1,1,420763,421864,423423
p4,digit,hetero,armFront,main,46,7,7,1,425248,426956,428795
p4,digit,hetero,armFront,main,47,6,6,1,430661,432964,434652
p4,digit,hetero,armFront,main,48,9,9,1,436497,438801,440487
p4,digit,hetero,armFront,main,49,3,3,1,442327,444634,446262
p4,digit,hetero,armFront,main,50,3,3,1,448408,450712,451887
