id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p6,digit,baseline,armBody,main,1,7,7,1,207929,209646,213434
p6,digit,baseline,armBody,main,2,9,9,1,215416,217723,218765
p6,digit,baseline,armBody,main,3,8,4,0,220717,223622,230226
p6,digit,baseline,armBody,main,4,0,0,1,232862,236371,238630
p6,digit,baseline,armBody,main,5,0,0,1,240853,244357,245745
p6,digit,baseline,armBody,main,6,4,4,1,247595,250500,258062
p6,digit,baseline,armBody,main,7,8,5,0,259927,262833,266495
p6,digit,baseline,armBody,main,8,4,4,1,268354,271262,274124
p6,digit,baseline,armBody,main,9,1,1,1,275970,277071,278823
p6,digit,baseline,armBody,main,10,1,1,1,280663,281764,283328
p6,digit,baseline,armBody,main,11,3,3,1,285140,287443,290617
p6,digit,baseline,armBody,main,12,0,0,1,292430,295936,303354
p6,digit,baseline,armBody,main,13,9,9,1,305175,307481,310359
p6,digit,baseline,armBody,main,14,5,5,1,312189,315095,318233
p6,digit,baseline,armBody,main,15,6,2,0,320040,322343,328868
p6,digit,baseline,armBody,main,16,2,2,1,330703,333010,335258
p6,digit,baseline,armBody,main,17,8,4,0,337073,339977,343033
p6,digit,baseline,armBody,main,18,6,6,1,344787,347091,349568
p6,digit,baseline,armBody,main,19,2,2,1,351409,353714,357656
p6,digit,baseline,armBody,main,20,7,7,1,359787,361491,363501
p6,digit,baseline,armBody,main,21,5,5,1,405246,408152,410651
p6,digit,baseline,armBody,main,22,1,1,1,412472,413574,415209
p6,digit,baseline,armBody,main,23,2,2,1,417035,419338,421054
p6,digit,baseline,armBody,main,24,5,5,1,422930,425836,427051
p6,digit,baseline,armBody,main,25,7,7,1,428882,430585,432218
p6,digit,baseline,armBody,main,26,3,2,0,434053,436361,437933
p6,digit,baseline,armBody,main,27,5,5,1,439783,442688,444106
p6,digit,baseline,armBody,main,28,2,2,1,445921,448225,449665
p6,digit,baseline,armBody,main,29,3,3,1,451476,453780,455164
p6,digit,baseline,armBody,main,30,2,2,1,456994,459298,460486
p6,digit,baseline,armBody,main,31,1,1,1,462276,463377,465521
p6,digit,baseline,armBody,main,32,9,9,1,467403,469707,470864
p6,digit,baseline,armBody,main,33,8,6,0,472716,475622,478286
p6,digit,baseline,armBody,main,34,7,7,1,480111,481814,483387
p6,digit,baseline,armBody,main,35,5,5,1,485232,488140,489197
p6,digit,baseline,armBody,main,36,8,8,1,490983,493888,495582
p6,digit,baseline,armBody,main,37,1,1,1,497393,498494,500315
p6,digit,baseline,armBody,main,38,4,4,1,502132,505045,508452
p6,digit,baseline,armBody,main,39,6,6,1,510293,512598,514726
p6,digit,baseline,armBody,main,40,6,6,1,516542,518845,520255
p6,digit,baseline,armBody,main,41,0,0,1,563320,566827,568070
p6,digit,baseline,armBody,main,42,0,0,1,570193,573699,577950
p6,digit,baseline,armBody,main,43,3,2,0,579746,582050,585789
p6,digit,baseline,armBody,main,44,3,3,1,587622,589925,592310
p6,digit,baseline,armBody,main,45,4,4,1,594000,596906,599536
p6,digit,baseline,armBody,main,46,6,6,1,601386,603691,607930
p6,digit,baseline,armBody,main,47,9,9,1,609786,612091,613318
p6,digit,baseline,armBody,main,48,9,9,1,615143,617447,618515
p6,digit,baseline,armBody,main,49,4,8,0,620297,623203,625247
p6,digit,baseline,armBody,main,50,7,7,1,627077,628779,630961
