id,group,strategy,armpose,mode,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p3,digit,baseline,armFront,training,1,2,6,0,131747,134063,139811
p3,digit,baseline,armFront,training,2,3,2,0,141420,143724,151649
p3,digit,baseline,armFront,training,3,3,6,0,153764,156072,158814
p3,digit,baseline,armFront,training,4,9,6,0,162171,164475,168719
p3,digit,baseline,armFront,training,5,1,1,1,170620,171721,173255
p3,digit,baseline,armFront,training,6,6,6,1,175061,177364,178527
p3,digit,baseline,armFront,training,7,2,2,1,180273,182577,183558
p3,digit,baseline,armFront,training,8,6,6,1,185091,187395,192032
p3,digit,baseline,armFront,training,9,7,7,1,193778,195487,197340
p3,digit,baseline,armFront,training,10,0,0,1,199025,202533,203195
p3,digit,baseline,armFront,training,11,9,6,0,204973,207277,211817
p3,digit,baseline,armFront,training,12,1,1,1,213653,214754,216338
p3,digit,baseline,armFront,training,13,8,8,1,218133,221039,222355
p3,digit,baseline,armFront,training,14,8,8,1,224040,226944,227737
p3,digit,baseline,armFront,training,15,4,5,0,229442,232348,237456
p3,digit,baseline,armFront,training,16,5,5,1,239442,242347,247919
p3,digit,baseline,armFront,training,17,4,4,1,249619,252524,257098
p3,digit,baseline,armFront,training,18,5,4,0,265495,268400,269093
p3,digit,baseline,armFront,training,19,0,0,1,270983,274490,275225
p3,digit,baseline,armFront,training,20,7,7,1,276850,278553,279999
