id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p5,Approach,1,234,232,0,5218,6723,8873
p5,Approach,2,314,124,0,9802,11307,13737
p5,Approach,3,231,231,1,14473,15976,19170
p5,Approach,4,421,321,0,19953,21456,23905
p5,Approach,5,213,213,1,24593,26097,28249
p5,Approach,6,341,341,1,29025,30528,33386
p5,Approach,7,141,141,1,34137,35641,39153
p5,Approach,8,131,131,1,39930,41437,43913
p5,Approach,9,413,413,1,44769,46276,48872
p5,Approach,10,434,434,1,49666,51169,53289
p5,Approach,11,134,134,1,54073,55576,57642
p5,Approach,12,313,121,0,58378,59882,62073
p5,Approach,13,212,212,1,62857,64360,66489
p5,Approach,14,141,141,1,67297,68800,72761
p5,Approach,15,414,414,1,73610,75114,77937
p5,Approach,16,423,423,1,78706,80210,82401
p5,Approach,17,123,121,0,83441,84945,87649
p5,Approach,18,123,121,0,88497,90000,92474
p5,Approach,19,241,241,1,93354,94858,100617
p5,Approach,20,321,321,1,101530,103032,105666
p5,Approach,21,241,241,1,136609,138116,140705
p5,Approach,22,412,412,1,141705,143213,145873
p5,Approach,23,424,424,1,146689,148193,150417
p5,Approach,24,424,424,1,151186,152689,154713
p5,Approach,25,132,132,1,155473,156976,159089
p5,Approach,26,124,124,1,159906,161409,163457
p5,Approach,27,232,232,1,164250,165755,168001
p5,Approach,28,431,431,1,168818,170322,172139
p5,Approach,29,413,413,1,172905,174409,176865
p5,Approach,30,414,414,1,177578,179081,181425
p5,Approach,31,434,434,1,182154,183657,186073
p5,Approach,32,313,313,1,186841,188345,190713
p5,Approach,33,314,314,1,191465,192968,195409
p5,Approach,34,243,243,1,196146,197650,199641
p5,Approach,35,341,341,1,200497,202001,204305
p5,Approach,36,242,242,1,205105,206608,209145
p5,Approach,37,343,343,1,209906,211409,213769
p5,Approach,38,142,142,1,214586,216090,218329
p5,Approach,39,413,413,1,219106,220609,222897
p5,Approach,40,234,212,0,223809,225312,227386
p5,Approach,41,412,412,1,258465,259970,261841
p5,Approach,42,231,231,1,262633,264136,266337
p5,Approach,43,141,141,1,267146,268651,270802
p5,Approach,44,424,423,0,271521,273027,275409
p5,Approach,45,312,132,0,276170,277674,279858
p5,Approach,46,134,134,1,280569,282072,284978
p5,Approach,47,423,423,1,285689,287194,289673
p5,Approach,48,432,432,1,290473,291977,294761
p5,Approach,49,121,121,1,295497,297000,299513
p5,Approach,50,412,412,1,300290,301793,304729
p5,Approach,51,414,414,1,305505,307008,310177
p5,Approach,52,142,142,1,310853,312356,315873
p5,Approach,53,423,423,1,316642,318147,321657
p5,Approach,54,323,323,1,322442,323945,326729
p5,Approach,55,131,313,0,327489,328992,331465
p5,Approach,56,121,343,0,332241,333745,336913
p5,Approach,57,134,134,1,337738,339242,341577
p5,Approach,58,342,342,1,342361,343865,348025
p5,Approach,59,241,241,1,348905,350409,353121
p5,Approach,60,343,343,1,354017,355520,358881
p5,Approach,61,324,324,1,389809,391315,394305
p5,Approach,62,214,212,0,395082,396587,398561
p5,Approach,63,323,212,0,399265,400769,403312
p5,Approach,64,143,141,0,404209,405713,408521
p5,Approach,65,132,134,0,409330,410833,413649
p5,Approach,66,342,342,1,414450,415954,418961
p5,Approach,67,312,312,1,419889,421393,424105
p5,Approach,68,341,321,0,425001,426504,430105
p5,Approach,69,234,434,0,430890,432398,434657
p5,Approach,70,243,243,1,435537,437043,441393
p5,Approach,71,431,431,1,442177,443681,445393
p5,Approach,72,232,232,1,446417,447922,450720
p5,Approach,73,312,312,1,451529,453032,456297
p5,Approach,74,143,143,1,457162,458665,461234
p5,Approach,75,212,212,1,462057,463560,467001
p5,Approach,76,342,342,1,468170,469673,472698
p5,Approach,77,321,121,0,473681,475186,478546
p5,Approach,78,121,121,1,479586,481089,484793
p5,Approach,79,124,124,1,485586,487089,491241
p5,Approach,80,243,243,1,493290,494793,498169
p5,Approach,81,323,323,1,529634,531142,533809
p5,Approach,82,132,131,0,534658,536162,538257
p5,Approach,83,314,314,1,539025,540528,543425
p5,Approach,84,143,143,1,544233,545737,548929
p5,Approach,85,432,412,0,549761,551264,554121
p5,Approach,86,214,414,0,555001,556504,561185
p5,Approach,87,321,323,0,562122,563625,568104
p5,Approach,88,313,313,1,573826,575329,577513
p5,Approach,89,421,421,1,578362,579870,582353
p5,Approach,90,232,232,1,583098,584602,587281
p5,Approach,91,231,231,1,588081,589584,592208
p5,Approach,92,324,324,1,593074,594576,597969
p5,Approach,93,213,213,1,598993,600496,608544
p5,Approach,94,431,431,1,609410,610918,613569
p5,Approach,95,212,434,0,614385,615889,622064
p5,Approach,96,214,214,1,622945,624449,627305
p5,Approach,97,124,124,1,628098,629601,632033
p5,Approach,98,131,131,1,632841,634348,641017
p5,Approach,99,432,432,1,641841,643345,645657
p5,Approach,100,213,213,1,646409,647912,652656
p5,Approach,101,343,121,0,683810,685317,687280
p5,Approach,102,434,434,1,688146,689657,691769
p5,Approach,103,142,142,1,692553,694057,696129
p5,Approach,104,242,242,1,696866,698371,700785
p5,Approach,105,242,242,1,701514,703016,705561
p5,Approach,106,421,421,1,706337,707840,710177
p5,Approach,107,123,143,0,710881,712384,717769
p5,Approach,108,324,324,1,718929,720432,724897
