id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p9,Approach,1,431,231,0,200253,201764,205044
p9,Approach,2,141,141,1,205820,207323,210092
p9,Approach,3,342,342,1,210917,212420,215163
p9,Approach,4,414,414,1,215972,217475,220725
p9,Approach,5,423,423,1,222092,223596,228267
p9,Approach,6,321,321,1,229068,230571,233387
