id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p1,Baseline2,1,432,432,1,7695,9202,13070
p1,Baseline2,2,213,213,1,14039,15544,17863
p1,Baseline2,3,123,123,1,18559,20062,22598
p1,Baseline2,4,142,142,1,23391,24894,26598
p1,Baseline2,5,342,342,1,27350,28855,32982
p1,Baseline2,6,141,131,0,33942,35446,43974
p1,Baseline2,7,212,212,1,45078,46588,50366
p1,Baseline2,8,324,124,0,51174,52678,54606
p1,Baseline2,9,121,121,1,55343,56847,59318
p1,Baseline2,10,431,431,1,60023,61525,63814
p1,Baseline2,11,134,134,1,64678,66182,68382
p1,Baseline2,12,432,432,1,69199,70703,72878
p1,Baseline2,13,241,241,1,73775,75278,78590
p1,Baseline2,14,343,341,0,79326,80829,82886
p1,Baseline2,15,141,141,1,83671,85175,89006
p1,Baseline2,16,134,134,1,89839,91342,93814
p1,Baseline2,17,132,134,0,94567,96070,99031
p1,Baseline2,18,214,413,0,99694,101198,103614
p1,Baseline2,19,143,142,0,104303,105806,109246
p1,Baseline2,20,212,214,0,110119,111622,113798
p1,Baseline2,21,424,423,0,145094,146606,149263
p1,Baseline2,22,421,421,1,150134,151637,154862
p1,Baseline2,23,124,124,1,156079,157582,159518
p1,Baseline2,24,412,212,0,160247,161751,164559
p1,Baseline2,25,343,341,0,165318,166821,169382
p1,Baseline2,26,312,312,1,170247,171750,175222
p1,Baseline2,27,232,234,0,176198,177701,179982
p1,Baseline2,28,341,341,1,180951,182455,185366
p1,Baseline2,29,243,124,0,186311,187814,192814
p1,Baseline2,30,243,241,0,193598,195101,197486
p1,Baseline2,31,434,434,1,198326,199830,201710
p1,Baseline2,32,431,431,1,202486,203989,206117
p1,Baseline2,33,231,232,0,207086,208589,211046
p1,Baseline2,34,321,342,0,211902,213406,216054
p1,Baseline2,35,313,313,1,216919,218422,220757
p1,Baseline2,36,242,242,1,221591,223095,226294
