id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p1,Baseline1,1,121,143,0,19120,20641,23190
p1,Baseline1,2,141,143,0,24374,25877,32286
p1,Baseline1,3,312,124,0,33414,34918,37077
p1,Baseline1,4,431,412,0,37997,39501,45565
p1,Baseline1,5,121,141,0,46798,48303,52390
p1,Baseline1,6,413,413,1,53367,54870,57789
p1,Baseline1,7,124,143,0,59071,60575,65654
p1,Baseline1,8,124,124,1,66646,68150,70781
p1,Baseline1,9,432,434,0,71679,73182,76342
p1,Baseline1,10,231,432,0,77375,78878,82678
p1,Baseline1,11,231,432,0,83733,85238,87861
p1,Baseline1,12,123,123,1,88942,90447,93957
p1,Baseline1,13,314,124,0,95414,96920,100046
p1,Baseline1,14,434,434,1,101030,102533,106486
p1,Baseline1,15,132,134,0,107414,108918,111037
p1,Baseline1,16,323,121,0,111887,113390,115565
p1,Baseline1,17,342,142,0,116374,117877,119998
p1,Baseline1,18,131,131,1,121286,122790,125861
p1,Baseline1,19,313,323,0,127062,128566,131805
p1,Baseline1,20,232,212,0,132926,134430,137365
p1,Baseline1,21,143,141,0,168789,170295,172917
p1,Baseline1,22,242,242,1,174167,175672,177718
p1,Baseline1,23,421,421,1,178638,180143,183133
p1,Baseline1,24,313,313,1,184014,185518,187805
p1,Baseline1,25,414,414,1,188934,190438,193517
p1,Baseline1,26,343,343,1,194479,195982,200061
p1,Baseline1,27,324,324,1,201094,202597,205277
p1,Baseline1,28,423,413,0,206134,207638,210365
p1,Baseline1,29,213,423,0,211237,212741,216381
p1,Baseline1,30,314,314,1,217422,218925,221741
p1,Baseline1,31,243,243,1,222582,224086,226310
p1,Baseline1,32,434,434,1,227181,228685,230862
p1,Baseline1,33,242,242,1,231997,233501,235853
p1,Baseline1,34,341,343,0,236854,238358,240613
p1,Baseline1,35,413,413,1,241717,243220,245101
p1,Baseline1,36,142,143,0,246541,248046,252661
p1,Baseline1,37,212,214,0,253822,255325,261261
p1,Baseline1,38,241,241,1,262326,263829,265750
p1,Baseline1,39,124,143,0,266702,268206,271844
p1,Baseline1,40,234,214,0,272853,274357,277428
p1,Baseline1,41,414,414,1,309015,310523,313485
p1,Baseline1,42,342,142,0,315405,316909,318966
p1,Baseline1,43,412,412,1,320005,321509,324581
p1,Baseline1,44,132,132,1,325574,327077,329341
p1,Baseline1,45,324,123,0,330197,331701,333613
p1,Baseline1,46,423,413,0,334893,336397,338772
p1,Baseline1,47,121,121,1,339965,341469,344629
p1,Baseline1,48,243,243,1,345422,346925,348853
p1,Baseline1,49,142,142,1,349590,351094,353013
p1,Baseline1,50,132,132,1,353734,355238,359524
p1,Baseline1,51,324,124,0,360397,361901,366637
p1,Baseline1,52,432,412,0,367725,369229,376492
p1,Baseline1,53,131,132,0,377653,379157,381445
p1,Baseline1,54,341,141,0,382293,383796,386429
p1,Baseline1,55,434,232,0,387261,388765,392989
p1,Baseline1,56,213,413,0,393893,395396,401212
p1,Baseline1,57,214,234,0,402165,403669,407701
p1,Baseline1,58,243,241,0,409253,410759,412444
p1,Baseline1,59,214,214,1,413197,414701,417869
p1,Baseline1,60,323,123,0,418637,420143,423605
p1,Baseline1,61,234,214,0,455638,457155,459925
p1,Baseline1,62,234,234,1,460877,462381,468380
p1,Baseline1,63,424,424,1,478565,480072,482733
p1,Baseline1,64,212,212,1,483597,485101,490052
p1,Baseline1,65,141,121,0,490845,492352,495924
p1,Baseline1,66,134,132,0,496877,498383,500845
p1,Baseline1,67,343,141,0,501702,503205,505101
p1,Baseline1,68,343,142,0,505845,507348,510781
p1,Baseline1,69,414,414,1,511549,513052,515540
p1,Baseline1,70,242,242,1,516477,517981,519988
p1,Baseline1,71,123,123,1,520860,522367,525045
p1,Baseline1,72,313,123,0,525892,527396,529797
p1,Baseline1,73,212,212,1,530781,532284,535268
p1,Baseline1,74,423,243,0,536205,537709,545877
p1,Baseline1,75,232,234,0,546997,548500,552628
p1,Baseline1,76,431,431,1,553900,555412,557764
p1,Baseline1,77,321,142,0,558998,560502,564188
p1,Baseline1,78,431,431,1,565157,566660,569164
p1,Baseline1,79,241,241,1,570244,571748,575093
p1,Baseline1,80,314,312,0,576150,577653,580772
p1,Baseline1,81,141,142,0,613278,614787,617540
p1,Baseline1,82,143,141,0,618437,619941,622948
p1,Baseline1,83,134,132,0,623725,625228,629740
p1,Baseline1,84,241,131,0,630780,632285,635180
p1,Baseline1,85,421,421,1,636205,637709,641019
p1,Baseline1,86,312,312,1,642133,643636,646028
p1,Baseline1,87,142,134,0,646853,648356,650875
p1,Baseline1,88,134,134,1,652036,653540,656340
p1,Baseline1,89,232,212,0,657237,658740,661356
p1,Baseline1,90,143,241,0,662237,663740,666091
p1,Baseline1,91,213,213,1,667228,668732,671260
p1,Baseline1,92,424,421,0,672108,673613,675716
p1,Baseline1,93,123,121,0,676773,678276,680556
p1,Baseline1,94,341,121,0,681509,683012,686092
p1,Baseline1,95,412,321,0,687140,688644,691380
p1,Baseline1,96,424,421,0,692292,693796,695684
p1,Baseline1,97,321,121,0,696548,698051,700196
p1,Baseline1,98,413,423,0,701118,702621,710196
p1,Baseline1,99,323,313,0,711821,713324,715515
p1,Baseline1,100,342,142,0,717413,718916,720956
p1,Baseline1,101,432,432,1,752229,753737,756236
p1,Baseline1,102,231,212,0,757397,758908,760788
p1,Baseline1,103,412,412,1,761580,763084,765355
p1,Baseline1,104,321,121,0,766140,767643,770092
p1,Baseline1,105,312,324,0,770876,772380,775484
p1,Baseline1,106,421,421,1,777020,778524,780316
p1,Baseline1,107,214,214,1,781404,782907,785692
p1,Baseline1,108,131,212,0,786628,788132,791404
