id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p6,Baseline2,1,123,143,0,195007,196523,198270
p6,Baseline2,2,423,423,1,199046,200549,202630
p6,Baseline2,3,231,431,0,203375,204878,206422
p6,Baseline2,4,424,423,0,207222,208728,210950
p6,Baseline2,5,321,341,0,211703,213207,215406
p6,Baseline2,6,141,131,0,216174,217678,219606
