id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p11,Baseline1,1,312,312,1,23310,24820,27828
p11,Baseline1,2,231,231,1,28685,30191,34956
p11,Baseline1,3,414,424,0,35821,37325,40876
p11,Baseline1,4,412,414,0,41837,43340,53316
p11,Baseline1,5,234,234,1,54221,55729,58733
p11,Baseline1,6,123,243,0,60526,62030,68997
p11,Baseline1,7,421,421,1,69877,71380,75829
p11,Baseline1,8,134,134,1,76678,78183,80828
p11,Baseline1,9,431,431,1,81613,83116,86236
p11,Baseline1,10,212,214,0,87077,88582,92789
p11,Baseline1,11,121,121,1,93589,95092,98589
p11,Baseline1,12,121,121,1,99461,100964,108116
p11,Baseline1,13,214,214,1,109069,110572,114061
p11,Baseline1,14,314,314,1,114878,116381,118796
p11,Baseline1,15,213,413,0,119581,121085,123340
p11,Baseline1,16,123,121,0,124141,125645,131124
p11,Baseline1,17,432,432,1,131981,133487,136956
p11,Baseline1,18,242,242,1,137837,139343,142956
p11,Baseline1,19,343,142,0,143885,145388,149197
p11,Baseline1,20,243,241,0,150821,152323,157477
p11,Baseline1,21,431,413,0,191965,193473,203556
p11,Baseline1,22,323,323,1,204596,206102,210429
p11,Baseline1,23,142,142,1,211261,212764,215308
p11,Baseline1,24,423,423,1,216333,217837,220916
p11,Baseline1,25,232,414,0,221773,223276,227356
p11,Baseline1,26,314,314,1,228158,229661,234013
p11,Baseline1,27,324,324,1,234734,236238,239309
p11,Baseline1,28,241,241,1,240061,241564,245364
p11,Baseline1,29,213,213,1,246205,247709,252084
p11,Baseline1,30,321,321,1,252869,254373,259045
p11,Baseline1,31,132,134,0,260021,261524,264516
p11,Baseline1,32,343,342,0,265717,267221,269732
p11,Baseline1,33,324,342,0,270533,272037,280044
p11,Baseline1,34,234,234,1,281013,282521,285053
p11,Baseline1,35,232,232,1,286021,287526,291708
p11,Baseline1,36,234,214,0,292533,294037,298101
p11,Baseline1,37,323,341,0,298901,300405,305541
p11,Baseline1,38,324,124,0,306901,308405,311348
p11,Baseline1,39,141,141,1,314933,316437,319941
p11,Baseline1,40,124,124,1,320829,322332,325580
p11,Baseline1,41,434,414,0,356749,358255,362140
p11,Baseline1,42,313,313,1,363110,364613,368780
p11,Baseline1,43,141,141,1,370013,371516,375445
p11,Baseline1,44,142,142,1,376165,377668,381573
p11,Baseline1,45,212,212,1,384045,385548,389716
p11,Baseline1,46,241,431,0,390677,392181,397500
p11,Baseline1,47,231,231,1,398349,399853,412196
p11,Baseline1,48,321,321,1,413149,414652,418173
p11,Baseline1,49,342,342,1,420100,421612,424140
p11,Baseline1,50,134,134,1,424926,426433,430068
p11,Baseline1,51,123,123,1,431565,433069,436380
p11,Baseline1,52,131,131,1,437294,438797,442204
p11,Baseline1,53,131,131,1,443205,444708,453652
p11,Baseline1,54,341,142,0,454572,456081,465724
