id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p10,Approach,1,214,214,1,212111,213630,216854
p10,Approach,2,231,431,0,217942,219446,222941
p10,Approach,3,421,421,1,224038,225541,228422
p10,Approach,4,212,212,1,229422,230926,233838
p10,Approach,5,213,213,1,234974,236478,239037
p10,Approach,6,324,324,1,240063,241566,243862
