id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p6,Approach,1,343,343,1,22454,23966,27571
p6,Approach,2,431,431,1,28477,29983,32212
p6,Approach,3,312,132,0,33141,34645,37252
p6,Approach,4,131,134,0,38109,39613,41996
p6,Approach,5,242,241,0,42861,44364,47036
p6,Approach,6,432,432,1,47965,49468,52396
p6,Approach,7,121,121,1,53229,54732,57604
p6,Approach,8,231,231,1,58452,59956,63772
p6,Approach,9,413,432,0,64661,66164,69100
p6,Approach,10,231,231,1,69901,71404,74164
p6,Approach,11,134,234,0,75077,76580,79699
p6,Approach,12,323,132,0,80494,81997,85389
p6,Approach,13,212,214,0,86221,87724,90109
p6,Approach,14,421,243,0,90901,92405,95220
p6,Approach,15,124,124,1,96022,97526,100812
p6,Approach,16,232,234,0,101597,103100,106173
p6,Approach,17,243,243,1,106940,108443,110572
p6,Approach,18,123,121,0,111309,112813,115428
p6,Approach,19,313,123,0,116333,117836,122108
p6,Approach,20,341,341,1,122965,124477,127180
p6,Approach,21,241,243,0,158725,160232,162676
p6,Approach,22,132,134,0,163508,165014,167276
p6,Approach,23,241,124,0,168053,169557,172412
p6,Approach,24,214,413,0,173612,175117,178028
p6,Approach,25,314,314,1,179301,180805,183164
p6,Approach,26,312,314,0,183933,185438,188180
p6,Approach,27,141,141,1,189005,190508,193444
p6,Approach,28,214,124,0,194253,195756,198157
p6,Approach,29,432,434,0,198917,200422,203349
p6,Approach,30,412,243,0,204117,205621,208925
p6,Approach,31,212,414,0,209726,211229,215052
p6,Approach,32,132,132,1,215860,217369,221325
p6,Approach,33,431,431,1,222221,223724,226548
p6,Approach,34,212,212,1,227629,229135,237268
p6,Approach,35,342,341,0,238165,239668,242508
p6,Approach,36,231,232,0,243389,244893,249140
p6,Approach,37,123,143,0,250261,251765,254196
p6,Approach,38,143,143,1,255141,256645,259740
p6,Approach,39,431,431,1,260669,262172,265068
p6,Approach,40,321,323,0,267205,268709,271860
p6,Approach,41,434,434,1,303006,304513,307564
p6,Approach,42,413,413,1,308372,309883,312452
p6,Approach,43,142,241,0,313340,314844,317493
p6,Approach,44,234,234,1,318293,319796,321965
p6,Approach,45,323,121,0,322765,324268,326348
p6,Approach,46,412,413,0,327173,328676,331437
p6,Approach,47,324,343,0,332245,333749,336293
p6,Approach,48,141,141,1,337125,338629,341564
p6,Approach,49,132,134,0,342397,343908,346172
p6,Approach,50,423,423,1,347029,348532,351484
p6,Approach,51,423,423,1,352325,353829,356916
p6,Approach,52,243,423,0,357805,359310,362412
p6,Approach,53,313,313,1,363277,364782,367108
p6,Approach,54,241,241,1,367997,369500,372940
p6,Approach,55,412,414,0,373709,375212,378723
p6,Approach,56,242,242,1,379605,381109,383637
p6,Approach,57,341,142,0,384509,386012,389461
p6,Approach,58,341,341,1,390325,391827,394364
p6,Approach,59,141,142,0,395372,396876,399476
p6,Approach,60,234,234,1,400380,401884,404740
p6,Approach,61,214,234,0,435669,437178,439972
p6,Approach,62,414,414,1,440789,442292,445332
p6,Approach,63,232,234,0,446189,447694,449988
p6,Approach,64,124,124,1,450789,452292,454596
p6,Approach,65,424,424,1,455405,456908,460324
p6,Approach,66,432,413,0,461117,462620,465532
p6,Approach,67,134,413,0,466388,467892,470140
p6,Approach,68,131,132,0,470917,472421,474900
p6,Approach,69,232,232,1,475749,477252,480348
p6,Approach,70,121,121,1,481149,482652,485340
p6,Approach,71,121,121,1,486165,487668,490228
p6,Approach,72,314,313,0,491118,492621,495132
p6,Approach,73,213,123,0,496053,497557,499612
p6,Approach,74,424,424,1,500430,501933,504564
p6,Approach,75,414,414,1,505365,506867,509420
p6,Approach,76,123,121,0,510277,511780,515244
p6,Approach,77,324,323,0,516101,517604,520100
p6,Approach,78,343,343,1,520965,522468,524876
p6,Approach,79,312,312,1,525677,527181,530468
p6,Approach,80,243,241,0,531373,532876,535460
p6,Approach,81,142,141,0,566372,567885,570309
p6,Approach,82,321,323,0,571149,572652,575204
p6,Approach,83,131,131,1,575980,577484,580444
p6,Approach,84,313,131,0,581229,582733,584788
p6,Approach,85,234,434,0,585582,587085,589484
p6,Approach,86,343,343,1,590365,591869,595108
p6,Approach,87,434,434,1,595933,597437,599749
p6,Approach,88,342,343,0,600621,602124,604396
p6,Approach,89,413,413,1,605198,606702,608764
p6,Approach,90,323,343,0,609541,611044,613637
p6,Approach,91,143,143,1,614453,615956,618396
p6,Approach,92,423,413,0,619196,620699,623125
p6,Approach,93,124,124,1,623934,625437,628084
p6,Approach,94,242,424,0,628893,630397,635596
p6,Approach,95,213,413,0,636421,637924,640756
p6,Approach,96,321,341,0,641589,643093,645868
p6,Approach,97,342,143,0,646780,648284,650436
p6,Approach,98,434,434,1,651293,652796,655125
p6,Approach,99,324,324,1,656004,657507,660044
p6,Approach,100,421,423,0,662381,663885,668428
p6,Approach,101,213,123,0,699356,700863,703492
p6,Approach,102,134,132,0,704277,705781,707420
p6,Approach,103,424,424,1,708172,709677,714500
p6,Approach,104,143,143,1,715301,716805,719108
p6,Approach,105,142,142,1,719924,721428,723436
p6,Approach,106,421,423,0,724308,725812,728260
p6,Approach,107,314,131,0,729149,730653,733260
p6,Approach,108,414,414,1,734109,735612,738452
