id,cond,trial#,realPattern,userAnswer,correct,playstamp,playendstamp,enterstamp
p5,Baseline1,1,434,434,1,17869,19375,23109
p5,Baseline1,2,124,343,0,25430,26933,31469
p5,Baseline1,3,413,413,1,32646,34149,38230
p5,Baseline1,4,323,323,1,39581,41085,44829
p5,Baseline1,5,241,241,1,45982,47487,51565
p5,Baseline1,6,123,123,1,52606,54110,57677
p5,Baseline1,7,123,123,1,59294,60797,64141
p5,Baseline1,8,324,324,1,65174,66677,69997
p5,Baseline1,9,132,134,0,70893,72396,76005
p5,Baseline1,10,412,414,0,77662,79165,83933
p5,Baseline1,11,324,324,1,84974,86478,89573
p5,Baseline1,12,431,431,1,92038,93541,97541
p5,Baseline1,13,343,343,1,98446,99949,102965
p5,Baseline1,14,213,413,0,103829,105332,108789
p5,Baseline1,15,414,414,1,109758,111262,114237
p5,Baseline1,16,414,414,1,115134,116637,119877
p5,Baseline1,17,413,413,1,120821,122325,125806
p5,Baseline1,18,341,341,1,126863,128365,131133
p5,Baseline1,19,342,342,1,132022,133526,136917
p5,Baseline1,20,123,143,0,137837,139340,143045
p5,Baseline1,21,424,424,1,174669,176179,178518
p5,Baseline1,22,434,434,1,179558,181062,184013
p5,Baseline1,23,231,231,1,185438,186940,189925
p5,Baseline1,24,343,343,1,190870,192373,196949
p5,Baseline1,25,141,141,1,197910,199412,202966
p5,Baseline1,26,242,242,1,204358,205861,208893
p5,Baseline1,27,212,414,0,209926,211429,215965
p5,Baseline1,28,341,341,1,217070,218572,222077
p5,Baseline1,29,241,241,1,223302,224805,228301
p5,Baseline1,30,232,434,0,229613,231118,235333
p5,Baseline1,31,231,231,1,236574,238078,241341
p5,Baseline1,32,142,142,1,242622,244125,247101
p5,Baseline1,33,312,312,1,248119,249623,252285
p5,Baseline1,34,134,134,1,253406,254909,257933
p5,Baseline1,35,212,212,1,258926,260429,263429
p5,Baseline1,36,131,131,1,264326,265829,268293
p5,Baseline1,37,134,134,1,269166,270669,274805
p5,Baseline1,38,234,214,0,275702,277210,280997
p5,Baseline1,39,432,412,0,281814,283320,290517
p5,Baseline1,40,312,314,0,291357,292860,295981
p5,Baseline1,41,243,243,1,327478,328991,331261
p5,Baseline1,42,214,214,1,332525,334029,337477
p5,Baseline1,43,141,141,1,338317,339820,345013
p5,Baseline1,44,424,424,1,345982,347486,350997
p5,Baseline1,45,321,321,1,352358,353862,357565
p5,Baseline1,46,134,134,1,358574,360078,362741
p5,Baseline1,47,241,243,0,363622,365125,367541
p5,Baseline1,48,423,423,1,368446,369949,373709
p5,Baseline1,49,131,131,1,374718,376222,378965
p5,Baseline1,50,124,124,1,379853,381359,384589
p5,Baseline1,51,314,314,1,385437,386943,389485
p5,Baseline1,52,323,323,1,390285,391789,394981
p5,Baseline1,53,234,234,1,395782,397286,399973
p5,Baseline1,54,212,212,1,400798,402302,404869
p5,Baseline1,55,342,342,1,405710,407214,410029
p5,Baseline1,56,421,421,1,410869,412372,415597
p5,Baseline1,57,121,121,1,416422,417925,420317
p5,Baseline1,58,423,423,1,421142,422645,425165
p5,Baseline1,59,242,232,0,425950,427452,430789
p5,Baseline1,60,214,214,1,431702,433205,436029
p5,Baseline1,61,213,213,1,467454,468959,471821
p5,Baseline1,62,343,343,1,472694,474197,476941
p5,Baseline1,63,431,431,1,477694,479198,482405
p5,Baseline1,64,321,321,1,483230,484733,487942
p5,Baseline1,65,213,413,0,488622,490125,492253
p5,Baseline1,66,124,124,1,493038,494541,497045
p5,Baseline1,67,234,234,1,497958,499461,502453
p5,Baseline1,68,314,314,1,503230,504733,507557
p5,Baseline1,69,142,142,1,508446,509950,512341
p5,Baseline1,70,232,232,1,513077,514581,517461
p5,Baseline1,71,312,312,1,518358,519860,523253
p5,Baseline1,72,324,324,1,524142,525645,528925
p5,Baseline1,73,243,243,1,529870,531373,534302
p5,Baseline1,74,421,421,1,535103,536606,539814
p5,Baseline1,75,214,414,0,540558,542062,545509
p5,Baseline1,76,412,412,1,546310,547813,550853
p5,Baseline1,77,132,134,0,551670,553173,555965
p5,Baseline1,78,143,143,1,556750,558253,561846
p5,Baseline1,79,121,121,1,562694,564197,568374
p5,Baseline1,80,323,323,1,569094,570598,572838
p5,Baseline1,81,314,314,1,604414,605918,610054
p5,Baseline1,82,243,243,1,610982,612486,615077
p5,Baseline1,83,313,313,1,616269,617772,620173
p5,Baseline1,84,421,421,1,620966,622469,625133
p5,Baseline1,85,132,132,1,626014,627517,631645
p5,Baseline1,86,413,413,1,632534,634037,636573
p5,Baseline1,87,313,313,1,637285,638789,641486
p5,Baseline1,88,231,231,1,642333,643836,646134
p5,Baseline1,89,431,431,1,646926,648429,650789
p5,Baseline1,90,142,142,1,651605,653109,656485
p5,Baseline1,91,141,141,1,657262,658765,661814
p5,Baseline1,92,432,412,0,662694,664197,667502
p5,Baseline1,93,313,313,1,668382,669885,671901
p5,Baseline1,94,341,141,0,672677,674181,676797
p5,Baseline1,95,424,423,0,677590,679093,682830
p5,Baseline1,96,423,423,1,683686,685190,687245
p5,Baseline1,97,432,434,0,687982,689485,691733
p5,Baseline1,98,143,143,1,692462,693966,696461
p5,Baseline1,99,414,414,1,697199,698702,702422
p5,Baseline1,100,342,342,1,703215,704719,707485
p5,Baseline1,101,434,434,1,738646,740159,743237
p5,Baseline1,102,232,232,1,744030,745533,748133
p5,Baseline1,103,121,121,1,748870,750373,753085
p5,Baseline1,104,321,321,1,753998,755502,758589
p5,Baseline1,105,242,232,0,759510,761014,763461
p5,Baseline1,106,143,143,1,764238,765741,768501
p5,Baseline1,107,412,414,0,769334,770837,774038
p5,Baseline1,108,131,131,1,774869,776372,778917
