,x,y,action,timestamp,trial
1,1095.4583,861.54596,down,1571810985,1
2,1095.4583,861.54596,move,1571810985,1
3,1095.2633,860.1815,move,1571810985,1
4,1096.1404,861.2536,move,1571810985,1
5,1098.3821,861.2536,move,1571810985,1
6,1101.0134,862.22815,move,1571810985,1
7,1109.4926,862.9104,move,1571810985,1
8,1117.4844,862.9104,move,1571810985,1
9,1129.6669,864.27484,move,1571810985,1
10,1138.5359,865.152,move,1571810985,1
11,1154.8118,865.0545,move,1571810985,1
12,1170.7953,865.0545,move,1571810985,1
13,1183.8551,865.24945,move,1571810985,1
14,1206.6609,865.152,move,1571810985,1
15,1218.9409,866.0291,move,1571810985,1
16,1236.094,866.90625,move,1571810985,1
17,1256.8531,867.6859,move,1571810985,1
18,1273.9087,869.05035,move,1571810986,1
19,1296.9094,870.02496,move,1571810986,1
20,1315.1346,871.29193,move,1571810986,1
21,1330.6309,872.364,move,1571810986,1
22,1359.4792,872.6564,move,1571810986,1
23,1374.5857,872.26654,move,1571810986,1
24,1396.5143,872.4615,move,1571810986,1
25,1404.2137,872.8513,move,1571810986,1
26,1415.2268,873.631,move,1571810986,1
27,1431.0154,873.8259,move,1571810986,1
28,1442.6132,873.5335,move,1571810986,1
29,1454.9907,871.68176,move,1571810986,1
30,1460.8384,870.51227,move,1571810986,1
31,1463.9572,869.3428,move,1571810986,1
32,1467.0758,868.6605,move,1571810986,1
33,1470.292,868.6605,move,1571810986,1
34,1476.3346,868.6605,move,1571810986,1
35,1478.9661,868.85547,move,1571810986,1
36,1476.0422,867.97833,move,1571810986,1
37,1476.0422,867.97833,up,1571810986,1
38,1188.8256,724.80963,down,1571810994,2
39,1186.8763,722.4706,move,1571810994,2
40,1190.2875,723.3477,move,1571810994,2
41,1193.4063,729.48773,move,1571810995,2
42,1197.1097,730.2674,move,1571810995,2
43,1203.8345,732.4115,move,1571810995,2
44,1211.4364,736.89465,move,1571810995,2
45,1217.8689,739.3312,move,1571810995,2
46,1229.1743,744.69147,move,1571810995,2
47,1236.289,747.8102,move,1571810995,2
48,1245.9375,751.02637,move,1571810995,2
49,1256.2683,755.41205,move,1571810995,2
50,1264.2601,758.2384,move,1571810995,2
51,1269.9128,761.4546,move,1571810995,2
52,1280.1462,767.3022,move,1571810995,2
53,1286.0913,771.3955,move,1571810995,2
54,1293.9856,775.87866,move,1571810995,2
55,1303.7317,781.3364,move,1571810995,2
56,1312.4058,786.9891,move,1571810995,2
57,1319.8127,791.95953,move,1571810995,2
58,1332.0928,799.8538,move,1571810995,2
59,1341.8389,806.09125,move,1571810995,2
60,1346.6144,809.69727,move,1571810995,2
61,1351.7798,813.3033,move,1571810995,2
62,1358.1147,817.3966,move,1571810995,2
63,1365.132,822.56195,move,1571810995,2
64,1370.6873,826.26544,move,1571810995,2
65,1377.8993,831.62573,move,1571810996,2
66,1381.0181,833.7699,move,1571810996,2
67,1383.8444,835.23175,move,1571810996,2
68,1387.4504,837.6683,move,1571810996,2
69,1390.7642,839.7149,move,1571810996,2
70,1393.493,841.1768,move,1571810996,2
71,1396.027,842.63873,move,1571810996,2
72,1400.9,844.58795,move,1571810996,2
73,1403.434,846.1473,move,1571810996,2
74,1404.7985,847.5117,move,1571810996,2
75,1406.3578,848.4863,move,1571810996,2
76,1406.5527,848.6812,move,1571810996,2
77,1406.9426,848.87616,move,1571810996,2
78,1407.9172,848.87616,move,1571810996,2
79,1409.2816,848.7787,move,1571810996,2
80,1409.8665,848.2914,move,1571810996,2
81,1410.2562,848.2914,move,1571810996,2
82,1410.4512,848.0965,move,1571810996,2
83,1411.0359,848.6812,move,1571810996,2
84,1411.4258,849.0711,move,1571810996,2
85,1412.2054,849.6558,move,1571810996,2
86,1412.7903,850.2406,move,1571810996,2
87,1413.375,850.43555,move,1571810996,2
88,1413.7649,850.8254,move,1571810996,2
89,1414.5446,851.2152,move,1571810997,2
90,1414.9343,851.2152,move,1571810997,2
91,1416.0065,851.60504,move,1571810997,2
92,1417.3708,852.3847,move,1571810997,2
93,1419.4176,853.9441,move,1571810997,2
94,1421.8541,856.0882,move,1571810997,2
95,1422.9261,857.0628,move,1571810997,2
96,1423.7058,857.45264,move,1571810997,2
97,1423.7058,857.6476,move,1571810997,2
98,1424.8754,858.2323,move,1571810997,2
99,1427.8966,860.279,move,1571810997,2
100,1428.3839,860.57135,move,1571810997,2
101,1428.3839,860.57135,up,1571810997,2
102,1336.9658,727.0512,down,1571811014,3
103,1337.8429,724.61475,move,1571811014,3
104,1339.4998,724.4198,move,1571811014,3
105,1339.8896,724.4198,move,1571811014,3
106,1339.2074,724.80963,move,1571811015,3
107,1335.7963,725.8817,move,1571811015,3
108,1328.2917,728.70807,move,1571811015,3
109,1313.0879,730.0725,move,1571811015,3
110,1294.2781,730.0725,move,1571811015,3
111,1266.7941,730.0725,move,1571811015,3
112,1247.497,730.0725,move,1571811015,3
113,1221.2799,729.97504,move,1571811015,3
114,1194.5757,729.0004,move,1571811015,3
115,1174.9861,728.6106,move,1571811015,3
116,1156.3711,727.3436,move,1571811015,3
117,1139.9978,726.5639,move,1571811015,3
118,1121.3828,725.8817,move,1571811015,3
119,1108.518,725.68677,move,1571811015,3
120,1095.6531,725.29694,move,1571811015,3
121,1086.2969,725.0046,move,1571811015,3
122,1080.4492,725.0046,move,1571811015,3
123,1074.2118,725.0046,move,1571811015,3
124,1071.288,725.0046,move,1571811015,3
125,1069.3387,724.9071,move,1571811015,3
126,1067.3895,724.9071,move,1571811016,3
127,1067.1946,725.10205,move,1571811016,3
