id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p12,A(Baseline1),1,14,14,1,1,1,2321,3323,4414,1091
p12,A(Baseline1),2,12,12,1,1,1,5117,6119,7434,1315
p12,A(Baseline1),3,34,34,1,1,1,8152,9154,10216,1062
p12,A(Baseline1),4,32,12,0,0,1,10988,11990,12860,870
p12,A(Baseline1),5,41,21,0,0,1,13553,14555,15518,963
p12,A(Baseline1),6,41,41,1,1,1,16251,17253,18002,749
p12,A(Baseline1),7,43,43,1,1,1,18707,19709,20806,1097
p12,A(Baseline1),8,21,12,0,0,0,21447,22449,23582,1133
p12,A(Baseline1),9,21,23,0,1,0,24242,25244,26587,1343
p12,A(Baseline1),10,13,14,0,1,0,27268,28270,30182,1912
p12,A(Baseline1),11,42,42,1,1,1,30833,31835,33011,1176
p12,A(Baseline1),12,21,23,0,1,0,33691,34693,35935,1242
p12,A(Baseline1),13,12,32,0,0,1,36552,37554,38486,932
p12,A(Baseline1),14,43,43,1,1,1,39096,40098,40649,551
p12,A(Baseline1),15,13,34,0,0,0,41282,42284,44485,2201
p12,A(Baseline1),16,24,24,1,1,1,45156,46158,47695,1537
p12,A(Baseline1),17,21,23,0,1,0,48348,49350,50416,1066
p12,A(Baseline1),18,34,34,1,1,1,51043,52045,52798,753
p12,A(Baseline1),19,31,31,1,1,1,53551,54552,55655,1103
p12,A(Baseline1),20,14,14,1,1,1,56312,57314,58371,1057
p12,A(Baseline1),21,43,24,0,0,0,89756,90762,92125,1363
p12,A(Baseline1),22,41,12,0,0,0,92726,93730,94492,762
p12,A(Baseline1),23,32,42,0,0,1,95144,96146,97016,870
p12,A(Baseline1),24,34,42,0,0,0,97660,98662,99762,1100
p12,A(Baseline1),25,32,42,0,0,1,100387,101388,102171,783
p12,A(Baseline1),26,14,14,1,1,1,102819,103821,104606,785
p12,A(Baseline1),27,24,24,1,1,1,105246,106248,106996,748
p12,A(Baseline1),28,23,24,0,1,0,107640,108642,109669,1027
p12,A(Baseline1),29,12,12,1,1,1,110317,111319,112020,701
p12,A(Baseline1),30,23,23,1,1,1,112672,113674,114639,965
p12,A(Baseline1),31,42,42,1,1,1,115322,116324,117622,1298
p12,A(Baseline1),32,12,12,1,1,1,118255,119257,120308,1051
p12,A(Baseline1),33,42,42,1,1,1,120961,121962,122735,773
p12,A(Baseline1),34,34,42,0,0,0,123370,124374,125272,898
p12,A(Baseline1),35,43,43,1,1,1,125891,126893,127782,889
p12,A(Baseline1),36,32,42,0,0,1,128429,129430,129982,552
p12,A(Baseline1),37,24,24,1,1,1,130607,131609,132299,690
p12,A(Baseline1),38,12,12,1,1,1,132919,133921,135232,1311
p12,A(Baseline1),39,14,34,0,0,1,135842,136844,138258,1414
p12,A(Baseline1),40,41,43,0,1,0,138871,139872,141451,1579
p12,A(Baseline1),41,32,42,0,0,1,173651,174656,176852,2196
p12,A(Baseline1),42,24,24,1,1,1,177481,178485,179036,551
p12,A(Baseline1),43,41,41,1,1,1,179872,180874,181506,632
p12,A(Baseline1),44,13,34,0,0,0,182249,183251,183914,663
p12,A(Baseline1),45,13,14,0,1,0,184543,185545,186821,1276
p12,A(Baseline1),46,23,24,0,1,0,187444,188446,189087,641
p12,A(Baseline1),47,13,14,0,1,0,189694,190696,191763,1067
p12,A(Baseline1),48,14,14,1,1,1,192375,193377,195754,2377
p12,A(Baseline1),49,31,41,0,0,1,196405,197407,198119,712
p12,A(Baseline1),50,31,41,0,0,1,198726,199729,200358,629
p12,A(Baseline1),51,42,42,1,1,1,201002,202004,202559,555
p12,A(Baseline1),52,42,42,1,1,1,203207,204208,204737,529
p12,A(Baseline1),53,23,23,1,1,1,205338,206340,207124,784
p12,A(Baseline1),54,31,41,0,0,1,207721,208723,209329,606
p12,A(Baseline1),55,24,24,1,1,1,209953,210954,211845,891
p12,A(Baseline1),56,23,14,0,0,0,212460,213462,214279,817
p12,A(Baseline1),57,21,12,0,0,0,214893,215895,216897,1002
p12,A(Baseline1),58,34,42,0,0,0,217552,218554,219219,665
p12,A(Baseline1),59,43,43,1,1,1,219869,220870,221878,1008
p12,A(Baseline1),60,31,41,0,0,1,222584,223585,224276,691
