id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p6,B(Approach),1,23,24,0,1,0,20835,21846,24097,2251
p6,B(Approach),2,43,24,0,0,0,25248,26256,29081,2825
p6,B(Approach),3,23,24,0,1,0,30923,31925,33601,1676
p6,B(Approach),4,34,34,1,1,1,35447,36449,39860,3411
p6,B(Approach),5,34,34,1,1,1,41034,42036,47761,5725
p6,B(Approach),6,41,41,1,1,1,48920,49923,51823,1900
p6,B(Approach),7,12,32,0,0,1,53017,54024,58648,4624
p6,B(Approach),8,24,24,1,1,1,59519,60521,62073,1552
p6,B(Approach),9,24,24,1,1,1,63520,64522,66383,1861
p6,B(Approach),10,14,14,1,1,1,67540,68546,72343,3797
p6,B(Approach),11,31,41,0,0,1,73594,74595,77427,2832
p6,B(Approach),12,13,14,0,1,0,78427,79430,82901,3471
p6,B(Approach),13,41,41,1,1,1,83853,84855,87996,3141
p6,B(Approach),14,42,42,1,1,1,88856,89858,91760,1902
p6,B(Approach),15,21,21,1,1,1,92905,93907,97146,3239
p6,B(Approach),16,12,32,0,0,1,98092,99094,101380,2286
p6,B(Approach),17,31,41,0,0,1,102528,103530,105295,1765
p6,B(Approach),18,43,43,1,1,1,106586,107588,111085,3497
p6,B(Approach),19,34,43,0,0,0,112027,113029,120667,7638
p6,B(Approach),20,43,43,1,1,1,121533,122535,125963,3428
p6,B(Approach),21,41,41,1,1,1,157453,158460,166195,7735
p6,B(Approach),22,21,23,0,1,0,167605,168610,171619,3009
p6,B(Approach),23,23,23,1,1,1,172775,173776,176639,2863
p6,B(Approach),24,23,23,1,1,1,177689,178691,180903,2212
p6,B(Approach),25,43,43,1,1,1,181789,182791,184540,1749
p6,B(Approach),26,13,13,1,1,1,185369,186371,188151,1780
p6,B(Approach),27,21,21,1,1,1,188980,189983,192779,2796
p6,B(Approach),28,21,21,1,1,1,194003,195005,201275,6270
p6,B(Approach),29,31,41,0,0,1,202091,203092,204896,1804
p6,B(Approach),30,13,14,0,1,0,205860,206862,208990,2128
p6,B(Approach),31,32,42,0,0,1,209776,210778,212445,1667
p6,B(Approach),32,32,42,0,0,1,213214,214216,216170,1954
p6,B(Approach),33,31,41,0,0,1,217037,218039,220237,2198
p6,B(Approach),34,14,14,1,1,1,220908,221910,224669,2759
p6,B(Approach),35,43,43,1,1,1,225431,226433,228303,1870
p6,B(Approach),36,24,24,1,1,1,229024,230026,231722,1696
p6,B(Approach),37,23,23,1,1,1,232547,233549,236023,2474
p6,B(Approach),38,42,42,1,1,1,236866,237869,239942,2073
p6,B(Approach),39,32,32,1,1,1,241027,242030,244271,2241
p6,B(Approach),40,32,32,1,1,1,244966,245969,248533,2564
p6,B(Approach),41,14,14,1,1,1,279505,280514,282658,2144
p6,B(Approach),42,31,31,1,1,1,283783,284790,287732,2942
p6,B(Approach),43,34,34,1,1,1,288671,289673,291269,1596
p6,B(Approach),44,13,13,1,1,1,292148,293149,296160,3011
p6,B(Approach),45,12,12,1,1,1,296945,297947,300077,2130
p6,B(Approach),46,42,41,0,1,0,300935,301937,304337,2400
p6,B(Approach),47,41,43,0,1,0,305170,306172,307681,1509
p6,B(Approach),48,32,42,0,0,1,308436,309437,311704,2267
p6,B(Approach),49,14,14,1,1,1,312516,313518,315912,2394
p6,B(Approach),50,24,24,1,1,1,316949,317950,319993,2043
p6,B(Approach),51,24,24,1,1,1,321007,322012,323524,1512
p6,B(Approach),52,42,42,1,1,1,324316,325318,326767,1449
p6,B(Approach),53,12,12,1,1,1,327510,328512,331454,2942
p6,B(Approach),54,41,43,0,1,0,332231,333233,335235,2002
p6,B(Approach),55,42,41,0,1,0,336008,337010,339887,2877
p6,B(Approach),56,34,31,0,1,0,340744,341746,345794,4048
p6,B(Approach),57,14,14,1,1,1,346485,347487,351011,3524
p6,B(Approach),58,21,23,0,1,0,351868,352871,355405,2534
p6,B(Approach),59,13,13,1,1,1,356094,357095,358777,1682
p6,B(Approach),60,12,12,1,1,1,359543,360545,363639,3094
