id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp,reactionTime
p10,A(Baseline1),1,32,42,0,0,1,2202,3204,6452,3248
p10,A(Baseline1),2,43,43,1,1,1,7176,8178,10821,2643
p10,A(Baseline1),3,34,34,1,1,1,11545,12548,19235,6687
p10,A(Baseline1),4,34,41,0,0,0,20025,21033,23438,2405
p10,A(Baseline1),5,14,14,1,1,1,24162,25165,27870,2705
p10,A(Baseline1),6,23,23,1,1,1,28684,29688,31807,2119
p10,A(Baseline1),7,32,31,0,1,0,32566,33568,35645,2077
p10,A(Baseline1),8,24,14,0,0,1,36541,37543,40057,2514
p10,A(Baseline1),9,12,12,1,1,1,40853,41855,43342,1487
p10,A(Baseline1),10,21,21,1,1,1,44136,45138,47296,2158
p10,A(Baseline1),11,12,32,0,0,1,48206,49208,53907,4699
p10,A(Baseline1),12,13,34,0,0,0,54576,55578,57629,2051
p10,A(Baseline1),13,14,14,1,1,1,58565,59567,62827,3260
p10,A(Baseline1),14,31,43,0,0,0,63657,64659,67598,2939
p10,A(Baseline1),15,43,43,1,1,1,68779,69781,72053,2272
p10,A(Baseline1),16,23,23,1,1,1,72802,73805,77614,3809
p10,A(Baseline1),17,24,23,0,1,0,78441,79444,81893,2449
p10,A(Baseline1),18,12,12,1,1,1,82709,83712,85915,2203
p10,A(Baseline1),19,43,43,1,1,1,86882,87885,89667,1782
p10,A(Baseline1),20,24,24,1,1,1,90528,91530,93660,2130
p10,A(Baseline1),21,31,41,0,0,1,125492,126496,129641,3145
p10,A(Baseline1),22,42,41,0,1,0,130528,131530,133714,2184
p10,A(Baseline1),23,31,31,1,1,1,134438,135443,138593,3150
p10,A(Baseline1),24,21,21,1,1,1,139321,140323,142959,2636
p10,A(Baseline1),25,13,34,0,0,0,143686,144689,146790,2101
p10,A(Baseline1),26,12,32,0,0,1,147518,148520,150972,2452
p10,A(Baseline1),27,43,34,0,0,0,151717,152718,154624,1906
p10,A(Baseline1),28,21,23,0,1,0,155424,156426,158100,1674
p10,A(Baseline1),29,31,41,0,0,1,158837,159839,162459,2620
p10,A(Baseline1),30,32,31,0,1,0,163165,164166,167580,3414
p10,A(Baseline1),31,13,14,0,1,0,168455,169457,171444,1987
p10,A(Baseline1),32,41,21,0,0,1,172321,173324,176581,3257
p10,A(Baseline1),33,43,43,1,1,1,177403,178409,181181,2772
p10,A(Baseline1),34,13,14,0,1,0,182121,183128,185671,2543
p10,A(Baseline1),35,23,23,1,1,1,186454,187456,189031,1575
p10,A(Baseline1),36,14,14,1,1,1,189782,190784,193239,2455
p10,A(Baseline1),37,34,34,1,1,1,194027,195029,196907,1878
p10,A(Baseline1),38,13,13,1,1,1,198180,199182,201898,2716
p10,A(Baseline1),39,21,13,0,0,0,202667,203675,207161,3486
p10,A(Baseline1),40,32,31,0,1,0,207894,208901,210917,2016
p10,A(Baseline1),41,41,21,0,0,1,241956,242962,244759,1797
p10,A(Baseline1),42,12,12,1,1,1,245527,246529,247965,1436
p10,A(Baseline1),43,42,41,0,1,0,248882,249884,251308,1424
p10,A(Baseline1),44,14,14,1,1,1,252032,253034,254667,1633
p10,A(Baseline1),45,31,31,1,1,1,255338,256341,257605,1264
p10,A(Baseline1),46,41,41,1,1,1,258346,259348,260638,1290
p10,A(Baseline1),47,42,41,0,1,0,261368,262370,264763,2393
p10,A(Baseline1),48,34,41,0,0,0,265505,266507,267863,1356
p10,A(Baseline1),49,24,24,1,1,1,268595,269597,271920,2323
p10,A(Baseline1),50,23,23,1,1,1,272698,273701,275354,1653
p10,A(Baseline1),51,21,23,0,1,0,276175,277177,278794,1617
p10,A(Baseline1),52,23,24,0,1,0,279502,280504,282442,1938
p10,A(Baseline1),53,32,42,0,0,1,283140,284142,285811,1669
p10,A(Baseline1),54,34,31,0,1,0,286492,287494,290724,3230
p10,A(Baseline1),55,41,41,1,1,1,291491,292493,295703,3210
p10,A(Baseline1),56,41,43,0,1,0,296528,297531,301134,3603
p10,A(Baseline1),57,42,41,0,1,0,301841,302842,306720,3878
p10,A(Baseline1),58,42,42,1,1,1,308376,309378,313106,3728
p10,A(Baseline1),59,14,14,1,1,1,313943,314944,318024,3080
p10,A(Baseline1),60,24,23,0,1,0,319006,320009,322805,2796
