id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p9,Body,1,24,24,1,1,1,8638,9642,11886
p9,Body,2,32,42,0,0,1,12678,13682,16285
p9,Body,3,32,41,0,0,0,17134,18137,22173
p9,Body,4,34,42,0,0,0,22910,23912,26485
p9,Body,5,24,12,0,0,0,27326,28328,31413
p9,Body,6,41,41,1,1,1,32317,33319,35357
p9,Body,7,21,12,0,0,0,36119,37121,42822
p9,Body,8,41,41,1,1,1,43599,44603,46630
p9,Body,9,43,43,1,1,1,47758,48761,53238
p9,Body,10,12,12,1,1,1,54054,55056,57469
p9,Body,11,13,14,0,1,0,58454,59459,61166
p9,Body,12,42,21,0,0,0,61902,62907,64958
p9,Body,13,13,14,0,1,0,65750,66752,69958
p9,Body,14,31,43,0,0,0,70838,71841,75230
p9,Body,15,31,41,0,0,1,75934,76937,81645
p9,Body,16,34,34,1,1,1,82326,83332,87277
p9,Body,17,34,34,1,1,1,88199,89201,91477
p9,Body,18,34,34,1,1,1,92782,93784,95782
p9,Body,19,41,41,1,1,1,96766,97768,103093
p9,Body,20,43,43,1,1,1,104039,105041,108198
p9,Body,21,41,43,0,1,0,140638,141645,145960
p9,Body,22,12,12,1,1,1,147078,148084,150398
p9,Body,23,14,12,0,1,0,151294,152296,156158
p9,Body,24,32,42,0,0,1,156912,157913,162374
p9,Body,25,23,13,0,0,1,163367,164372,167094
p9,Body,26,43,24,0,0,0,167934,168937,175102
p9,Body,27,42,21,0,0,0,175902,176904,179222
p9,Body,28,31,41,0,0,1,179990,180992,184638
p9,Body,29,14,12,0,1,0,185406,186410,188461
p9,Body,30,32,31,0,1,0,189350,190358,192669
p9,Body,31,21,13,0,0,0,193558,194560,196990
p9,Body,32,24,14,0,0,1,197958,198960,200902
p9,Body,33,24,12,0,0,0,201622,202624,205710
p9,Body,34,14,12,0,1,0,207343,208345,210453
p9,Body,35,23,14,0,0,0,211470,212472,216245
p9,Body,36,23,13,0,0,1,217447,218452,220533
p9,Body,37,12,12,1,1,1,221894,222897,225302
p9,Body,38,21,13,0,0,0,226478,227480,229214
p9,Body,39,41,21,0,0,1,229934,230936,233510
p9,Body,40,21,21,1,1,1,236215,237216,239389
p9,Body,41,43,23,0,0,1,271622,272625,275542
p9,Body,42,42,41,0,1,0,276391,277398,281526
p9,Body,43,21,12,0,0,0,282510,283512,287014
p9,Body,44,32,41,0,0,0,288846,289856,291909
p9,Body,45,13,24,0,0,0,292726,293729,296343
p9,Body,46,23,14,0,0,0,297247,298253,301310
p9,Body,47,31,42,0,0,0,302990,303992,306941
p9,Body,48,24,13,0,0,0,307726,308728,311790
p9,Body,49,14,12,0,1,0,312694,313696,316566
p9,Body,50,14,12,0,1,0,317486,318488,320830
p9,Body,51,42,42,1,1,1,321942,322944,326166
p9,Body,52,34,43,0,0,0,327190,328192,331605
p9,Body,53,42,41,0,1,0,332422,333424,335510
p9,Body,54,13,14,0,1,0,336430,337432,339526
p9,Body,55,31,41,0,0,1,340286,341292,346119
p9,Body,56,43,43,1,1,1,346911,347914,351918
p9,Body,57,23,14,0,0,0,352815,353817,357397
p9,Body,58,13,24,0,0,0,358367,359372,361990
p9,Body,59,12,24,0,0,0,363054,364060,367333
p9,Body,60,12,12,1,1,1,368030,369032,371421
