id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p4,Distal,1,24,24,1,1,1,8104,9113,10623
p4,Distal,2,24,23,0,1,0,11536,12538,14183
p4,Distal,3,21,21,1,1,1,15128,16136,17984
p4,Distal,4,34,34,1,1,1,18815,19817,21431
p4,Distal,5,14,14,1,1,1,22240,23242,24831
p4,Distal,6,32,32,1,1,1,25783,26785,28511
p4,Distal,7,23,23,1,1,1,29328,30330,32135
p4,Distal,8,41,41,1,1,1,33048,34054,35495
p4,Distal,9,32,32,1,1,1,36344,37349,38967
p4,Distal,10,23,23,1,1,1,39839,40842,42711
p4,Distal,11,34,34,1,1,1,43592,44594,46479
p4,Distal,12,13,13,1,1,1,47303,48307,49511
p4,Distal,13,24,24,1,1,1,50295,51298,52688
p4,Distal,14,34,34,1,1,1,53448,54451,55751
p4,Distal,15,43,43,1,1,1,56584,57587,59279
p4,Distal,16,32,32,1,1,1,60048,61050,62863
p4,Distal,17,14,14,1,1,1,63632,64634,66335
p4,Distal,18,31,31,1,1,1,67104,68106,70231
p4,Distal,19,14,14,1,1,1,71056,72058,73279
p4,Distal,20,21,21,1,1,1,74127,75129,76959
p4,Distal,21,41,41,1,1,1,108192,109197,111280
p4,Distal,22,41,41,1,1,1,112135,113139,114727
p4,Distal,23,42,42,1,1,1,115480,116482,118055
p4,Distal,24,12,12,1,1,1,118864,119866,121479
p4,Distal,25,42,42,1,1,1,122232,123234,124360
p4,Distal,26,31,31,1,1,1,125120,126122,127056
p4,Distal,27,42,42,1,1,1,127840,128842,130047
p4,Distal,28,43,43,1,1,1,130896,131899,133111
p4,Distal,29,41,41,1,1,1,133888,134890,136711
p4,Distal,30,43,43,1,1,1,137487,138490,140600
p4,Distal,31,34,34,1,1,1,141400,142403,144287
p4,Distal,32,14,14,1,1,1,145135,146138,148103
p4,Distal,33,12,12,1,1,1,148904,149906,152232
p4,Distal,34,23,23,1,1,1,153024,154026,155567
p4,Distal,35,31,32,0,1,0,156328,157331,161024
p4,Distal,36,13,13,1,1,1,161815,162817,164760
p4,Distal,37,32,34,0,1,0,165536,166538,169215
p4,Distal,38,21,41,0,0,1,170032,171034,173727
p4,Distal,39,34,34,1,1,1,174536,175538,177391
p4,Distal,40,24,24,1,1,1,178200,179206,180583
p4,Distal,41,12,12,1,1,1,211919,212924,214311
p4,Distal,42,12,12,1,1,1,215376,216377,218087
p4,Distal,43,31,32,0,1,0,219047,220049,221759
p4,Distal,44,23,23,1,1,1,222584,223586,225183
p4,Distal,45,43,43,1,1,1,225976,226979,229464
p4,Distal,46,41,41,1,1,1,230288,231290,232887
p4,Distal,47,13,13,1,1,1,233992,234994,236159
p4,Distal,48,42,42,1,1,1,236991,237994,239176
p4,Distal,49,23,23,1,1,1,239984,240986,242535
p4,Distal,50,31,31,1,1,1,243360,244362,245672
p4,Distal,51,12,12,1,1,1,246489,247494,248607
p4,Distal,52,43,43,1,1,1,249424,250426,251872
p4,Distal,53,42,42,1,1,1,252672,253676,254791
p4,Distal,54,21,21,1,1,1,255593,256595,257591
p4,Distal,55,24,24,1,1,1,258408,259410,260791
p4,Distal,56,32,32,1,1,1,261607,262610,264247
p4,Distal,57,14,14,1,1,1,265031,266033,267680
p4,Distal,58,13,13,1,1,1,268488,269490,270647
p4,Distal,59,21,21,1,1,1,271681,272683,273936
p4,Distal,60,13,13,1,1,1,274760,275761,276919
