id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p7,Distal,1,34,14,0,0,1,20835,21843,26267
p7,Distal,2,31,31,1,1,1,27323,28326,32107
p7,Distal,3,32,12,0,0,1,33268,34270,45451
p7,Distal,4,23,23,1,1,1,46484,47491,50683
p7,Distal,5,12,24,0,0,0,51579,52583,57019
p7,Distal,6,24,24,1,1,1,57835,58838,62419
p7,Distal,7,32,32,1,1,1,63956,64958,69980
p7,Distal,8,14,14,1,1,1,70939,71942,74907
p7,Distal,9,34,34,1,1,1,75892,76894,80867
p7,Distal,10,21,21,1,1,1,81683,82685,85243
p7,Distal,11,32,42,0,0,1,86220,87223,89979
p7,Distal,12,21,21,1,1,1,91036,92041,96228
p7,Distal,13,43,41,0,1,0,97435,98437,101140
p7,Distal,14,14,24,0,0,1,102036,103044,107283
p7,Distal,15,34,34,1,1,1,108188,109190,113195
p7,Distal,16,23,23,1,1,1,114059,115061,117915
p7,Distal,17,21,21,1,1,1,118979,119982,121875
p7,Distal,18,24,24,1,1,1,122780,123782,126515
p7,Distal,19,13,13,1,1,1,127716,128718,135435
p7,Distal,20,43,43,1,1,1,137172,138178,140995
p7,Distal,21,42,21,0,0,0,172939,173951,176883
p7,Distal,22,41,41,1,1,1,177652,178654,180507
p7,Distal,23,42,42,1,1,1,181243,182248,184091
p7,Distal,24,14,14,1,1,1,184828,185830,188027
p7,Distal,25,42,42,1,1,1,188725,189727,193427
p7,Distal,26,13,13,1,1,1,194269,195271,199843
p7,Distal,27,41,41,1,1,1,200860,201862,204219
p7,Distal,28,24,24,1,1,1,205132,206133,208691
p7,Distal,29,41,41,1,1,1,209492,210494,212859
p7,Distal,30,34,34,1,1,1,213644,214646,217019
p7,Distal,31,23,23,1,1,1,217868,218870,220964
p7,Distal,32,42,42,1,1,1,221796,222798,225523
p7,Distal,33,31,13,0,0,0,226340,227346,231547
p7,Distal,34,43,43,1,1,1,232355,233357,235547
p7,Distal,35,41,41,1,1,1,236379,237389,239347
p7,Distal,36,12,12,1,1,1,240092,241094,244387
p7,Distal,37,12,12,1,1,1,245251,246254,248347
p7,Distal,38,24,24,1,1,1,250843,251845,254427
p7,Distal,39,21,21,1,1,1,255148,256150,258619
p7,Distal,40,21,21,1,1,1,259331,260333,262491
p7,Distal,41,42,42,1,1,1,293484,294491,296531
p7,Distal,42,32,34,0,1,0,297315,298317,300907
p7,Distal,43,31,31,1,1,1,301756,302758,304699
p7,Distal,44,24,24,1,1,1,305500,306503,308603
p7,Distal,45,34,34,1,1,1,309324,310326,312715
p7,Distal,46,23,23,1,1,1,313500,314502,316563
p7,Distal,47,13,13,1,1,1,317331,318334,320547
p7,Distal,48,43,43,1,1,1,321268,322270,324123
p7,Distal,49,13,13,1,1,1,324884,325886,327635
p7,Distal,50,14,14,1,1,1,328411,329414,330771
p7,Distal,51,32,34,0,1,0,331844,332846,334964
p7,Distal,52,12,12,1,1,1,335795,336798,340508
p7,Distal,53,31,31,1,1,1,341244,342246,344107
p7,Distal,54,43,43,1,1,1,344892,345900,347691
p7,Distal,55,14,14,1,1,1,348435,349441,351211
p7,Distal,56,13,13,1,1,1,351916,352918,354779
p7,Distal,57,23,23,1,1,1,355524,356526,359291
p7,Distal,58,12,12,1,1,1,360100,361102,363867
p7,Distal,59,31,31,1,1,1,364677,365679,367731
p7,Distal,60,41,41,1,1,1,368540,369543,371379
