id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p4,Body,1,41,41,1,1,1,17454,18458,21869
p4,Body,2,13,13,1,1,1,22941,23944,26165
p4,Body,3,43,43,1,1,1,27373,28375,30437
p4,Body,4,31,41,0,0,1,31406,32410,33981
p4,Body,5,23,24,0,1,0,34926,35928,37357
p4,Body,6,43,43,1,1,1,38718,39720,41702
p4,Body,7,23,24,0,1,0,42566,43568,45141
p4,Body,8,42,41,0,1,0,46013,47015,49021
p4,Body,9,43,43,1,1,1,49877,50879,52021
p4,Body,10,43,43,1,1,1,52949,53952,55741
p4,Body,11,34,32,0,1,0,56477,57486,64861
p4,Body,12,32,41,0,0,0,65718,66720,69301
p4,Body,13,31,31,1,1,1,70198,71206,74101
p4,Body,14,14,14,1,1,1,74918,75920,78813
p4,Body,15,24,24,1,1,1,79614,80618,82829
p4,Body,16,12,12,1,1,1,83630,84632,87813
p4,Body,17,32,41,0,0,0,88605,89608,91462
p4,Body,18,34,32,0,1,0,92174,93176,95773
p4,Body,19,31,31,1,1,1,96581,97584,99366
p4,Body,20,41,41,1,1,1,100149,101155,102757
p4,Body,21,21,21,1,1,1,134317,135324,137477
p4,Body,22,32,41,0,0,0,138806,139815,142125
p4,Body,23,31,41,0,0,1,142942,143944,146293
p4,Body,24,43,43,1,1,1,147910,148912,150685
p4,Body,25,23,24,0,1,0,151575,152577,154413
p4,Body,26,34,42,0,0,0,155350,156352,158445
p4,Body,27,13,13,1,1,1,159326,160328,162189
p4,Body,28,24,24,1,1,1,163038,164040,165678
p4,Body,29,12,12,1,1,1,166454,167456,169477
p4,Body,30,21,21,1,1,1,170286,171289,173453
p4,Body,31,21,21,1,1,1,174222,175223,178669
p4,Body,32,24,24,1,1,1,179582,180583,182581
p4,Body,33,31,41,0,0,1,183486,184488,186349
p4,Body,34,21,21,1,1,1,187238,188240,190085
p4,Body,35,12,12,1,1,1,190950,191952,193285
p4,Body,36,41,41,1,1,1,194118,195120,196381
p4,Body,37,24,24,1,1,1,197254,198256,200205
p4,Body,38,32,31,0,1,0,201038,202040,203749
p4,Body,39,32,41,0,0,0,204534,205535,207333
p4,Body,40,41,43,0,1,0,208166,209168,214757
p4,Body,41,14,14,1,1,1,245773,246786,248453
p4,Body,42,42,41,0,1,0,249430,250432,252461
p4,Body,43,24,14,0,0,1,253278,254281,256901
p4,Body,44,13,34,0,0,0,258029,259032,260957
p4,Body,45,23,13,0,0,1,261822,262824,264389
p4,Body,46,21,13,0,0,0,265294,266295,268621
p4,Body,47,34,42,0,0,0,269542,270544,273533
p4,Body,48,34,32,0,1,0,274349,275351,277533
p4,Body,49,42,41,0,1,0,278430,279432,282501
p4,Body,50,12,12,1,1,1,283446,284447,287661
p4,Body,51,13,14,0,1,0,288501,289504,291941
p4,Body,52,42,41,0,1,0,292773,293775,296101
p4,Body,53,41,43,0,1,0,296853,297856,299415
p4,Body,54,42,41,0,1,0,300270,301272,303133
p4,Body,55,14,34,0,0,1,303918,304920,306317
p4,Body,56,23,23,1,1,1,307142,308144,311916
p4,Body,57,13,13,1,1,1,312782,313783,315501
p4,Body,58,12,12,1,1,1,316478,317480,319493
p4,Body,59,14,14,1,1,1,320286,321288,323237
p4,Body,60,14,14,1,1,1,324565,325567,327285
