id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p6,Distal,1,21,21,1,1,1,12431,13438,16678
p6,Distal,2,24,24,1,1,1,17534,18537,20229
p6,Distal,3,32,12,0,0,1,21086,22093,23606
p6,Distal,4,13,21,0,0,0,24303,25305,27654
p6,Distal,5,32,12,0,0,1,28383,29385,31854
p6,Distal,6,14,24,0,0,1,32702,33704,35910
p6,Distal,7,32,32,1,1,1,36694,37696,42638
p6,Distal,8,42,41,0,1,0,43783,44784,48437
p6,Distal,9,34,24,0,0,1,49183,50184,54558
p6,Distal,10,41,23,0,0,0,55223,56228,58509
p6,Distal,11,41,41,1,1,1,59262,60264,61502
p6,Distal,12,42,42,1,1,1,62158,63164,65230
p6,Distal,13,23,23,1,1,1,66110,67113,70190
p6,Distal,14,21,21,1,1,1,70999,72001,74494
p6,Distal,15,42,42,1,1,1,75439,76441,79102
p6,Distal,16,41,41,1,1,1,80055,81057,83454
p6,Distal,17,14,14,1,1,1,84327,85329,89166
p6,Distal,18,13,23,0,0,1,89990,90992,93726
p6,Distal,19,43,43,1,1,1,94655,95657,97974
p6,Distal,20,12,24,0,0,0,98702,99704,102871
p6,Distal,21,31,21,0,0,1,133727,134732,137046
p6,Distal,22,34,24,0,0,1,137855,138856,141478
p6,Distal,23,14,24,0,0,1,142286,143291,145974
p6,Distal,24,32,12,0,0,1,146678,147680,150982
p6,Distal,25,12,14,0,1,0,151671,152673,154790
p6,Distal,26,43,43,1,1,1,155463,156466,158326
p6,Distal,27,42,42,1,1,1,159071,160076,162989
p6,Distal,28,12,12,1,1,1,164055,165057,168063
p6,Distal,29,41,41,1,1,1,168854,169857,172278
p6,Distal,30,23,23,1,1,1,173014,174016,175959
p6,Distal,31,34,34,1,1,1,176687,177689,179382
p6,Distal,32,23,23,1,1,1,180047,181049,183350
p6,Distal,33,12,12,1,1,1,184046,185053,186830
p6,Distal,34,42,42,1,1,1,187470,188480,190798
p6,Distal,35,13,23,0,0,1,191550,192553,194318
p6,Distal,36,24,24,1,1,1,194998,196000,198367
p6,Distal,37,31,12,0,0,0,199054,200056,201821
p6,Distal,38,13,21,0,0,0,202486,203489,205590
p6,Distal,39,43,21,0,0,0,206351,207353,208837
p6,Distal,40,21,41,0,0,1,210166,211168,213934
p6,Distal,41,21,21,1,1,1,245990,246995,249262
p6,Distal,42,21,41,0,0,1,250046,251049,253694
p6,Distal,43,23,43,0,0,1,254527,255533,259254
p6,Distal,44,14,24,0,0,1,260087,261090,262797
p6,Distal,45,43,43,1,1,1,263504,264506,266998
p6,Distal,46,14,24,0,0,1,267743,268745,270822
p6,Distal,47,34,34,1,1,1,271542,272544,274982
p6,Distal,48,23,21,0,1,0,275774,276778,278262
p6,Distal,49,31,42,0,0,0,278943,279946,282446
p6,Distal,50,12,12,1,1,1,283190,284193,287030
p6,Distal,51,24,24,1,1,1,287870,288877,291110
p6,Distal,52,24,24,1,1,1,291847,292850,294638
p6,Distal,53,32,12,0,0,1,295470,296473,299758
p6,Distal,54,43,21,0,0,0,300671,301673,304269
p6,Distal,55,31,12,0,0,0,304966,305967,308406
p6,Distal,56,41,21,0,0,1,309206,310208,311950
p6,Distal,57,13,23,0,0,1,313287,314290,316142
p6,Distal,58,34,34,1,1,1,316871,317873,320678
p6,Distal,59,31,31,1,1,1,321471,322475,323790
p6,Distal,60,24,24,1,1,1,324582,325588,327974
