id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p12,Body,1,23,13,0,0,1,15374,16380,17629
p12,Body,2,21,13,0,0,0,18462,19464,21357
p12,Body,3,32,41,0,0,0,22102,23107,25501
p12,Body,4,14,14,1,1,1,26350,27352,29245
p12,Body,5,41,43,0,1,0,29974,30976,33117
p12,Body,6,34,42,0,0,0,33925,34927,37061
p12,Body,7,14,14,1,1,1,37805,38807,41109
p12,Body,8,42,41,0,1,0,41878,42880,44685
p12,Body,9,42,41,0,1,0,45446,46448,48278
p12,Body,10,14,34,0,0,1,49029,50032,52342
p12,Body,11,12,12,1,1,1,53141,54143,59997
p12,Body,12,21,23,0,1,0,60758,61760,64957
p12,Body,13,43,23,0,0,1,65798,66801,69013
p12,Body,14,42,41,0,1,0,69733,70735,72973
p12,Body,15,43,43,1,1,1,73694,74696,76533
p12,Body,16,34,42,0,0,0,77238,78240,80885
p12,Body,17,23,24,0,1,0,82101,83105,85789
p12,Body,18,32,42,0,0,1,86558,87560,89965
p12,Body,19,24,24,1,1,1,90685,91688,93581
p12,Body,20,24,24,1,1,1,94398,95400,97837
p12,Body,21,34,32,0,1,0,128734,129740,131613
p12,Body,22,41,21,0,0,1,132350,133352,134877
p12,Body,23,41,41,1,1,1,135630,136632,138013
p12,Body,24,24,24,1,1,1,138774,139783,141933
p12,Body,25,34,31,0,1,0,142998,144000,145645
p12,Body,26,12,12,1,1,1,146318,147320,149733
p12,Body,27,31,31,1,1,1,150582,151584,154117
p12,Body,28,32,42,0,0,1,154846,155849,158301
p12,Body,29,31,31,1,1,1,159118,160121,161829
p12,Body,30,13,24,0,0,0,162718,163719,166013
p12,Body,31,12,12,1,1,1,166821,167823,169717
p12,Body,32,14,12,0,1,0,170430,171432,173765
p12,Body,33,31,41,0,0,1,174478,175480,178565
p12,Body,34,32,42,0,0,1,179302,180304,182725
p12,Body,35,24,24,1,1,1,183461,184463,187237
p12,Body,36,43,43,1,1,1,188191,189193,191021
p12,Body,37,13,24,0,0,0,191790,192792,198829
p12,Body,38,43,23,0,0,1,199565,200572,202757
p12,Body,39,21,21,1,1,1,204246,205250,208157
p12,Body,40,42,42,1,1,1,209598,210600,212581
p12,Body,41,41,41,1,1,1,243942,244946,248893
p12,Body,42,13,13,1,1,1,249638,250640,252333
p12,Body,43,23,23,1,1,1,253054,254056,255485
p12,Body,44,43,43,1,1,1,256223,257225,260061
p12,Body,45,31,31,1,1,1,260846,261848,264654
p12,Body,46,23,23,1,1,1,265808,266814,269485
p12,Body,47,21,21,1,1,1,270198,271201,272805
p12,Body,48,12,31,0,0,0,273478,274480,276461
p12,Body,49,14,14,1,1,1,277133,278140,279877
p12,Body,50,32,31,0,1,0,280702,281704,284245
p12,Body,51,34,31,0,1,0,284990,285992,287661
p12,Body,52,21,21,1,1,1,288390,289392,292893
p12,Body,53,31,41,0,0,1,293637,294639,296469
p12,Body,54,41,41,1,1,1,299686,300688,303125
p12,Body,55,23,23,1,1,1,303974,304976,306885
p12,Body,56,12,12,1,1,1,307621,308623,311012
p12,Body,57,13,13,1,1,1,311966,312968,314357
p12,Body,58,13,13,1,1,1,315158,316160,317950
p12,Body,59,42,21,0,0,0,318734,319736,321653
p12,Body,60,24,24,1,1,1,322342,323344,329373
