id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p2,Distal,1,12,12,1,1,1,11223,12228,14095
p2,Distal,2,41,41,1,1,1,14976,15982,18271
p2,Distal,3,34,34,1,1,1,19191,20193,23142
p2,Distal,4,21,21,1,1,1,24056,25058,27455
p2,Distal,5,21,21,1,1,1,28304,29306,32102
p2,Distal,6,31,31,1,1,1,34031,35033,37686
p2,Distal,7,23,43,0,0,1,38511,39513,41367
p2,Distal,8,43,41,0,1,0,42311,43313,45343
p2,Distal,9,13,23,0,0,1,46335,47337,49127
p2,Distal,10,12,24,0,0,0,49903,50906,53670
p2,Distal,11,32,34,0,1,0,54495,55498,58574
p2,Distal,12,32,34,0,1,0,59455,60457,62983
p2,Distal,13,42,42,1,1,1,63816,64818,67126
p2,Distal,14,23,21,0,1,0,67984,68985,71479
p2,Distal,15,12,12,1,1,1,72799,73801,76128
p2,Distal,16,41,41,1,1,1,76983,77985,79894
p2,Distal,17,21,21,1,1,1,80815,81818,84102
p2,Distal,18,14,14,1,1,1,84902,85908,87655
p2,Distal,19,43,43,1,1,1,88511,89514,91086
p2,Distal,20,23,43,0,0,1,91967,92968,97830
p2,Distal,21,13,23,0,0,1,129023,130029,132887
p2,Distal,22,42,42,1,1,1,133807,134810,136894
p2,Distal,23,34,14,0,0,1,137752,138754,142222
p2,Distal,24,13,13,1,1,1,143104,144106,146023
p2,Distal,25,24,24,1,1,1,146831,147834,149583
p2,Distal,26,13,13,1,1,1,150368,151370,153735
p2,Distal,27,34,24,0,0,1,154575,155577,157831
p2,Distal,28,41,41,1,1,1,158592,159595,162222
p2,Distal,29,23,21,0,1,0,163079,164082,166318
p2,Distal,30,42,42,1,1,1,167111,168118,170423
p2,Distal,31,31,12,0,0,0,171240,172243,174111
p2,Distal,32,34,34,1,1,1,174968,175970,181375
p2,Distal,33,12,14,0,1,0,182199,183204,185454
p2,Distal,34,23,41,0,0,0,186359,187362,190703
p2,Distal,35,24,24,1,1,1,191695,192697,194783
p2,Distal,36,32,34,0,1,0,195615,196617,198271
p2,Distal,37,43,43,1,1,1,199175,200177,202351
p2,Distal,38,42,42,1,1,1,203240,204247,206262
p2,Distal,39,13,13,1,1,1,207167,208169,209950
p2,Distal,40,12,12,1,1,1,210800,211802,214415
p2,Distal,41,41,41,1,1,1,245791,246797,248887
p2,Distal,42,32,34,0,1,0,249711,250715,255006
p2,Distal,43,14,14,1,1,1,255919,256921,259815
p2,Distal,44,14,14,1,1,1,260800,261802,264063
p2,Distal,45,31,32,0,1,0,265039,266042,268894
p2,Distal,46,42,42,1,1,1,269791,270797,272959
p2,Distal,47,21,21,1,1,1,273783,274786,277094
p2,Distal,48,24,24,1,1,1,277968,278970,281183
p2,Distal,49,31,31,1,1,1,282015,283017,287599
p2,Distal,50,24,24,1,1,1,288568,289570,291222
p2,Distal,51,14,14,1,1,1,294015,295022,297031
p2,Distal,52,43,43,1,1,1,297871,298873,300791
p2,Distal,53,31,32,0,1,0,301607,302615,304231
p2,Distal,54,24,24,1,1,1,305015,306017,309654
p2,Distal,55,14,14,1,1,1,310615,311618,313302
p2,Distal,56,32,42,0,0,1,314167,315169,317463
p2,Distal,57,41,41,1,1,1,318279,319281,321839
p2,Distal,58,43,43,1,1,1,322688,323690,325398
p2,Distal,59,21,21,1,1,1,326295,327306,329543
p2,Distal,60,34,34,1,1,1,330391,331394,334655
