id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p2,Body,1,14,12,0,1,0,18173,19184,21357
p2,Body,2,41,21,0,0,1,23718,24725,27197
p2,Body,3,21,21,1,1,1,28135,29137,31597
p2,Body,4,43,23,0,0,1,32614,33616,35806
p2,Body,5,13,24,0,0,0,37054,38056,40509
p2,Body,6,24,24,1,1,1,41942,42945,45181
p2,Body,7,21,23,0,1,0,46374,47376,49789
p2,Body,8,13,24,0,0,0,50813,51816,56373
p2,Body,9,14,14,1,1,1,57414,58416,60861
p2,Body,10,32,42,0,0,1,62238,63248,66909
p2,Body,11,43,43,1,1,1,68030,69033,72189
p2,Body,12,13,43,0,0,1,73190,74192,76317
p2,Body,13,43,43,1,1,1,77262,78264,81533
p2,Body,14,14,42,0,0,0,82438,83440,85933
p2,Body,15,43,43,1,1,1,87085,88088,91565
p2,Body,16,41,21,0,0,1,92590,93592,97205
p2,Body,17,24,24,1,1,1,98182,99185,101085
p2,Body,18,31,42,0,0,0,102166,103168,105501
p2,Body,19,12,42,0,0,1,106365,107368,110206
p2,Body,20,32,42,0,0,1,111206,112216,115781
p2,Body,21,32,42,0,0,1,148030,149039,151629
p2,Body,22,34,42,0,0,0,152710,153727,156709
p2,Body,23,24,24,1,1,1,157686,158688,161325
p2,Body,24,13,24,0,0,0,162262,163264,166181
p2,Body,25,21,23,0,1,0,167743,168745,171862
p2,Body,26,42,42,1,1,1,172758,173760,176525
p2,Body,27,31,32,0,1,0,177390,178392,180621
p2,Body,28,23,23,1,1,1,181557,182559,185333
p2,Body,29,23,23,1,1,1,186182,187184,189645
p2,Body,30,41,41,1,1,1,190581,191584,193885
p2,Body,31,42,42,1,1,1,194855,195857,198093
p2,Body,32,41,41,1,1,1,199046,200049,202213
p2,Body,33,34,42,0,0,0,203046,204048,207085
p2,Body,34,12,42,0,0,1,207958,208960,211542
p2,Body,35,14,24,0,0,1,213046,214048,220341
p2,Body,36,31,42,0,0,0,221286,222288,224518
p2,Body,37,31,42,0,0,0,225462,226464,228517
p2,Body,38,34,42,0,0,0,229933,230939,233461
p2,Body,39,32,42,0,0,1,234758,235769,237798
p2,Body,40,42,31,0,0,0,238798,239800,243982
p2,Body,41,21,23,0,1,0,275151,276157,278509
p2,Body,42,14,34,0,0,1,279535,280537,285182
p2,Body,43,13,23,0,0,1,286086,287088,289629
p2,Body,44,24,24,1,1,1,290574,291577,293629
p2,Body,45,41,42,0,1,0,294454,295456,297629
p2,Body,46,31,42,0,0,0,298470,299472,301606
p2,Body,47,12,31,0,0,0,302534,303536,308886
p2,Body,48,23,21,0,1,0,309734,310736,312997
p2,Body,49,42,31,0,0,0,313910,314912,319613
p2,Body,50,12,42,0,0,1,320534,321536,325861
p2,Body,51,43,23,0,0,1,326774,327780,330549
p2,Body,52,21,21,1,1,1,331510,332512,334333
p2,Body,53,34,42,0,0,0,335350,336353,339149
p2,Body,54,23,23,1,1,1,340510,341512,344286
p2,Body,55,34,42,0,0,0,345318,346324,348029
p2,Body,56,42,41,0,1,0,348941,349944,353349
p2,Body,57,24,24,1,1,1,354270,355272,357934
p2,Body,58,32,42,0,0,1,361038,362040,363853
p2,Body,59,12,31,0,0,0,364686,365688,369605
p2,Body,60,23,24,0,1,0,372702,373705,376334
