id,cond,trial#,realPattern,userAnswer,correct,c1,c2,playstamp,playendstamp,enterstamp
p3,Body,1,24,14,0,0,1,14506,15511,17770
p3,Body,2,14,34,0,0,1,19162,20167,28922
p3,Body,3,31,31,1,1,1,30274,31277,33945
p3,Body,4,31,41,0,0,1,35506,36509,38561
p3,Body,5,31,41,0,0,1,39747,40749,43185
p3,Body,6,43,43,1,1,1,44842,45847,48442
p3,Body,7,13,14,0,1,0,49619,50621,53770
p3,Body,8,43,43,1,1,1,54786,55789,57906
p3,Body,9,41,41,1,1,1,59050,60052,61930
p3,Body,10,12,12,1,1,1,63194,64199,66818
p3,Body,11,12,12,1,1,1,67794,68796,71386
p3,Body,12,42,41,0,1,0,72923,73926,75914
p3,Body,13,21,13,0,0,0,77146,78149,80202
p3,Body,14,32,42,0,0,1,81274,82276,84866
p3,Body,15,21,13,0,0,0,86114,87119,89202
p3,Body,16,23,24,0,1,0,90210,91213,100722
p3,Body,17,14,14,1,1,1,101706,102714,109362
p3,Body,18,23,14,0,0,0,110434,111445,122105
p3,Body,19,34,42,0,0,0,123379,124381,131178
p3,Body,20,32,31,0,1,0,132802,133806,135937
p3,Body,21,24,14,0,0,1,169139,170143,172337
p3,Body,22,21,13,0,0,0,173291,174293,176090
p3,Body,23,31,41,0,0,1,177202,178205,180226
p3,Body,24,23,13,0,0,1,181274,182279,184058
p3,Body,25,31,41,0,0,1,185010,186012,188882
p3,Body,26,24,14,0,0,1,189906,190908,194306
p3,Body,27,12,12,1,1,1,195682,196685,199786
p3,Body,28,14,34,0,0,1,201098,202106,206265
p3,Body,29,12,12,1,1,1,207779,208787,214034
p3,Body,30,21,13,0,0,0,215010,216012,218569
p3,Body,31,43,43,1,1,1,219787,220789,223089
p3,Body,32,13,14,0,1,0,224123,225124,227897
p3,Body,33,13,14,0,1,0,228947,229948,233554
p3,Body,34,13,14,0,1,0,234810,235812,238281
p3,Body,35,32,41,0,0,0,240963,241965,244578
p3,Body,36,43,43,1,1,1,245787,246793,254545
p3,Body,37,41,41,1,1,1,256763,257765,260057
p3,Body,38,42,41,0,1,0,260987,261990,264665
p3,Body,39,34,43,0,0,0,266139,267141,274258
p3,Body,40,41,41,1,1,1,276067,277072,281930
p3,Body,41,21,13,0,0,0,313242,314248,316201
p3,Body,42,43,43,1,1,1,317250,318252,320122
p3,Body,43,34,34,1,1,1,321131,322133,324066
p3,Body,44,23,13,0,0,1,324955,325958,328305
p3,Body,45,34,42,0,0,0,329250,330259,332066
p3,Body,46,42,41,0,1,0,332987,333988,335745
p3,Body,47,13,14,0,1,0,336610,337615,339329
p3,Body,48,12,12,1,1,1,340554,341556,343690
p3,Body,49,14,34,0,0,1,344818,345820,348218
p3,Body,50,41,41,1,1,1,349299,350301,352401
p3,Body,51,42,41,0,1,0,353498,354501,356354
p3,Body,52,24,14,0,0,1,357547,358553,360794
p3,Body,53,34,42,0,0,0,363922,364924,368626
p3,Body,54,24,14,0,0,1,370011,371013,373570
p3,Body,55,14,34,0,0,1,375034,376036,378098
p3,Body,56,32,41,0,0,0,379106,380108,382698
p3,Body,57,23,13,0,0,1,384874,385877,388529
p3,Body,58,41,41,1,1,1,389450,390452,392394
p3,Body,59,42,41,0,1,0,393995,394996,397826
p3,Body,60,32,41,0,0,0,400506,401508,403338
