id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p1,armFront,1,241,243,0,1,1,0,450144,451655,514700,63045
p1,armFront,2,214,214,1,1,1,1,516586,518099,523153,5054
p1,armFront,3,123,123,1,1,1,1,525138,526640,529730,3090
p1,armFront,4,124,123,0,1,1,0,564644,566151,571722,5571
p1,armFront,5,432,432,1,1,1,1,573339,574842,578400,3558
p1,armFront,6,312,314,0,1,1,0,581420,582922,586833,3911
p1,armFront,7,143,143,1,1,1,1,588665,590167,593614,3447
p1,armFront,8,321,321,1,1,1,1,595234,596737,600710,3973
p1,armFront,9,234,234,1,1,1,1,602050,603552,606690,3138
p1,armFront,10,213,213,1,1,1,1,608109,609611,612541,2930
p1,armFront,11,324,324,1,1,1,1,613781,615284,618589,3305
p1,armFront,12,341,341,1,1,1,1,620102,621604,625643,4039
