id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p2,armBody,1,342,412,0,0,0,1,1601668,1603187,1611756,8569
p2,armBody,2,142,142,1,1,1,1,1619750,1621260,1624668,3408
p2,armBody,3,243,143,0,0,1,1,1626810,1628311,1632027,3716
p2,armBody,4,421,421,1,1,1,1,1634260,1635762,1639768,4006
p2,armBody,5,423,324,0,0,1,0,1672683,1674196,1679028,4832
p2,armBody,6,412,412,1,1,1,1,1680337,1681840,1685524,3684
p2,armBody,7,312,412,0,0,1,1,1686870,1688372,1693568,5196
p2,armBody,8,341,342,0,1,1,0,1694615,1696116,1699945,3829
p2,armBody,9,214,214,1,1,1,1,1700973,1702476,1706008,3532
p2,armBody,10,241,241,1,1,1,1,1707197,1708703,1713484,4781
p2,armBody,11,432,342,0,0,0,1,1714627,1716129,1721031,4902
p2,armBody,12,231,142,0,0,0,0,1722523,1724024,1731909,7885
