id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p1,armBody,1,142,142,1,1,1,1,232088,233601,237511,3910
p1,armBody,2,123,123,1,1,1,1,241055,242557,245896,3339
p1,armBody,3,321,321,1,1,1,1,247382,248884,253040,4156
p1,armBody,4,421,421,1,1,1,1,255358,256861,279545,22684
p1,armBody,5,241,241,1,1,1,1,280698,282207,285253,3046
p1,armBody,6,431,431,1,1,1,1,286689,288191,292343,4152
p1,armBody,7,324,423,0,0,1,0,293638,295142,300047,4905
p1,armBody,8,132,142,0,1,0,1,301463,302966,306638,3672
p1,armBody,9,134,142,0,1,0,0,307920,309421,313173,3752
p1,armBody,10,412,412,1,1,1,1,314614,316116,324420,8304
p1,armBody,11,214,234,0,1,0,1,325682,327185,329936,2751
p1,armBody,12,314,412,0,0,1,0,331714,333215,337622,4407
