id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p7,armBody,1,412,412,1,1,1,1,5663,7175,8640,1465
p7,armBody,2,241,241,1,1,1,1,9239,10745,11934,1189
p7,armBody,3,132,142,0,1,0,1,12557,14060,15547,1487
p7,armBody,4,341,421,0,0,0,1,16166,17670,18896,1226
p7,armBody,5,412,412,1,1,1,1,19539,21042,22429,1387
p7,armBody,6,432,142,0,0,0,1,23017,24521,28241,3720
p7,armBody,7,423,324,0,0,1,0,28839,30343,32073,1730
p7,armBody,8,213,214,0,1,1,0,32682,34185,36178,1993
p7,armBody,9,431,241,0,0,0,1,36870,38373,43718,5345
p7,armBody,10,341,321,0,1,0,1,44504,46007,49705,3698
p7,armBody,11,423,324,0,0,1,0,50354,51857,54863,3006
p7,armBody,12,143,124,0,1,0,0,55609,57113,60069,2956
p7,armBody,13,124,124,1,1,1,1,60753,62256,63930,1674
p7,armBody,14,213,314,0,0,1,0,64551,66054,67989,1935
p7,armBody,15,314,324,0,1,0,1,68611,70114,72245,2131
p7,armBody,16,241,241,1,1,1,1,72873,74376,76345,1969
p7,armBody,17,321,421,0,0,1,1,76923,78426,80447,2021
p7,armBody,18,123,124,0,1,1,0,81073,82576,83883,1307
p7,armBody,19,341,321,0,1,0,1,84662,86166,87971,1805
p7,armBody,20,413,314,0,0,1,0,88621,90124,92878,2754
p7,armBody,21,134,142,0,1,0,0,113717,115226,117034,1808
p7,armBody,22,412,412,1,1,1,1,117651,119156,123287,4131
p7,armBody,23,321,421,0,0,1,1,123996,125499,127909,2410
p7,armBody,24,214,134,0,0,0,1,128920,130423,131746,1323
p7,armBody,25,312,412,0,0,1,1,132384,133888,135524,1636
p7,armBody,26,342,421,0,0,0,0,136125,137628,140340,2712
p7,armBody,27,243,243,1,1,1,1,141147,142651,144195,1544
p7,armBody,28,142,142,1,1,1,1,144857,146361,147935,1574
p7,armBody,29,231,241,0,1,0,1,148621,150124,151894,1770
p7,armBody,30,423,324,0,0,1,0,152547,154051,155776,1725
p7,armBody,31,413,214,0,0,1,0,156395,157897,162211,4314
p7,armBody,32,421,421,1,1,1,1,163022,164526,166156,1630
p7,armBody,33,213,214,0,1,1,0,166789,168291,169847,1556
p7,armBody,34,234,241,0,1,0,0,170463,171967,173222,1255
p7,armBody,35,432,243,0,0,0,0,173860,175363,178322,2959
p7,armBody,36,342,421,0,0,0,0,178949,180453,182047,1594
p7,armBody,37,412,214,0,0,1,0,182651,184154,185984,1830
p7,armBody,38,421,423,0,1,1,0,188302,189806,191405,1599
p7,armBody,39,142,241,0,0,1,0,191999,193503,194938,1435
p7,armBody,40,341,421,0,0,0,1,195829,197332,198845,1513
p7,armBody,41,234,142,0,0,0,0,219704,221215,227305,6090
p7,armBody,42,324,324,1,1,1,1,227947,229451,235121,5670
p7,armBody,43,312,412,0,0,1,1,235797,237301,239465,2164
p7,armBody,44,431,431,1,1,1,1,240147,241650,242891,1241
p7,armBody,45,341,421,0,0,0,1,243540,245043,246258,1215
p7,armBody,46,314,324,0,1,0,1,246872,248375,250162,1787
p7,armBody,47,421,421,1,1,1,1,250758,252261,253569,1308
p7,armBody,48,241,241,1,1,1,1,254162,255665,258245,2580
p7,armBody,49,314,324,0,1,0,1,258833,260336,261554,1218
p7,armBody,50,241,241,1,1,1,1,262200,263705,264891,1186
p7,armBody,51,413,234,0,0,0,0,265527,267031,271568,4537
p7,armBody,52,241,241,1,1,1,1,272193,273696,274924,1228
p7,armBody,53,143,124,0,1,0,0,275532,277036,279353,2317
p7,armBody,54,214,234,0,1,0,1,279996,281499,283794,2295
p7,armBody,55,421,421,1,1,1,1,284402,285906,288172,2266
p7,armBody,56,134,142,0,1,0,0,288817,290320,293881,3561
p7,armBody,57,124,324,0,0,1,1,294484,295987,297905,1918
p7,armBody,58,324,324,1,1,1,1,298611,300115,301684,1569
p7,armBody,59,123,143,0,1,0,1,302377,303880,308514,4634
p7,armBody,60,132,142,0,1,0,1,309210,310713,312197,1484
p7,armBody,61,432,431,0,1,1,0,333185,334696,336351,1655
p7,armBody,62,321,421,0,0,1,1,337014,338517,340703,2186
p7,armBody,63,423,324,0,0,1,0,341325,342828,345217,2389
p7,armBody,64,214,134,0,0,0,1,345846,347349,348776,1427
p7,armBody,65,124,124,1,1,1,1,349406,350909,352335,1426
p7,armBody,66,124,124,1,1,1,1,352966,354469,355936,1467
p7,armBody,67,324,324,1,1,1,1,356568,358071,360404,2333
p7,armBody,68,213,214,0,1,1,0,361021,362524,364689,2165
p7,armBody,69,142,241,0,0,1,0,365373,366877,368545,1668
p7,armBody,70,132,241,0,0,0,0,369141,370645,372058,1413
p7,armBody,71,431,431,1,1,1,1,372673,374177,375683,1506
p7,armBody,72,123,123,1,1,1,1,376321,377825,385931,8106
p7,armBody,73,123,124,0,1,1,0,387226,388729,390668,1939
p7,armBody,74,314,412,0,0,1,0,391352,392855,394493,1638
p7,armBody,75,342,421,0,0,0,0,395066,396569,398200,1631
p7,armBody,76,312,412,0,0,1,1,398810,400313,401839,1526
p7,armBody,77,342,421,0,0,0,0,402498,404001,405669,1668
p7,armBody,78,321,413,0,0,0,0,406297,407800,410318,2518
