id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p4,armBody,1,231,124,0,0,0,0,2957547,2959076,2964800,5724
p4,armBody,2,423,413,0,1,0,1,2966467,2967969,2971305,3336
p4,armBody,3,234,241,0,1,0,0,2973560,2975069,2977720,2651
p4,armBody,4,213,234,0,1,0,0,2979513,2981015,2984559,3544
p4,armBody,5,431,431,1,1,1,1,2988535,2990038,2992790,2752
p4,armBody,6,123,243,0,0,0,1,3021963,3023476,3026381,2905
p4,armBody,7,241,241,1,1,1,1,3027765,3029267,3032210,2943
p4,armBody,8,314,413,0,0,1,0,3033811,3035314,3038281,2967
p4,armBody,9,142,241,0,0,1,0,3039666,3041168,3044201,3033
p4,armBody,10,124,214,0,0,0,1,3045841,3047343,3051337,3994
p4,armBody,11,214,214,1,1,1,1,3052633,3054137,3057258,3121
p4,armBody,12,134,243,0,0,0,0,3058499,3060001,3062966,2965
