id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p4,armFront,1,341,234,0,0,0,0,1944,3447,6765,3318
p4,armFront,2,431,431,1,1,1,1,7450,8954,11896,2942
p4,armFront,3,123,143,0,1,0,1,12562,14065,15990,1925
p4,armFront,4,413,413,1,1,1,1,16615,18119,20161,2042
p4,armFront,5,234,432,0,0,1,0,20823,22326,25508,3182
p4,armFront,6,312,432,0,0,0,1,26164,27667,29591,1924
p4,armFront,7,314,314,1,1,1,1,30225,31728,33908,2180
p4,armFront,8,214,413,0,0,1,0,34589,36092,38258,2166
p4,armFront,9,432,432,1,1,1,1,38907,40411,43526,3115
p4,armFront,10,234,234,1,1,1,1,44184,45687,47738,2051
p4,armFront,11,132,143,0,1,0,0,48401,49904,52240,2336
p4,armFront,12,321,143,0,0,0,0,52889,54392,56768,2376
p4,armFront,13,124,143,0,1,0,0,57427,58930,60620,1690
p4,armFront,14,342,341,0,1,1,0,61275,62778,64472,1694
p4,armFront,15,421,243,0,0,0,0,65140,66643,68359,1716
p4,armFront,16,143,143,1,1,1,1,69000,70502,74134,3632
p4,armFront,17,134,143,0,1,0,0,74767,76272,77825,1553
p4,armFront,18,342,123,0,0,0,0,78444,79947,81816,1869
p4,armFront,19,321,123,0,0,1,0,82445,83949,85901,1952
p4,armFront,20,214,123,0,0,0,0,86517,88019,90131,2112
p4,armFront,21,214,214,1,1,1,1,111413,112922,115289,2367
p4,armFront,22,143,143,1,1,1,1,115970,117481,119466,1985
p4,armFront,23,312,123,0,0,0,0,120153,121656,123769,2113
p4,armFront,24,412,413,0,1,1,0,124459,125962,130788,4826
p4,armFront,25,142,143,0,1,1,0,131441,132944,134793,1849
p4,armFront,26,231,431,0,0,1,1,135426,136932,139099,2167
p4,armFront,27,324,123,0,0,1,0,139795,141298,144095,2797
p4,armFront,28,312,312,1,1,1,1,144752,146258,148619,2361
p4,armFront,29,241,241,1,1,1,1,149381,150884,153986,3102
p4,armFront,30,432,413,0,1,0,0,154647,156150,159323,3173
p4,armFront,31,431,431,1,1,1,1,159973,161476,163574,2098
p4,armFront,32,124,143,0,1,0,0,164374,165877,168016,2139
p4,armFront,33,132,143,0,1,0,0,168652,170155,173929,3774
p4,armFront,34,132,134,0,1,1,0,174618,176122,178550,2428
