id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p7,armFront,1,342,142,0,0,1,1,1159257,1160773,1169811,9038
p7,armFront,2,421,421,1,1,1,1,1171658,1173159,1177804,4645
p7,armFront,3,143,143,1,1,1,1,1179679,1181181,1183488,2307
p7,armFront,4,241,241,1,1,1,1,1184859,1186361,1188705,2344
p7,armFront,5,412,412,1,1,1,1,1207015,1208524,1211559,3035
p7,armFront,6,213,213,1,1,1,1,1212511,1214014,1216760,2746
p7,armFront,7,134,134,1,1,1,1,1217553,1219055,1221936,2881
p7,armFront,8,124,124,1,1,1,1,1222692,1224194,1226537,2343
p7,armFront,9,243,243,1,1,1,1,1227444,1228946,1230941,1995
p7,armFront,10,312,314,0,1,1,0,1231696,1233197,1236487,3290
p7,armFront,11,324,324,1,1,1,1,1237453,1238955,1241463,2508
p7,armFront,12,234,214,0,1,0,1,1243063,1244566,1246721,2155
